운영상태,도로명전체주소,소재지전체주소,시설위치(지상/지하),시설면적(㎡),최대수용인원,위도(EPSG4326),경도(EPSG4326),좌표정보(X),좌표정보(Y)
사용중,부산광역시 영도구 일산봉로 84 (청학동),부산광역시 영도구 청학동 68번지 96호,지하,191.0,231,35.08958776355569,129.06481798654892,1142642.488684,1678282.970983
사용중,부산광역시 영도구 대교로14번길 17 (미광마린타워),부산광역시 영도구 봉래동2가 112번지,지하,5610.0,6800,35.09423190545844,129.04388742435953,1140726.40301,1678768.296082
사용중지,"부산광역시 영도구 절영로101번길 9 (영선동3가, 부영교회)",부산광역시 영도구 영선동3가 23번지 3호,지하,264.0,320,35.08654225607744,129.04062552651996,1140442.240816,1677910.822315
사용중,"부산광역시 영도구 일산봉로 58 (청학동, 한일유앤아이아파트)",부산광역시 영도구 청학동 69번지 93호,지하,1422.0,1723,35.08718044910081,129.0649463706403,1142658.385835,1678016.154811
사용중,부산광역시 영도구 조내기로 38 (영도원우엔리치빌아파트),부산광역시 영도구 청학동 489번지 30호,지하,12936.0,15680,35.0860383705753,129.063582642851,1142536.047208,1677887.533092
사용중,부산광역시 영도구 영도새싹길 3 (영선동1가),부산광역시 영도구 영선동1가 112번지,지하,449.0,544,35.09009263796065,129.04498167926408,1140833.271965,1678310.749246
사용중,"부산광역시 영도구 해안산책길 30 (영선동4가, 영선동반도보라아파트)",부산광역시 영도구 영선동4가 186번지 46호,지하,19910.0,24133,35.082895841348304,129.0404313520467,1140430.789925,1677506.119462
사용중,"부산광역시 영도구 대교로2번길 25 (봉래동3가, 한빛타운)",부산광역시 영도구 봉래동3가 142번지 4호,지하,304.0,368,35.09411819983294,129.04522657000646,1140848.672759,1678757.577231
사용중,부산광역시 영도구 태종로 361 (청학동),부산광역시 영도구 청학동 7번지 24호,지하,393.0,476,35.09461669862907,129.06451832443932,1142606.412308,1678840.311371
사용중,"부산광역시 영도구 남항로9번길 5 (남항동1가, 한울시너스)",부산광역시 영도구 남항동1가 51번지 1호,지하,346.82,420,35.090133242695174,129.03774835688952,1140173.792514,1678305.05257
사용중,"부산광역시 영도구 와치로 64 (청학동, 세양 쉬에당)",부산광역시 영도구 청학동 475번지 8호,지하,2478.0,3003,35.08729546122428,129.05993328224932,1142201.161136,1678021.74525
사용중,부산광역시 영도구 절영로101번길 22 (영선동3가),부산광역시 영도구 영선동3가 34번지 1호,지하,376.0,455,35.087057574805655,129.04104545968076,1140479.640904,1677968.56904
사용중,부산광역시 영도구 태종로 705 (유림노르웨이숲비치),부산광역시 영도구 동삼동 1145번지,지하,5300.0,6424,35.071696117417474,129.07679089660397,1143765.379218,1676315.778277
사용중,"부산광역시 영도구 태종로 496 (동삼동, 형제오션뷰)",부산광역시 영도구 동삼동 207번지 6호,지하,901.0,1092,35.085568589769814,129.07201876779817,1143305.971338,1677847.52867
사용중,"부산광역시 영도구 대교로46번길 21 (봉래동1가, 대교타운)",부산광역시 영도구 봉래동1가 202번지 2호,지하,1082.0,1311,35.09503609936686,129.04124076745245,1140483.758736,1678853.755218
사용중지,"부산광역시 영도구 하리해안길 10-9 (동삼동, 비치모텔)",부산광역시 영도구 동삼동 769번지 4호,지하,363.0,440,35.069145950483765,129.0812221647183,1144173.92553,1676039.334339
사용중,부산광역시 영도구 산업로 10 (청학동),부산광역시 영도구 청학동 7번지 46호,지하,1324.0,1604,35.09492797624843,129.06481154612155,1142632.599603,1678875.255588
사용중,"부산광역시 영도구 한사랑길 75 (영선동1가, 대성타운)",부산광역시 영도구 영선동1가 101번지 1호,지하,251.0,304,35.090059120821266,129.0442854003792,1140769.854809,1678306.047851
사용중,"부산광역시 영도구 영선대로 75 (영선동2가, 삼호빌딩)",부산광역시 영도구 영선동2가 50번지 1호,지하,438.0,530,35.0878502487263,129.04181313785892,1140548.266933,1678057.568281
사용중,"부산광역시 영도구 태종로 335 (청학동, 천지해오름)",부산광역시 영도구 청학동 214번지 5호,지하,1205.0,1460,35.09611950181103,129.06245126108615,1142415.368823,1679004.033396
사용중지,"부산광역시 영도구 해양로 297 (동삼동, 항만소방서)",부산광역시 영도구 동삼동 1150번지,지하,260.0,315,35.08185271708425,129.07681925146275,1143750.144301,1677442.307798
사용중,"부산광역시 영도구 영선대로 95 (영선동2가, 썬프라자)",부산광역시 영도구 영선동2가 71번지 1호,지하,201.0,243,35.08945818463217,129.0427140112777,1140627.634359,1678237.178068
사용중,"부산광역시 영도구 태종로 393 (청학동, 원우아파트)",부산광역시 영도구 청학동 50번지 1호,지하,143.0,173,35.09206917663899,129.0660654666185,1142751.888003,1678559.976185
사용중,부산광역시 영도구 청학남로 48 (신영도롯데낙천대아파트),부산광역시 영도구 청학동 99번지 294호,지하,13853.0,16791,35.08881301894101,129.06239457386278,1142422.908745,1678193.575811
사용중,"부산광역시 영도구 절영로 4 (봉래동1가, 영광골든타워)",부산광역시 영도구 봉래동1가 77번지,지하,2366.0,2867,35.09397591883877,129.04053340785288,1140421.095876,1678735.171616
사용중,"부산광역시 영도구 영선대로 98 (영선동2가, 동부산아이존빌아파트)",부산광역시 영도구 영선동2가 175 동부산아이존빌아파트,지하,9075.0,11000,35.08940267922036,129.0435260913436,1140701.76181,1678232.16834
사용중,"부산광역시 영도구 하나길 753 (봉래동5가, 한진아파트)",부산광역시 영도구 봉래동5가 30번지 1호,지하,1403.0,1700,35.09431177163064,129.05337029425118,1141590.7072,1678790.590406
사용중지,부산광역시 영도구 봉래쉼터길 30 (봉래동5가),부산광역시 영도구 봉래동5가 89번지 7호,지상,107.0,129,35.09405302140193,129.0522531476335,1141489.317155,1678760.304785
사용중,"부산광역시 영도구 절영로35번길 46 (남항동1가, 남항부백자연애아파트)",부산광역시 영도구 남항동1가 217번지 1호,지하,990.0,1200,35.09037421707531,129.0414457245362,1140510.441201,1678336.98735
사용중,"부산광역시 영도구 태종로 260 (청학동, 영도신도브래뉴)",부산광역시 영도구 청학동 536번지,지하,2937.0,3560,35.09737774744067,129.0556245252224,1141790.889432,1679133.849805
사용중,"부산광역시 영도구 동삼오션로 27, 동삼2동 행정복지센터 (동삼동)",부산광역시 영도구 동삼동 1179-5 동삼2동 행정복지센터,지하,557.13,675,35.06841468646705,129.08312770110206,1144348.973105,1675960.986009
사용중,부산광역시 영도구 오동꽃길 32 (봉래동5가),부산광역시 영도구 봉래동5가 143-35,지하,328.49,398,35.092598380801505,129.05201944122223,1141470.525948,1678598.636066
사용중,부산광역시 영도구 태종로 172 (봉래동4가),부산광역시 영도구 봉래동4가 343,지하,17530.0,21248,35.0938025524952,129.047957129041,1141098.130052135,1678726.4320064285
사용중,"부산광역시 부산진구 당감로 17 (당감동, 삼익아파트)",부산광역시 부산진구 당감동 177번지 1호,지하,4538.0,5500,35.16309475959652,129.0393011748983,1140190.228349,1686399.557439
사용중,부산광역시 부산진구 중앙대로 807 (부전동),부산광역시 부산진구 부전동 22번지 1호,지하,1452.0,1760,35.163842993800046,129.06360937616753,1142402.952615,1686517.081428
사용중,부산광역시 부산진구 새싹로 221 (초읍동),부산광역시 부산진구 초읍동 271번지 4호,지하,1650.0,2000,35.1759158186353,129.048498737637,1141005.813442,1687834.583585
사용중,"부산광역시 부산진구 엄광로 176-0 (가야동, 동의대학교)",부산광역시 부산진구 가야동 464번지 121호,지하,1785.0,2163,35.145656640854206,129.03433351458492,1139767.596234,1684458.460405
사용중,"부산광역시 부산진구 중앙대로 지하930, 양정역 (양정동)",부산광역시 부산진구 양정동 408-4 양정역,지하,4103.0,4973,35.172968787056604,129.07129906248784,1143087.344381,1687540.292201
사용중,"부산광역시 부산진구 중앙대로 지하 730, 서면역 (부전동)",부산광역시 부산진구 부전동 573번지 1호 서면역 1호선,지하,4125.0,5000,35.157854342243525,129.05926922432772,1142018.060083,1685846.655687
사용중,"부산광역시 부산진구 중앙대로 지하 737 (부전동, 서면지하상가)",부산광역시 부산진구 부전동 573번지 1호,지하,4125.0,5000,35.158600148897946,129.05963798796174,1142050.352917,1685929.901957
사용중,"부산광역시 부산진구 중앙대로 지하 612 (범천동, 범내골역)",부산광역시 부산진구 범천동 948번지 4호,지하,4070.0,4933,35.147311905770465,129.0592930046938,1142038.552484,1684677.396871
사용중,부산광역시 부산진구 황령대로 24 (범천동),부산광역시 부산진구 범천동 853번지 1호,지하,848.0,1027,35.148014099322644,129.06225261867135,1142306.948447,1684759.508401
사용중,"부산광역시 부산진구 화지로 12, 부산시교육청 (양정동)",부산광역시 부산진구 양정동 455-1 부산시교육청,지하,1650.0,2000,35.17601200951752,129.0639314405533,1142411.060532,1687867.248701
사용중,"부산광역시 부산진구 엄광로 68 (가야동, 가야벽산아파트)",부산광역시 부산진구 가야동 669-9 가야벽산아파트,지하,6600.0,8000,35.14762228592319,129.02333028617693,1138761.856969,1684661.073534
사용중,부산광역시 부산진구 백양관문로 10 (당감동),부산광역시 부산진구 당감동 516번지,지하,8250.0,10000,35.16000367605394,129.03166486259374,1139499.98213,1686045.980056
사용중,부산광역시 부산진구 동성로 144 (적십자회관빌딩),부산광역시 부산진구 전포동 607번지 1호,지하,594.0,720,35.1613119450145,129.06363152501208,1142409.383118,1686236.386419
사용중,"부산광역시 부산진구 성지곡로 60 (초읍동, 초읍대진아파트)",부산광역시 부산진구 초읍동 322번지 1호,지하,1267.0,1535,35.187540196299985,129.04918208120358,1141047.953088,1689124.850664
사용중,"부산광역시 부산진구 양정로 62 (양정동, 동의의료원, 동의병원, 동의대학교한방병원)",부산광역시 부산진구 양정동 46번지 2호,지하,1907.0,2311,35.17031386231022,129.0767694919463,1143590.2103,1687253.711029
사용중,부산광역시 부산진구 가야대로454번길 9 (개금동),부산광역시 부산진구 개금동 503번지 18호,지하,165.0,200,35.1526970581331,129.0218488201335,1138618.288625,1685221.862793
사용중,부산광역시 부산진구 엄광로 68 (개금동),부산광역시 부산진구 개금동 669번지 9호,지하,2538.0,3076,35.14762228592319,129.02333028617693,1138761.856969,1684661.073534
사용중,"부산광역시 부산진구 동평로405번길 85 (양정동, 양정청소년회관)",부산광역시 부산진구 양정동 260번지 5호,지하,776.0,940,35.17723195505168,129.07184957800655,1143130.00555,1688013.927718
사용중,"부산광역시 부산진구 동평로 18 (당감동, 동원타워)",부산광역시 부산진구 당감동 515번지 1호,지하,1300.0,1575,35.16419125321179,129.03187958114637,1139512.386664,1686510.736418
사용중,부산광역시 부산진구 백양관문로 104-1 (당감동),부산광역시 부산진구 당감동 791번지,지하,7072.0,8572,35.168279385301204,129.02827585574877,1139177.191802,1686959.112604
사용중,"부산광역시 부산진구 중앙대로 748 (부전동, 신한은행부전동지점)",부산광역시 부산진구 부전동 130번지 3호,지하,660.0,800,35.15908052461805,129.06045401412229,1142123.846241,1685984.347604
사용중,부산광역시 부산진구 가야대로 749-1 (부전동),부산광역시 부산진구 부전동 426번지 7호,지하,660.0,800,35.15798236233865,129.05361086906746,1141502.432996,1685852.790567
사용중,부산광역시 부산진구 봉수로 15 (전포동),부산광역시 부산진구 전포동 486번지 16호,지하,330.0,400,35.150554247539844,129.0700596579736,1143013.713037,1685052.438699
사용중,"부산광역시 부산진구 신암로 9 (범천동, 범천쇼핑)",부산광역시 부산진구 범천동 1298번지 117호,지하,3300.0,4000,35.14291923530791,129.05578434899718,1141726.533878,1684185.190292
사용중,"부산광역시 부산진구 동천로 116 (전포동, 한신밴)",부산광역시 부산진구 전포동 660번지 1호,지하,1056.0,1280,35.15905127074514,129.06251918449385,1142312.005702,1685984.055812
사용중,"부산광역시 부산진구 새싹로 6 (부전동, 신한은행부전지점)",부산광역시 부산진구 부전동 260번지 47호,지하,1036.0,1255,35.15859855056655,129.05863378805768,1141958.886451,1685928.291016
사용중,부산광역시 부산진구 당감로 118 (협성피닉스타운),부산광역시 부산진구 부암동 560번지 14호,지하,4984.0,6041,35.17210537218981,129.03783352230468,1140041.098995,1687396.882187
사용중,"부산광역시 부산진구 서면문화로 27 (부전동, 유원골든타워오피스텔)",부산광역시 부산진구 부전동 474번지 80호,지하,8250.0,10000,35.159520411041406,129.05573830642166,1141693.547589,1686026.408711
사용중,"부산광역시 부산진구 성지로61번길 30 (연지동, 연지한신타워)",부산광역시 부산진구 연지동 322번지,지하,841.0,1019,35.17582468951333,129.05291511974502,1141408.159026,1687830.748539
사용중,"부산광역시 부산진구 백양관문로 103 (당감동, 국제프라자아파트)",부산광역시 부산진구 당감동 792번지 3호,지하,990.0,1200,35.16781309130361,129.02743351344412,1139101.269421,1686906.216116
사용중,"부산광역시 부산진구 백양관문로77번길 55 (개금동, 동원화인패밀리타운)",부산광역시 부산진구 개금동 1번지 12호,지하,3366.0,4080,35.163626299682754,129.02744023790015,1139109.013465,1686441.857522
사용중,부산광역시 부산진구 복지로 2 (개금동),부산광역시 부산진구 개금동 502번지 11호,지하,660.0,800,35.152808898834266,129.0201133844722,1138460.01354,1685231.850525
사용중,부산광역시 부산진구 가야대로 613-0 (가야동),부산광역시 부산진구 가야동 50번지 1호,지하,4917.0,5960,35.155420308336346,129.038998975036,1140175.872785,1685547.937348
사용중,부산광역시 부산진구 가야대로679번길 166-0 (가야동),부산광역시 부산진구 가야동 55번지,지하,7205.0,8733,35.15543196661797,129.03812508980366,1140096.250643,1685547.999304
사용중,부산광역시 부산진구 엄광로238번길 5-0 (가야동),부산광역시 부산진구 가야동 361번지 85호,지하,8702.0,10547,35.1516786034732,129.03821323196306,1140110.716001,1685131.828195
사용중,부산광역시 부산진구 가야대로 635-20 (당감동태화현대아파트),부산광역시 부산진구 당감동 109번지 1호,지하,9570.0,11600,35.15665711520029,129.04131834665483,1140385.018883,1685688.385759
사용중,"부산광역시 부산진구 백양관문로77번길 42 (개금동, 동원화인패밀리타운)",부산광역시 부산진구 개금동 1번지 12호,지하,1188.0,1440,35.16434814619246,129.02718508470906,1139084.54465,1686521.562524
사용중,부산광역시 부산진구 백양대로208번길 133 (개금동),부산광역시 부산진구 개금동 1번지 4호,지하,1815.0,2200,35.162241717375075,129.02354821039995,1138756.877563,1686282.853151
사용중,"부산광역시 부산진구 신암로 32 (범천동, 범천경남아파트)",부산광역시 부산진구 범천동 944번지 1호,지하,9900.0,12000,35.144860782921825,129.0563282798479,1141772.720317,1684401.307549
사용중,부산광역시 부산진구 가야대로 635-13 (당감동태화현대2차아파트),부산광역시 부산진구 당감동 123번지,지하,6140.0,7442,35.15633714511025,129.04115230857116,1140370.444501,1685652.662695
사용중,부산광역시 부산진구 가야대로 지하 442 (개금동),부산광역시 부산진구 개금동 487번지 2호,지하,11936.0,14467,35.15318461274005,129.02036585468426,1138482.374897,1685273.873228
사용중,"부산광역시 부산진구 중앙대로 766 (부전동, 동아생명보험(주)부산사옥)",부산광역시 부산진구 부전동 91번지 5호,지하,6719.0,8144,35.16051978020338,129.06171934930114,1142236.594532,1686145.788684
사용중,부산광역시 부산진구 가야대로 494 (개금동),부산광역시 부산진구 개금동 163번지 8호,지하,1805.0,2187,35.15291811184001,129.02613199151128,1139008.078454,1685252.356952
사용중,부산광역시 부산진구 신천대로 156 (부전동),부산광역시 부산진구 부전동 384번지 7호,지하,4223.0,5118,35.15589683720629,129.05130893380405,1141296.363135,1685618.206663
사용중,"부산광역시 부산진구 부전로 29, KT&G 부산진지사 (부전동)",부산광역시 부산진구 부전동 526-16 KT&G 부산진지사,지하,1893.0,2294,35.15290757157796,129.0562046274464,1141747.496323,1685293.623518
사용중,부산광역시 부산진구 중앙대로 658-0 (부전동),부산광역시 부산진구 부전동 536번지 3호,지하,2153.0,2609,35.151503593226074,129.05948533063932,1142048.786353,1685142.58368
사용중,"부산광역시 부산진구 중앙대로 지하717, 서면지하도상가 서면몰 (부전동)",부산광역시 부산진구 부전동 573-1 서면지하도상가 서면몰,지하,9900.0,12000,35.15690005930822,129.0589651818592,1141992.024323,1685740.379213
사용중,"부산광역시 부산진구 서전로10번길 61 (부전동, 쥬디스태화신관)",부산광역시 부산진구 부전동 183번지 1호,지하,5549.0,6726,35.155138287745594,129.06000194891266,1142089.526181,1685546.456259
사용중,"부산광역시 부산진구 가야대로 지하777, 가야로상 지하상가 (부전동)",부산광역시 부산진구 부전동 576-1 가야로상 지하상가,지하,11428.0,13852,35.15779878071517,129.05664659393625,1141779.267662,1685836.751809
사용중,부산광역시 부산진구 중앙대로 639 (범천동),부산광역시 부산진구 범천동 863번지 1호,지하,3100.0,3757,35.149725517159574,129.0589127024696,1141999.713004,1684944.554599
사용중,"부산광역시 부산진구 가야대로703번길 13 (당감동, 당감2동주민센터)",부산광역시 부산진구 당감동 71번지 7호,지하,251.0,304,35.15783981159034,129.04796831246975,1140988.714035,1685828.967372
사용중,"부산광역시 부산진구 동평로291번길 30 (연지동, 화인아파트)",부산광역시 부산진구 연지동 50번지 6호,지하,2566.0,3110,35.1728502784431,129.05801080914418,1141877.379342,1687508.106163
사용중,"부산광역시 부산진구 새싹로 183 (연지동, 세동한신아파트)",부산광역시 부산진구 연지동 353번지 1호,지하,5365.0,6503,35.17255431165195,129.04939948012554,1141093.651014,1687463.026103
사용중,"부산광역시 부산진구 당감로 79 (부암동, 화승삼성아파트)",부산광역시 부산진구 부암동 500번지,지하,11488.0,13924,35.16877643898015,129.038342023757,1140093.120428,1687028.376885
사용중,"부산광역시 부산진구 성지로114번길 66 (초읍동, 초읍우신그린피아아파트)",부산광역시 부산진구 초읍동 505번지,지하,5610.0,6800,35.181448050132886,129.05480884924324,1141570.862529,1688457.149163
사용중,부산광역시 부산진구 시민공원로 30 (부암동),부산광역시 부산진구 부암동 666번지 16호,지하,660.0,800,35.163367688228064,129.05293223025433,1141431.292449,1686449.12788
사용중,부산광역시 부산진구 가야대로 지하 554 (가야동),부산광역시 부산진구 가야동 236번지 4호,지하,10405.0,12612,35.15399352037682,129.0326049337735,1139595.878117,1685380.697206
사용중,"부산광역시 부산진구 신천대로 122 (부전동, 네오스포)",부산광역시 부산진구 부전동 450번지,지하,13079.0,15853,35.15351071642523,129.05365735853658,1141514.413319,1685356.893457
사용중,"부산광역시 부산진구 새싹로 256 (초읍동, 오티시이즈오피스텔)",부산광역시 부산진구 초읍동 277번지 5호,지하,2317.0,2808,35.17893679812991,129.0478970058572,1140945.799111,1688168.796779
사용중,"부산광역시 부산진구 진남로 404 (전포동, 대동파크아파트)",부산광역시 부산진구 전포동 190번지 25호,지하,3666.0,4443,35.16095559747464,129.07046129839034,1143032.088711,1686206.663236
사용중,"부산광역시 부산진구 중앙대로 지하 730 (부전동, 서면역)",부산광역시 부산진구 부전동 573번지 1호,지하,21569.0,26144,35.157854342243525,129.05926922432772,1142018.060083,1685846.655687
사용중,부산광역시 부산진구 신천대로 252 (부암동),부산광역시 부산진구 부암동 55번지 6호,지하,9900.0,12000,35.16431809327729,129.05072403389573,1141228.52364,1686551.402174
사용중,부산광역시 부산진구 가야대로 지하 719 (부암동),부산광역시 부산진구 부암동 368번지 12호,지하,11372.0,13784,35.15747884564817,129.05025238963546,1141197.388581,1685792.171492
사용중,"부산광역시 부산진구 백양순환로35번길 43 (당감동, 태우선파크상가)",부산광역시 부산진구 당감동 659번지 1호,지하,627.0,760,35.167252143282184,129.03173454599292,1139493.948392,1686850.024521
사용중,부산광역시 부산진구 당감서로80번길 12 (당감동),부산광역시 부산진구 당감동 734번지 5호,지하,337.0,408,35.16744645623643,129.03762201174746,1140029.826003,1686879.85062
사용중,부산광역시 부산진구 백양순환로 51 (당감동),부산광역시 부산진구 당감동 768번지 1호,지하,594.0,720,35.16938578534152,129.0332062790409,1139624.340577,1687088.738058
사용중,"부산광역시 부산진구 성지로114번길 59 (초읍동, 창신그린힐아파트)",부산광역시 부산진구 초읍동 402번지 10호,지하,858.0,1040,35.18148031120374,129.05454945332917,1141547.185696,1688460.357969
사용중,부산광역시 부산진구 진남로 536 (양정동),부산광역시 부산진구 양정동 74-1,지하,891.0,1080,35.17130618859576,129.07299366075384,1143244.589867,1687358.327502
사용중,부산광역시 부산진구 당감로 48 (당감동),부산광역시 부산진구 당감동 305번지 23호,지하,429.0,520,35.16582455033235,129.03918931313513,1140175.354367,1686702.168497
사용중,"부산광역시 부산진구 중앙대로 659 (부전동, 한화생명보험(주)부산사옥)",부산광역시 부산진구 부전동 535번지 5호,지하,3053.0,3700,35.151659616686004,129.05890177082955,1141995.356055,1685159.055612
사용중,부산광역시 부산진구 동천로 92 (전포동),부산광역시 부산진구 전포동 668번지 1호,지하,13876.0,16819,35.15704297008723,129.06259150090446,1142322.091702,1685761.41242
사용중,"부산광역시 부산진구 새싹로 165 (연지동, LG사이언스홀)",부산광역시 부산진구 연지동 353번지 5호,지하,2141.0,2595,35.170863646831314,129.04973128118635,1141126.790763,1687275.980087
사용중,"부산광역시 부산진구 성지로62번길 10 (연지동, 연지청구아파트)",부산광역시 부산진구 연지동 1번지,지하,1766.0,2140,35.17617837008918,129.05550430319178,1141643.335532,1687873.662017
사용중,부산광역시 부산진구 전포대로275번길 20 (서면롯데캐슬스카이),부산광역시 부산진구 전포동 587번지,지하,4788.0,5803,35.16152770298153,129.06428987508838,1142468.971755,1686261.259673
사용중,부산광역시 부산진구 가야대로 지하 650 (가야동),부산광역시 부산진구 가야동 15번지 13호,지하,20420.0,24751,35.15582119201947,129.04284945677142,1140525.923483,1685597.833184
사용중,"부산광역시 부산진구 가야공원로 41 (가야동, 가야반도보라빌)",부산광역시 부산진구 가야동 588 가야반도보라빌,지하,4118.0,4991,35.149569596318486,129.03022821408925,1139386.926006,1684886.696455
사용중,"부산광역시 부산진구 복지로 70 (개금동, 개금아이파크)",부산광역시 부산진구 개금동 618-2 개금아이파크,지하,4752.0,5760,35.14715116151049,129.01978119460497,1138439.338543,1684603.876074
사용중,"부산광역시 부산진구 성지로114번길 48 (초읍동, 초읍그린아파트)",부산광역시 부산진구 초읍동 540번지 11호,지하,660.0,800,35.180974375570784,129.0541527217077,1141511.936097,1688403.67813
사용중,"부산광역시 부산진구 동평로 352 (양정동, 현대아파트)",부산광역시 부산진구 양정동 458-5 현대아파트,지하,8085.0,9800,35.17429209027634,129.06356390376564,1142380.589622,1687675.960198
사용중,부산광역시 부산진구 백양대로300번길 19 (개금동),부산광역시 부산진구 개금동 596번지,지하,56737.0,68772,35.1553556295531,129.01824154587706,1138285.19235,1685511.710531
사용중,"부산광역시 부산진구 성지로94번길 85 (초읍동, 초읍대우아파트)",부산광역시 부산진구 초읍동 508번지,지하,4373.0,5300,35.180371712073175,129.05727510000088,1141797.312073,1688341.283853
사용중,부산광역시 부산진구 가야대로 702 (범천동),부산광역시 부산진구 범천동 1054번지,지하,7236.0,8770,35.15667680555567,129.04858867292972,1141047.229084,1685700.854556
사용중,"부산광역시 부산진구 백양산로53번길 62 (당감동, 백양푸른채)",부산광역시 부산진구 당감동 794번지,지하,4281.0,5189,35.17209564302224,129.02835417578143,1139177.819761,1687382.493689
사용중,"부산광역시 부산진구 중앙대로969번길 11 (양정동, 양정롯데갤러리움아파트)",부산광역시 부산진구 양정동 273번지 1호,지하,9075.0,11000,35.176203392063044,129.07283664709811,1143221.698687,1687901.267573
사용중,"부산광역시 부산진구 중앙대로 981 (양정동, 시청센트빌)",부산광역시 부산진구 양정동 217번지,지하,2965.0,3593,35.177044428097254,129.0742146401943,1143345.711844,1687996.535859
사용중,"부산광역시 부산진구 백양산로 70 (부암동, 백양산쌍용스윗닷홈)",부산광역시 부산진구 부암동 720번지,지하,9983.0,12100,35.17497945752759,129.0306300523744,1139380.16317,1687705.533553
사용중,부산광역시 부산진구 백양산로 57 (부암동),부산광역시 부산진구 부암동 725번지,지하,5750.0,6969,35.17357811700704,129.02993553918006,1139319.306648,1687549.133576
사용중,부산광역시 부산진구 자유평화로 31 (범천동),부산광역시 부산진구 범천동 839번지 19호,지하,3251.0,3940,35.14160820997818,129.0633786209018,1142420.68825,1684050.62381
사용중,"부산광역시 부산진구 가야대로 531 (가야동, 가야동원로얄듀크)",부산광역시 부산진구 가야동 128번지 1호,지하,1113.0,1349,35.1538663018189,129.02999941996012,1139358.755155,1685362.933937
사용중,"부산광역시 부산진구 전포대로 지하 181 (전포동, 전포역)",부산광역시 부산진구 전포동 870번지 1호,지하,7305.0,8854,35.15278460778462,129.065237302319,1142570.524915,1685292.893097
사용중,"부산광역시 부산진구 중앙대로 지하 786 (부전동, 부전역)",부산광역시 부산진구 부전동 573번지 1호,지하,4479.0,5429,35.16208898413691,129.0627407687624,1142326.895671,1686321.295237
사용중,부산광역시 부산진구 시민공원로 73-0 (범전동),부산광역시 부산진구 범전동 195번지,지하,12267.0,14869,35.165411012446484,129.05720871457922,1141817.251959,1686681.849175
사용중,"부산광역시 동래구 충렬대로107번길 124, 온천초등학교 (온천동)",부산광역시 동래구 온천동 397-4 온천초등학교,지하,1716.0,2080,35.2125547341034,129.073677265004,1143234.410740376,1691934.348704096
사용중,"부산광역시 동래구 아시아드대로154번길 79 (사직동, 사직제3동주민센터)",부산광역시 동래구 사직동 123번지 23호,지하,66.0,80,35.19942577267668,129.0695383528629,1142880.662747,1690472.202215
사용중,"부산광역시 동래구 여고북로 140 (사직동, 동원아파트)",부산광역시 동래구 사직동 139번지 5호,지하,180.0,218,35.201527400562995,129.07269102373436,1143163.996808,1690709.840079
사용중,"부산광역시 동래구 충렬대로 314 (낙민동, 동래한양아파트)",부산광역시 동래구 낙민동 172번지,지하,2957.0,3584,35.199218387454515,129.09304344528428,1145020.96889,1690483.252297
사용중,"부산광역시 동래구 사직북로50번길 33 (사직동, 로얄맨션1차)",부산광역시 동래구 사직동 634-1 로얄맨션1차,지하,248.0,300,35.20101488920714,129.05889404544058,1141908.82739,1690633.203212
사용중,"부산광역시 동래구 아시아드대로255번가길 8-9 (온천동, 한사랑아파트)",부산광역시 동래구 온천동 1350번지,지하,1899.0,2301,35.208282163589644,129.06739687670446,1142670.204841,1691451.422486
사용중,"부산광역시 동래구 쇠미로 209-3 (온천동, 동서산장)",부산광역시 동래구 온천동 1186번지 23호,지하,99.0,120,35.20900122058725,129.06370635248743,1142332.996326,1691525.882133
사용중,"부산광역시 동래구 여고북로 141 (온천동, 동남온천맨션)",부산광역시 동래구 온천동 1467번지 6호 동남온천맨션,지하,66.0,80,35.20167721871289,129.07274400816647,1143168.557452,1690726.533358
사용중,"부산광역시 동래구 충렬대로107번길 54 (온천동, 럭키아파트)",부산광역시 동래구 온천동 707 럭키아파트,지하,15501.0,18789,35.209169492947,129.073202862619,1143197.1733293496,1691558.1934449652
사용중지,부산광역시 동래구 미남로 58 (학성여객),부산광역시 동래구 사직동 151번지 1호,지하,323.0,391,35.199231833694704,129.07061180890548,1142978.731526,1690452.235765
사용중,"부산광역시 동래구 사직북로48번길 194 (온천동, 대곡빌라)",부산광역시 동래구 온천동 1222번지 11호,지하,966.0,1170,35.20667135140439,129.06502853702605,1142457.426039,1691269.362208
사용중지,"부산광역시 동래구 여고로127번길 65 (사직동, 동래백산아파트)",부산광역시 동래구 사직동 141번지 10호,지하,299.0,362,35.201733311513586,129.0753571793383,1143406.358825,1690736.523327
사용중지,"부산광역시 동래구 여고로127번길 65 (사직동, 동래백산아파트)",부산광역시 동래구 사직동 141-10 동래백산아파트,지하,258.0,312,35.201733311513586,129.0753571793383,1143406.358825,1690736.523327
사용중,"부산광역시 동래구 반송로339번길 8 (명장동, 협진태양아파트)",부산광역시 동래구 명장동 497번지 1호,지하,149.0,180,35.20968564283496,129.1033192027189,1145937.759624,1691659.269753
사용중,"부산광역시 동래구 사직북로34번길 59 (사직동, 사직동교회)",부산광역시 동래구 사직동 23번지 8호,지하,973.0,1179,35.20060539834528,129.06251765021383,1142239.432209,1690592.96628
사용중,"부산광역시 동래구 동래로179번길 31 (복천동, 동래교육지원청)",부산광역시 동래구 복천동 72번지 8호,지하,122.0,147,35.20525219623444,129.090248943792,1144755.841956,1691148.413356
