운영상태,도로명전체주소,소재지전체주소,시설위치(지상/지하),시설면적(㎡),최대수용인원,위도(EPSG4326),경도(EPSG4326),좌표정보(X),좌표정보(Y)
사용중,"부산광역시 해운대구 대천로67번길 4 (좌동, 해운대주공아파트)",부산광역시 해운대구 좌동 1276번지,지하,2700.0,3272,35.17333334195694,129.16992367636175,1152068.56431,1687727.112809
사용중,부산광역시 해운대구 삼어로 55 (센텀에스케이뷰아파트),부산광역시 해운대구 반여동 1174번지 1호,지하,5378.0,6518,35.202408218261645,129.11621548314568,1147124.843478,1690871.117104
사용중,"부산광역시 해운대구 재반로60번길 46-6 (재송동, 신동아아파트)",부산광역시 해운대구 재송동 131번지,지하,1043.0,1264,35.18494688483657,129.12819877085144,1148247.515223,1688952.205462
사용중,"부산광역시 해운대구 달맞이길117번나길 81 (중동, 해운대하이츠빌라)",부산광역시 해운대구 중동 1486번지 1호,지하,1435.0,1739,35.160589258479774,129.18247307631302,1153235.377223,1686332.862848
사용중,"부산광역시 해운대구 신반송로 80 (반송동, 엘아이지건영아파트)",부산광역시 해운대구 반송동 884번지,지하,858.0,1040,35.226743884049185,129.16355442455978,1151389.328675,1693641.456335
사용중,"부산광역시 해운대구 신반송로 96 (반송동, 삼한3차아파트)",부산광역시 해운대구 반송동 883번지,지하,977.0,1184,35.22830961694485,129.16414595310496,1151440.254597,1693816.023444
사용중,"부산광역시 해운대구 신반송로 72 (반송동, 삼한5차아파트)",부산광역시 해운대구 반송동 886번지,지하,1492.0,1808,35.226699286572924,129.1625408166625,1151297.160854,1693634.964822
사용중,"부산광역시 해운대구 송정해변로 8-17 (송정동, 송정동해수락)",부산광역시 해운대구 송정동 265번지,지하,875.0,1060,35.18158880438283,129.20449714153534,1155201.547876,1688696.203781
사용중,부산광역시 해운대구 중동1로17번길 10-9,부산광역시 해운대구 중동 1752번지,지하,3089.0,3744,35.16412597561699,129.1623149536588,1151392.694443,1686694.265707
사용중,"부산광역시 해운대구 좌동순환로 473 (중동, 해운대로데오아울렛)",부산광역시 해운대구 중동 1774번지 5호,지하,2060.0,2496,35.16339022867263,129.1699635956451,1152090.719384,1686624.330772
사용중,"부산광역시 해운대구 좌동순환로 473, 해운대로데오아울렛 (중동)",부산광역시 해운대구 중동 1774-5 해운대로데오아울렛,지하,2056.0,2492,35.16339022867263,129.1699635956451,1152090.719384,1686624.330772
사용중,"부산광역시 해운대구 좌동로14번길 32 (중동, 노브텔)",부산광역시 해운대구 중동 1324번지 8호,지하,707.0,856,35.167821222632455,129.17091178049688,1152168.825867,1687117.246036
사용중,부산광역시 해운대구 대천로42번길 16 (청마마이우스),부산광역시 해운대구 중동 154번지,지하,730.0,884,35.17062835240028,129.17062671839244,1152137.632343,1687428.16348
사용중,"부산광역시 해운대구 해운대로76번길 55 (재송동, 센텀이편한세상아파트)",부산광역시 해운대구 재송동 939번지 2호,지하,4633.0,5615,35.18984717441835,129.1171807675155,1147235.392827,1689479.341943
사용중,부산광역시 해운대구 송정1로 20 (송정1단지주공아파트),부산광역시 해운대구 송정동 929번지,지하,5600.0,6787,35.18280959546732,129.1979572789838,1154603.694291,1688821.417775
사용중,"부산광역시 해운대구 달맞이길65번길 12-12 (중동, 달맞이경동메르빌아파트)",부산광역시 해운대구 중동 1515번지 2호,지하,9900.0,12000,35.16052758318434,129.173125559544,1152384.061782,1686311.660071
사용중,"부산광역시 해운대구 해운대로 지하 730 (중동, 부산지하철 중동역)",부산광역시 해운대구 중동 1783번지 1호,지하,9695.0,11751,35.16661723791065,129.1696920288615,1152059.975274,1686981.839893
사용중,"부산광역시 해운대구 해운대로 지하 820 (좌동, 부산지하철 장산역)",부산광역시 해운대구 좌동 1491번지,지하,5000.0,6060,35.17034338503998,129.1779875128109,1152808.550166,1687407.84359
사용중,"부산광역시 해운대구 해운대로 지하 396 (우동, 부산지하철 시립미술관역)",부산광역시 해운대구 우동 1086번지 3호,지하,7855.0,9521,35.16836613376792,129.13954384454024,1149310.905224,1687130.133848
사용중,"부산광역시 해운대구 해운대로 지하 626 (우동, 부산지하철 해운대역)",부산광역시 해운대구 우동 656번지,지하,8390.0,10169,35.16377550001969,129.15921647067245,1151111.126724,1686650.680191
사용중,"부산광역시 해운대구 재반로211번길 9 (반여동, 반여2동주민센터)",부산광역시 해운대구 반여동 1291번지 836호,지하,430.0,521,35.19592610365188,129.1301397046933,1148404.281152,1690172.860833
사용중,"부산광역시 해운대구 재반로226번길 13-73 (반여동, 반여종합사회복지관)",부산광역시 해운대구 반여동 1291번지 1360호,지하,759.0,920,35.19828167982601,129.1320132866414,1148570.572812,1690436.929332
사용중,부산광역시 해운대구 좌동순환로217번길 19 (엘아이지건영아파트),부산광역시 해운대구 좌동 1414번지,지하,9900.0,12000,35.176994313313735,129.1812189460001,1153090.381395,1688150.506029
사용중,부산광역시 해운대구 좌동순환로217번길 8 (롯데4차아파트),부산광역시 해운대구 좌동 1419번지,지하,9900.0,12000,35.17620890753755,129.18026587783422,1153005.059565,1688061.925052
사용중,"부산광역시 해운대구 해운대로 1188 (송정동, 송정2휴먼시아)",부산광역시 해운대구 송정동 934번지,지하,9900.0,12000,35.19067880547456,129.20489832686894,1155220.78839,1689705.059008
사용중,"부산광역시 해운대구 재반로125번길 30 (재송동, 센텀우신골든빌아파트)",부산광역시 해운대구 재송동 1048번지 3호,지하,3350.0,4060,35.18981495237461,129.12508480898492,1147955.135846,1689487.506048
사용중,"부산광역시 해운대구 센텀중앙로 145 (재송동, 더샵센텀파크1차아파트)",부산광역시 해운대구 재송동 1200번지,지하,10660.0,12921,35.17951706596848,129.12190604930274,1147684.336338,1688340.592155
사용중,"부산광역시 해운대구 센텀동로 123 (재송동, 더샵센텀스타아파트)",부산광역시 해운대구 재송동 1196번지,지하,6172.0,7481,35.17804067149377,129.1247561669907,1147946.556369,1688181.076268
사용중,"부산광역시 해운대구 센텀중앙로 142 (재송동, 더샵센텀파크2차아파트)",부산광역시 해운대구 재송동 1197번지,지하,3952.0,4790,35.17891727874121,129.123037556836,1147788.462278,1688275.748547
사용중,"부산광역시 해운대구 마린시티2로 33 (우동, 해운대두산위브더제니스)",부산광역시 해운대구 우동 1407번지,지하,6269.0,7598,35.15685757973412,129.14392130446586,1149730.688973,1685860.247991
사용중,"부산광역시 해운대구 센텀남대로 지하 76 (우동, 부산지하철 센텀시티역)",부산광역시 해운대구 우동 1524번지,지하,9900.0,12000,35.169658530021735,129.13321841935024,1148732.4506,1687263.999899
사용중,"부산광역시 해운대구 아랫반송로26번길 25-4, 장산길 행복마을센터 지하1층 (반송동)",부산광역시 해운대구 반송동 723-35 장산길 행복마을센터 지하1층,지하,144.0,174,35.22487383192204,129.14790779322954,1149968.738794,1693410.294491
사용중,"부산광역시 해운대구 반여로 68-12 (반여동, 센텀롯데캐슬2차아파트)",부산광역시 해운대구 반여동 1660번지,지하,8505.0,10309,35.19636959033476,129.12400648789034,1147845.072257,1690212.907787
사용중,"부산광역시 해운대구 해운대로 253 (재송동, 해운대더샵센텀누리)",부산광역시 해운대구 재송동 1223번지,지하,1485.0,1800,35.1782294794637,129.12777511474627,1148221.136997,1688206.514709
사용중,"부산광역시 해운대구 해운대로38번길 60 (재송동, 센텀협성르네상스타운)",부산광역시 해운대구 재송동 1324번지,지하,1869.0,2265,35.191373320271055,129.117703694122,1147280.251672,1689649.388703
사용중,"부산광역시 해운대구 수영강변대로 382 (재송동, 센텀피오레1차아파트)",부산광역시 해운대구 재송동 1302번지,지하,3065.0,3715,35.1926177027345,129.11542452337775,1147070.487698,1689784.033707
사용중,"부산광역시 해운대구 선수촌로 122 (반여동, 아시아선수촌아파트)",부산광역시 해운대구 반여동 1638번지,지하,4534.0,5495,35.20385142931449,129.1221037961284,1147658.294469,1691039.926029
사용중,"부산광역시 해운대구 선수촌로 122 (반여동, 아시아선수촌아파트)",부산광역시 해운대구 반여동 1638번지,지하,4534.0,5495,35.20385142931449,129.1221037961284,1147658.294469,1691039.926029
사용중,"부산광역시 해운대구 반여로 67 (반여동, 해운대메가센텀한화꿈에그린아파트)",부산광역시 해운대구 반여동 1662번지,지하,6193.0,7506,35.19764134316838,129.12259494948898,1147714.25496,1690351.864873
사용중,"부산광역시 사하구 사리로55번길 16 (괴정동, 동주대학)",부산광역시 사하구 괴정동 15번지 1호,지하,1221.0,1480,35.10596895122955,128.9976215926431,1136489.33744,1680005.69028
사용중,"부산광역시 사하구 낙동대로550번길 37 (하단동, 동아대학교)",부산광역시 사하구 하단동 840번지,지하,7379.0,8944,35.11375287787636,128.9656727773297,1133564.681708,1680825.695041
사용중,부산광역시 사하구 낙동남로1233번길 84 (하단동),부산광역시 사하구 하단동 1149번지 7호,지하,1234.0,1495,35.109371666182874,128.94855718757248,1132011.915789,1680316.95083
사용중지,"부산광역시 사하구 오작로 68, 1층 (괴정동, 신괴정화신아파트)",부산광역시 사하구 괴정동 398번지 23호,지하,436.0,528,35.099590272677105,129.0004416594653,1136757.02728,1679302.092467
사용중,"부산광역시 사하구 감내2로 21, 사하구종합사회복지관 (감천동)",부산광역시 사하구 감천동 12-278 사하구종합사회복지관,지하,204.0,247,35.094345276127164,129.0078801422368,1137443.862028,1678730.601513
사용중,"부산광역시 사하구 마하로 81 (당리동, 삼성타워맨션)",부산광역시 사하구 당리동 480번지 9호,지하,429.0,520,35.10653891691505,128.98467106023236,1135308.026751,1680051.235101
사용중,"부산광역시 사하구 다대로 470 (다대동, 다대해송아파트)",부산광역시 사하구 다대동 113번지 11호,지하,1957.0,2372,35.063340671464225,128.97832499371776,1134800.694217,1675251.498107
사용중,"부산광역시 사하구 승학로233번길 50 (괴정동, 괴정자유2차아파트)",부산광역시 사하구 괴정동 1064번지 1호,지하,2633.0,3191,35.10420826623736,128.989853679504,1135784.25622,1679799.793591
사용중,"부산광역시 사하구 다대로22번길 30 (당리동, 벽산으뜸아파트)",부산광역시 사하구 당리동 534번지 1호,지하,1901.0,2304,35.09845909145016,128.9762157920864,1134550.663103,1679143.642272
사용중,"부산광역시 사하구 다대로 289-0 (장림동, 장림대동맨션)",부산광역시 사하구 장림동 307번지,지하,1353.0,1640,35.07645762042748,128.97725116176596,1134681.213102,1676704.849051
사용중,부산광역시 사하구 하신중앙로 265 (가락타운2·3단지),부산광역시 사하구 하단동 1176번지,지하,8085.0,9800,35.10210741628249,128.9606393154482,1133124.896461,1679527.351685
사용중지,"부산광역시 사하구 장평로 410 (괴정동, 사남신익아파트)",부산광역시 사하구 괴정동 697번지 11호,지하,659.0,798,35.0964914989038,128.9838515025433,1135249.928269,1678935.75521
사용중,"부산광역시 사하구 다대로 617 (다대동, 다대자유아파트)",부산광역시 사하구 다대동 382번지 3호,지하,5643.0,6840,35.05129295893582,128.9712284999839,1134173.265733,1673905.717434
사용중,부산광역시 사하구 하신번영로 140 (신평동),부산광역시 사하구 신평동 646,지하,5511.0,6680,35.0951527128122,128.9605381975447,1133126.987922,1678755.868183
사용중,"부산광역시 사하구 하신중앙로 180 (신평동, 신익강변타운아파트)",부산광역시 사하구 신평동 408번지,지하,3711.0,4498,35.09492044738589,128.96301454349287,1133353.100061,1678733.419398
사용중,"부산광역시 사하구 비봉로 42 (신평동, 한신아파트)",부산광역시 사하구 신평동 425번지,지하,4429.0,5368,35.097781230708975,128.96574283712215,1133597.133404,1679054.365207
사용중,"부산광역시 사하구 하신중앙로 170 (신평동, 신평현대아파트)",부산광역시 사하구 신평동 400번지,지하,3970.0,4812,35.094232767172024,128.96349181350064,1133397.726536,1678657.787521
사용중,"부산광역시 사하구 다대로 109 (신평동, 신평한성임호아파트)",부산광역시 사하구 신평동 100번지,지하,3336.0,4043,35.092996161440944,128.97808991992517,1134730.483421,1678540.278549
사용중,"부산광역시 사하구 감천로 38 (감천동, 감천현대아파트)",부산광역시 사하구 감천동 682번지 1호,지하,2475.0,3000,35.09098476158057,128.9966214909405,1136423.149867,1678342.409794
사용중,"부산광역시 사하구 다대로 473 (다대동, 다대포현대아파트)",부산광역시 사하구 다대동 120번지 1호,지하,9808.0,11888,35.06179214927642,128.97709179105416,1134690.780518,1675078.08495
사용중,"부산광역시 사하구 하신번영로 365 (하단동, 가락타운1단지)",부산광역시 사하구 하단동 1161번지 2호,지하,6188.0,7500,35.11367687842202,128.96012309298723,1133059.033005,1680809.836361
사용중,"부산광역시 사하구 하신번영로261번길 13 (하단동, 강변타워아파트)",부산광역시 사하구 하단동 1165번지 14호,지하,723.0,876,35.10432067282888,128.9576989782078,1132853.297754,1679768.899032
사용중,"부산광역시 사하구 장림로184번길 10 (장림동, 국제그레이트아파트)",부산광역시 사하구 장림동 328번지 1호,지하,1650.0,2000,35.08205911136176,128.96881594294507,1133902.959957,1677314.745676
사용중,"부산광역시 사하구 낙동대로 지하 405 (당리동, 당리역)",부산광역시 사하구 당리동 323번지,지하,7197.0,8723,35.10345072758266,128.9738570039791,1134327.462767,1679694.084152
사용중,부산광역시 사하구 낙동대로 지하 141 (괴정동),부산광역시 사하구 괴정동 317번지 1호,지하,5423.0,6573,35.103265420987526,129.0003803252128,1136745.297306,1679709.622806
사용중,부산광역시 사하구 낙동대로 지하 309 (괴정동),부산광역시 사하구 괴정동 661번지,지하,5875.0,7121,35.09977786602253,128.98307345744334,1135173.579697,1679299.192443
사용중,부산광역시 사하구 낙동대로 지하 221 (괴정동),부산광역시 사하구 괴정동 934번지 3호,지하,7887.0,9560,35.09988069383177,128.99253400812313,1136035.749806,1679323.475805
사용중,"부산광역시 사하구 장평로41번길 19 (장림동, 벽산마마빌라)",부산광역시 사하구 장림동 532번지,지하,2584.0,3132,35.06948864639034,128.97190177004066,1134204.883727,1675924.704441
사용중,"부산광역시 사하구 낙동남로 지하 1415 (하단동, 하단역)",부산광역시 사하구 하단동 491번지,지하,9627.0,11669,35.10622400663468,128.96623510678435,1133628.222845,1679991.417738
사용중,"부산광역시 사하구 제석로 127 (당리동, 혜성아파트)",부산광역시 사하구 당리동 17번지 2호,지하,1799.0,2180,35.10962550867847,128.9803346576346,1134907.703247,1680387.688912
사용중,"부산광역시 사하구 다대낙조2길 7 (다대동, 다대조성하이츠)",부산광역시 사하구 다대동 1548번지 15호,지하,858.0,1040,35.05060097179278,128.96572127300243,1133672.107142,1673821.57444
사용중,"부산광역시 사하구 감천로 32 (감천동, 감천백산아파트)",부산광역시 사하구 감천동 682번지,지하,1320.0,1600,35.09104443035129,128.99625558707632,1136389.69427,1678348.526763
사용중,"부산광역시 사하구 감천로 175 (감천동, 남성한빛가든)",부산광역시 사하구 감천동 181번지 1호,지하,2145.0,2600,35.08424165471521,129.00936472067852,1137596.166498,1677612.047929
사용중지,"부산광역시 사하구 오작로 104 (괴정동, 벽산하이츠타운)",부산광역시 사하구 괴정동 352번지 34호,지하,667.0,808,35.10089455292258,129.00413581680235,1137091.571687,1679451.829446
사용중지,"부산광역시 사하구 장평로 378 (괴정동, 동진그린힐)",부산광역시 사하구 괴정동 1207번지 4호,지하,2634.0,3192,35.09652025835328,128.9801748433303,1134914.735654,1678933.959605
사용중,"부산광역시 사하구 다대로381번길 75 (다대동, 국제그린아파트)",부산광역시 사하구 다대동 94번지 2호,지하,2181.0,2643,35.06557399674486,128.9843830996487,1135349.455867,1675507.403861
사용중,"부산광역시 사하구 다송로 59 (다대동, 다대4지구도개공영구임대아파트)",부산광역시 사하구 다대동 96번지 1호,지하,4036.0,4892,35.06175181265195,128.98474964689163,1135389.193401,1675083.982603
사용중,"부산광역시 사하구 다대로 339 (장림동, 극동정림아파트)",부산광역시 사하구 장림동 426번지,지하,1700.0,2060,35.072263539734,128.9771345931755,1134677.477555,1676239.525288
사용중,"부산광역시 사하구 제석로95번길 21 (당리동, 당리형제아파트)",부산광역시 사하구 당리동 39번지 18호,지하,1921.0,2328,35.109220781233766,128.97721339674217,1134623.896849,1680338.576585
사용중,"부산광역시 사하구 다대로429번길 20 (다대동, 삼환아파트)",부산광역시 사하구 다대동 120번지 10호,지하,6811.0,8255,35.063404837314,128.98096990982384,1135041.782928,1675262.193867
사용중,"부산광역시 사하구 다대낙조2길 216 (다대동, 도시몰운대아파트)",부산광역시 사하구 다대동 1550번지 6호,지하,10643.0,12900,35.05112200771811,128.9683206876483,1133908.337897,1673882.849291
사용중,"부산광역시 사하구 감천로 24 (감천동, 감천유림1차아파트)",부산광역시 사하구 감천동 808번지,지하,8250.0,10000,35.09082080115489,128.99537058544502,1136309.388781,1678322.512766
사용중,"부산광역시 사하구 낙동대로 542 (하단동, 대우에덴프라자)",부산광역시 사하구 하단동 492번지 2호,지하,1472.0,1784,35.112447776067825,128.964672695645,1133475.667752,1680679.604447
사용중,"부산광역시 사하구 을숙도대로709번길 31 (구평동, 구평1차자유아파트)",부산광역시 사하구 구평동 17번지,지하,5280.0,6400,35.0874353361189,128.98447058603415,1135321.324796,1677932.171333
사용중,"부산광역시 사하구 동매로 120 (하단동, 한신혜성아파트)",부산광역시 사하구 하단동 277번지 2호,지하,1871.0,2267,35.101561484293576,128.97101529597387,1134071.544,1679480.718512
사용중,"부산광역시 사하구 을숙도대로 610 (장림동, 롯데마트)",부산광역시 사하구 장림동 1033번지 2호,지하,4290.0,5200,35.08506290818085,128.97218997125648,1134205.651369,1677652.436151
사용중,"부산광역시 사하구 신산로 187 (신평동, 한솔베스파트)",부산광역시 사하구 신평동 84번지 9호,지하,6448.0,7815,35.08981776198202,128.97587969374663,1134534.223572,1678184.774195
사용중,"부산광역시 사하구 사하로 47 (구평동, 구평화신아파트)",부산광역시 사하구 구평동 41번지 7호,지하,3142.0,3808,35.08677592694349,128.99316067261728,1136114.652441,1677870.87183
사용중,"부산광역시 사하구 제석로 33 (당리동, 당리삼창아파트)",부산광역시 사하구 당리동 313번지 9호,지하,5508.0,6676,35.10471726890961,128.97227579902793,1134181.264554,1679832.425766
사용중,"부산광역시 사하구 제석로 126 (당리동, 당리4차혜성아파트)",부산광역시 사하구 당리동 17번지,지하,2993.0,3627,35.109499852725044,128.98004325733564,1134881.352076,1680373.357605
사용중,"부산광역시 사하구 비봉로 29 (신평동, 원우아파트)",부산광역시 사하구 신평동 414-10 원우아파트,지하,5386.0,6528,35.09741023006319,128.96427523004917,1133463.961163,1679011.250218
사용중,"부산광역시 사하구 다대로227번길 15 (장림동, 신우림아파트)",부산광역시 사하구 장림동 84번지 1호,지하,2099.0,2544,35.0818933236766,128.97846373597542,1134782.829553,1677309.363615
사용중,"부산광역시 사하구 다대로227번길 37 (장림동, 장림3차동원아파트)",부산광역시 사하구 장림동 185번지 1호,지하,5244.0,6356,35.08088816903204,128.9784402344995,1134782.34059,1677197.849802
사용중,"부산광역시 사하구 옥천로 87(감천동, 영동힐타운)",부산광역시 사하구 감천동 12-108 영동힐타운,지하,4881.0,5916,35.094099967502146,129.00972596606454,1137612.535153,1678705.942101
사용중,"부산광역시 사하구 제석로 160 (당리동, 당리동1차동원베네스트아파트)",부산광역시 사하구 당리동 16번지 7호,지하,1601.0,1940,35.1101991820597,128.98366787868022,1135210.545822,1680455.835908
사용중,"부산광역시 사하구 감천로21번길 35 (감천동, 부영벽산파라빌)",부산광역시 사하구 감천동 567번지,지하,3729.0,4520,35.093011654730496,128.99625114101693,1136386.012576,1678566.707133
사용중,"부산광역시 사하구 감내1로 31 (감천동, 감천화흥타워)",부산광역시 사하구 감천동 16번지 939호,지하,1195.0,1448,35.090488055748544,129.0081398106088,1137474.008062,1678303.151508
사용중,"부산광역시 사하구 하신중앙로 2 (장림동, 동원로얄듀크)",부산광역시 사하구 장림동 875번지,지하,7813.0,9470,35.078581947644096,128.96521452086776,1133580.285129,1676924.260179
사용중,"부산광역시 사하구 장림번영로 53 (장림동, 나산리버빌)",부산광역시 사하구 장림동 321번지 28호,지하,4066.0,4928,35.08100359839959,128.970780728999,1134083.818476,1677200.320205
사용중,"부산광역시 사하구 대티로1번길 22 (괴정동, 괴정스타클래스)",부산광역시 사하구 괴정동 213번지 6호,지하,8474.0,10271,35.1044086203254,128.99948500606175,1136661.782511,1679835.187475
사용중,"부산광역시 사하구 다대낙조2길 100 (다대동, 다대동롯데캐슬몰운대아파트)",부산광역시 사하구 다대동 1624번지,지하,13710.0,16618,35.053302595807146,128.962316583077,1133357.18714,1674116.652514
사용중지,"부산광역시 사하구 제석로 171 (당리동, 당리동2차동원베네스트아파트)",부산광역시 사하구 당리동 16번지 12호,지하,1711.0,2073,35.111053448790805,128.9840343121871,1135242.530616,1680551.080983
사용중,"부산광역시 사하구 장평로 87 (장림동, 장림협성르네상스타운)",부산광역시 사하구 장림동 585번지 1호,지하,3076.0,3728,35.07393302138864,128.9726996305982,1134270.354691,1676418.704738
사용중,"부산광역시 사하구 다대로 400 (다대동, 신다대아파트)",부산광역시 사하구 다대동 113번지 6호,지하,584.0,707,35.06706713475236,128.97897296608525,1134853.653369,1675665.676615
사용중,"부산광역시 사하구 다대로119번길 9-0 (신평동, 효산센터빌아파트)",부산광역시 사하구 신평동 28번지 1호,지하,1254.0,1520,35.09193930739169,128.9790269076607,1134817.637896,1678424.329792
사용중,"부산광역시 사하구 장평로 339-0 (신평동, 신평협성엠파이어)",부산광역시 사하구 신평동 11번지 6호,지하,6386.0,7740,35.09511560597564,128.9768589112461,1134614.782023,1678773.683248
사용중,"부산광역시 사하구 괴정로244번길 57 (괴정동, 괴정 경동 메르빌)",부산광역시 사하구 괴정동 619번지 16호,지하,2600.0,3151,35.09419187990005,128.9869159963502,1135533.078199,1678684.867565
사용중,"부산광역시 사하구 낙동대로 301 (괴정동, 일동지에닌)",부산광역시 사하구 괴정동 571번지 8호,지하,3125.0,3787,35.09937419937032,128.9838758434428,1135247.384994,1679255.510587
사용중,"부산광역시 사하구 낙동대로 203 (괴정동, 괴정엔스타)",부산광역시 사하구 괴정동 1275번지,지하,8670.0,10509,35.10029817781903,128.9945520824567,1136219.005063,1679372.53715
사용중,"부산광역시 사하구 장평로 119 (장림동, 장림윌더하임아파트)",부산광역시 사하구 장림동 599번지 27호,지하,8771.0,10631,35.076729691547,128.9725007846544,1134247.642035,1676728.615929
사용중,"부산광역시 사하구 다대로277번길 85 (장림동, 신세대지큐빌)",부산광역시 사하구 장림동 16번지,지하,2750.0,3333,35.07629089581186,128.98093768093253,1135017.613938,1676691.345166
사용중,"부산광역시 사하구 승학로71번길 30 (당리동, 당리푸르지오)",부산광역시 사하구 당리동 572번지,지하,2146.0,2601,35.10576755927277,128.9768420833312,1134595.733967,1679955.0753
사용중,"부산광역시 사하구 사하로 80 (감천동, 감천유림2차아파트)",부산광역시 사하구 감천동 789번지,지하,4010.0,4860,35.08922527593592,128.99437125648254,1136220.942483,1678144.185175
사용중,"부산광역시 사하구 감천로 68 (감천동, 사하국민체육센터)",부산광역시 사하구 감천동 702번지 1호,지하,2066.0,2504,35.08947772112982,128.9990696214514,1136648.838914,1678178.617459
사용중,"부산광역시 사하구 하신번영로 400 (하단동, 하단동에스케이뷰아파트)",부산광역시 사하구 하단동 1217번지 1호,지하,7239.0,8774,35.11670076159996,128.9607356546143,1133109.939577,1681146.035741
사용중,"부산광역시 사하구 사하로 183 (괴정동, 협성휴포레)",부산광역시 사하구 괴정동 952번지 1호,지하,16741.0,20292,35.09787815750038,128.99367571704454,1136143.147974,1679102.932477
사용중,"부산광역시 사하구 다송로 23 (다대동, 다대롯데캐슬블루)",부산광역시 사하구 다대동 1670번지,지하,8085.0,9800,35.06520345098252,128.9816645690648,1135102.165767,1675462.619349
사용중,"부산광역시 사하구 신산로 지하 168 (신평동, 동매역)",부산광역시 사하구 신평동 583번지,지하,7164.0,8683,35.0896925402657,128.9736746415606,1134333.411653,1678167.910744
사용중,"부산광역시 사하구 다대로 지하 230 (장림동, 장림역)",부산광역시 사하구 장림동 186번지 1호,지하,7863.0,9530,35.08194299248799,128.97723057967525,1134670.319779,1677313.205322
사용중,"부산광역시 사하구 다대로 지하 310 (장림동, 신장림역)",부산광역시 사하구 장림동 381번지,지하,7118.0,8627,35.074766966577386,128.9767544534258,1134638.702599,1676516.667239
사용중,"부산광역시 사하구 다대로 지하 422 (다대동, 낫개역)",부산광역시 사하구 다대동 49번지,지하,10213.0,12379,35.065395372829386,128.9797847170057,1134930.426809,1675481.359671
사용중,"부산광역시 사하구 다대로 지하 548 (다대동, 다대포항역)",부산광역시 사하구 다대동 909번지 2호,지하,9283.0,11252,35.05748709507058,128.97128716732988,1134168.482017,1674592.786398
사용중,"부산광역시 사하구 다대로 지하 692 (다대동, 다대포해수욕장역)",부산광역시 사하구 다대동 1552번지 2호,지하,17493.0,21203,35.04831199180405,128.96581447765905,1133684.338627,1673567.829589
사용중,"부산광역시 사하구 괴정로 166 (괴정동, 힐스테이트 사하역)",부산광역시 사하구 괴정동 1295 힐스테이트 사하역,지하,57369.0,69538,35.0967802992704,128.981551303675,1135039.777700789,1678964.6658220054
사용중,"부산광역시 금정구 반송로 365, (주)파크랜드 (서동)",부산광역시 금정구 서동 219-2 (주)파크랜드,지하,198.0,240,35.211257472647986,129.10568488445784,1146150.290607,1691837.086883
사용중지,"부산광역시 금정구 중앙대로 1628, (주)금강고려화학 (부곡동)",부산광역시 금정구 부곡동 269-1 (주)금강고려화학,지하,450.0,545,35.22961972563894,129.09138177834905,1144815.668382,1693852.780086
사용중,"부산광역시 금정구 중앙대로 2128-12 (청룡동, 범양빌라맨션)",부산광역시 금정구 청룡동 87번지 2호,지하,1284.0,1556,35.274605231066445,129.0932472380667,1144905.337557,1698845.081232
사용중,부산광역시 금정구 중앙대로 2238-0 (노포동),부산광역시 금정구 노포동 133번지,지하,545.0,660,35.284052221361605,129.09493264358215,1145041.787208,1699895.364948
사용중,부산광역시 금정구 중앙대로 2107 (청룡동),부산광역시 금정구 청룡동 47번지,지하,6595.0,7993,35.27244193749126,129.09265405218164,1144855.235447,1698604.271709
사용중,"부산광역시 금정구 산성로 452, 금성동 행정복지센터 (금성동)",부산광역시 금정구 금성동 554-3 금성동 행정복지센터,지하,32.0,38,35.25030713355184,129.05623904358214,1141581.443483,1696096.621519
사용중,"부산광역시 금정구 중앙대로 2019-1 (남산동, 남산 지하철 역)",부산광역시 금정구 남산동 136번지 1호,지하,4493.0,5446,35.2646870865003,129.09232617489292,1144839.217874,1697743.659609
사용중,"부산광역시 금정구 동부곡로27번길 85, 102동 지하 1층 (부곡동, 현대아파트)",부산광역시 금정구 부곡동 364-15 현대아파트,지하,690.0,836,35.22925127005617,129.09516154599294,1145160.313506,1693817.432255
사용중,부산광역시 금정구 서동로175번길 46 (서동),부산광역시 금정구 서동 207번지 1호,지하,3057.0,3705,35.21530196567539,129.1081195504261,1146364.652856,1692289.266119
사용중,"부산광역시 금정구 중앙대로 2068 (남산동, 우창빌딩)",부산광역시 금정구 남산동 52번지 9호,지하,212.0,256,35.26881221254002,129.09294105187672,1144887.805841,1698202.097913
사용중,"부산광역시 금정구 중앙대로 1777 (부곡동, 금정구청)",부산광역시 금정구 부곡동 78번지,지하,2303.0,2791,35.2430862936051,129.09280867381725,1144921.564165,1695348.506264
사용중,"부산광역시 금정구 중군진로 21 (금사동, 삼한그린피아)",부산광역시 금정구 금사동 561번지 1호,지하,1813.0,2197,35.21330413748369,129.10957018484447,1146500.286046,1692069.815803
사용중,"부산광역시 금정구 부곡로 83 (부곡동, 우리은행부곡동지점)",부산광역시 금정구 부곡동 325번지 33호,지하,490.0,593,35.223384369166126,129.09090435771216,1144783.298797,1693160.490692
사용중,"부산광역시 금정구 기찰로96번길 47 (부곡동, 금정청소년수련관)",부산광역시 금정구 부곡동 200번지 62호,지하,171.0,207,35.23822025049655,129.09508617054183,1145137.472174,1694812.11631
