경도,위도,최대수용인원,도로명주소,대피소 종류,시설면적(㎡),운영상태
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.06787195056737,35.08684257931445,400,부산광역시 영도구 상리로 1 ,민방위,330.0,사용중
129.0453184105945,35.09107564482576,140,부산광역시 영도구 영봉길 110 ,민방위,116.0,사용중
129.06614474093678,35.092355677957976,803,부산광역시 영도구 광암길 6 ,민방위,663.0,사용중지
129.06753503906097,35.090204694816734,819,부산광역시 영도구 태종로 423 ,민방위,676.0,사용중
129.04204110736697,35.092499627474965,440,부산광역시 영도구 절영로13번길 35 ,민방위,363.0,사용중
129.04393694351225,35.092442471302235,160,부산광역시 영도구 태종로113번길 36 ,민방위,132.0,사용중
129.0432596665919,35.09201140354428,1015,부산광역시 영도구 절영로13번길 59 ,민방위,838.0,사용중
129.06768542865177,35.08971344974685,1577,부산광역시 영도구 태종로 428 ,민방위,1301.56,사용중
129.0594033025898,35.0709562718581,640,부산광역시 영도구 함지로 8 ,민방위,528.0,사용중
129.0594033025898,35.0709562718581,480,부산광역시 영도구 함지로 8 ,민방위,396.0,사용중
129.0594033025898,35.0709562718581,480,부산광역시 영도구 함지로 8 ,민방위,396.0,사용중
129.0594033025898,35.0709562718581,400,부산광역시 영도구 함지로 8 ,민방위,330.0,사용중
129.0594033025898,35.0709562718581,400,부산광역시 영도구 함지로 8 ,민방위,330.0,사용중
129.0761568798432,35.071539450183764,1240,부산광역시 영도구 태종로 702 ,민방위,1023.0,사용중
129.06066372749066,35.07119990672908,3387,부산광역시 영도구 함지로 19 ,민방위,2795.0,사용중
129.0570718225202,35.0911612331959,2900,부산광역시 영도구 청학서로 1 ,민방위,2393.0,사용중
129.05670389689047,35.09652085993457,1128,부산광역시 영도구 청학서로 61 ,민방위,931.0,사용중
129.05951497337475,35.09320981720091,3440,부산광역시 영도구 청학로 49 ,민방위,2838.0,사용중
129.04183022627362,35.08446171502529,238,부산광역시 영도구 해님2길 3 ,민방위,196.53,사용중
129.03927629704893,35.09116095775786,267,부산광역시 영도구 절영로 35 ,민방위,221.0,사용중
129.070406505756,35.075377306549754,4111,부산광역시 영도구 와치로 266 ,민방위,3392.0,사용중
129.06828171552104,35.073818747445536,4000,부산광역시 영도구 중리로 32 ,민방위,3300.0,사용중
129.0806634916046,35.068572126927286,1180,부산광역시 영도구 태종로 759 ,민방위,974.0,사용중
129.0505877144436,35.090727062853475,1983,부산광역시 영도구 봉래길 94 ,민방위,1636.0,사용중
129.053237555791,35.095844905856,923,부산광역시 영도구 태종로 233 ,민방위,762.0,사용중
129.0544733146493,35.09225926354781,840,부산광역시 영도구 봉래길 172 ,민방위,693.0,사용중지
129.07182929112966,35.073789870215705,2495,부산광역시 영도구 와치로 287 ),민방위,2059.0,사용중
129.07182929112966,35.073789870215705,800,부산광역시 영도구 와치로 287 ),민방위,660.0,사용중
129.06653949918828,35.09004414131939,489,부산광역시 영도구 태종로 416 ,민방위,404.0,사용중
129.07065546807,35.08080303127544,203,부산광역시 영도구 동삼로 84 ,민방위,168.0,사용중
129.07257945379652,35.0733269692891,2556,부산광역시 영도구 절영로 523 ,민방위,2109.0,사용중
129.0460673993659,35.09343715547039,427,부산광역시 영도구 태종로 160 ,민방위,353.0,사용중지
129.07159619644253,35.07374869710501,7510,부산광역시 영도구 와치로 288 ,민방위,6196.0,사용중
129.04152005975175,35.081848801465924,260,부산광역시 영도구 절영로 163 ,민방위,215.0,사용중
129.06136092856644,35.09657240698886,147,부산광역시 영도구 태종로 325 ,민방위,122.0,사용중
129.06481798654892,35.08958776355569,231,부산광역시 영도구 일산봉로 84 ,민방위,191.0,사용중
129.04388742435953,35.09423190545844,6800,부산광역시 영도구 대교로14번길 17 ,민방위,5610.0,사용중
129.04062552651996,35.08654225607744,320,부산광역시 영도구 절영로101번길 9 ,민방위,264.0,사용중지
129.0649463706403,35.08718044910081,1723,부산광역시 영도구 일산봉로 58 ,민방위,1422.0,사용중
129.063582642851,35.0860383705753,15680,부산광역시 영도구 조내기로 38 ,민방위,12936.0,사용중
129.04498167926408,35.09009263796065,544,부산광역시 영도구 영도새싹길 3 ,민방위,449.0,사용중
129.0404313520467,35.082895841348304,24133,부산광역시 영도구 해안산책길 30 ,민방위,19910.0,사용중
129.04522657000646,35.09411819983294,368,부산광역시 영도구 대교로2번길 25 ,민방위,304.0,사용중
129.06451832443932,35.09461669862907,476,부산광역시 영도구 태종로 361 ,민방위,393.0,사용중
129.03774835688952,35.090133242695174,420,부산광역시 영도구 남항로9번길 5 ,민방위,346.82,사용중
129.05993328224932,35.08729546122428,3003,부산광역시 영도구 와치로 64 ,민방위,2478.0,사용중
129.04104545968076,35.087057574805655,455,부산광역시 영도구 절영로101번길 22 ,민방위,376.0,사용중
129.07679089660397,35.071696117417474,6424,부산광역시 영도구 태종로 705 ,민방위,5300.0,사용중
129.07201876779817,35.085568589769814,1092,부산광역시 영도구 태종로 496 ,민방위,901.0,사용중
129.04124076745245,35.09503609936686,1311,부산광역시 영도구 대교로46번길 21 ,민방위,1082.0,사용중
129.0812221647183,35.069145950483765,440,부산광역시 영도구 하리해안길 10-9 ,민방위,363.0,사용중지
129.06481154612155,35.09492797624843,1604,부산광역시 영도구 산업로 10 ,민방위,1324.0,사용중
129.0442854003792,35.090059120821266,304,부산광역시 영도구 한사랑길 75 ,민방위,251.0,사용중
129.04181313785892,35.0878502487263,530,부산광역시 영도구 영선대로 75 ,민방위,438.0,사용중
129.06245126108615,35.09611950181103,1460,부산광역시 영도구 태종로 335 ,민방위,1205.0,사용중
129.07681925146275,35.08185271708425,315,부산광역시 영도구 해양로 297 ,민방위,260.0,사용중지
129.0427140112777,35.08945818463217,243,부산광역시 영도구 영선대로 95 ,민방위,201.0,사용중
129.0660654666185,35.09206917663899,173,부산광역시 영도구 태종로 393 ,민방위,143.0,사용중
129.06239457386278,35.08881301894101,16791,부산광역시 영도구 청학남로 48 ,민방위,13853.0,사용중
129.04053340785288,35.09397591883877,2867,부산광역시 영도구 절영로 4 ,민방위,2366.0,사용중
129.0435260913436,35.08940267922036,11000,부산광역시 영도구 영선대로 98 ,민방위,9075.0,사용중
129.05337029425118,35.09431177163064,1700,부산광역시 영도구 하나길 753 ,민방위,1403.0,사용중
129.0522531476335,35.09405302140193,129,부산광역시 영도구 봉래쉼터길 30 ,민방위,107.0,사용중지
129.0414457245362,35.09037421707531,1200,부산광역시 영도구 절영로35번길 46 ,민방위,990.0,사용중
129.0556245252224,35.09737774744067,3560,부산광역시 영도구 태종로 260 ,민방위,2937.0,사용중
129.08312770110206,35.06841468646705,675,"부산광역시 영도구 동삼오션로 27, 동삼2동 행정복지센터 ",민방위,557.13,사용중
129.05201944122223,35.092598380801505,398,부산광역시 영도구 오동꽃길 32 ,민방위,328.49,사용중
129.047957129041,35.0938025524952,21248,부산광역시 영도구 태종로 172 ,민방위,17530.0,사용중
129.0393011748983,35.16309475959652,5500,부산광역시 부산진구 당감로 17 ,민방위,4538.0,사용중
129.06360937616753,35.163842993800046,1760,부산광역시 부산진구 중앙대로 807 ,민방위,1452.0,사용중
129.048498737637,35.1759158186353,2000,부산광역시 부산진구 새싹로 221 ,민방위,1650.0,사용중
129.03433351458492,35.145656640854206,2163,부산광역시 부산진구 엄광로 176-0 ,민방위,1785.0,사용중
129.07129906248784,35.172968787056604,4973,"부산광역시 부산진구 중앙대로 930, 양정역 ",민방위,4103.0,사용중
129.05926922432772,35.157854342243525,5000,"부산광역시 부산진구 중앙대로  730, 서면역 ",민방위,4125.0,사용중
129.05963798796174,35.158600148897946,5000,부산광역시 부산진구 중앙대로  737 ,민방위,4125.0,사용중
129.0592930046938,35.147311905770465,4933,부산광역시 부산진구 중앙대로  612 ,민방위,4070.0,사용중
129.06225261867135,35.148014099322644,1027,부산광역시 부산진구 황령대로 24 ,민방위,848.0,사용중
129.0639314405533,35.17601200951752,2000,"부산광역시 부산진구 화지로 12, 부산시교육청 ",민방위,1650.0,사용중
129.02333028617693,35.14762228592319,8000,부산광역시 부산진구 엄광로 68 ,민방위,6600.0,사용중
129.03166486259374,35.16000367605394,10000,부산광역시 부산진구 백양관문로 10 ,민방위,8250.0,사용중
129.06363152501208,35.1613119450145,720,부산광역시 부산진구 동성로 144 ,민방위,594.0,사용중
129.04918208120358,35.187540196299985,1535,부산광역시 부산진구 성지곡로 60 ,민방위,1267.0,사용중
129.0767694919463,35.17031386231022,2311,부산광역시 부산진구 양정로 62 ,민방위,1907.0,사용중
129.0218488201335,35.1526970581331,200,부산광역시 부산진구 가야대로454번길 9 ,민방위,165.0,사용중
129.02333028617693,35.14762228592319,3076,부산광역시 부산진구 엄광로 68 ,민방위,2538.0,사용중
129.07184957800655,35.17723195505168,940,부산광역시 부산진구 동평로405번길 85 ,민방위,776.0,사용중
129.03187958114637,35.16419125321179,1575,부산광역시 부산진구 동평로 18 ,민방위,1300.0,사용중
129.02827585574877,35.168279385301204,8572,부산광역시 부산진구 백양관문로 104-1 ,민방위,7072.0,사용중
129.06045401412229,35.15908052461805,800,부산광역시 부산진구 중앙대로 748 ,민방위,660.0,사용중
129.05361086906746,35.15798236233865,800,부산광역시 부산진구 가야대로 749-1 ,민방위,660.0,사용중
129.0700596579736,35.150554247539844,400,부산광역시 부산진구 봉수로 15 ,민방위,330.0,사용중
129.05578434899718,35.14291923530791,4000,부산광역시 부산진구 신암로 9 ,민방위,3300.0,사용중
129.06251918449385,35.15905127074514,1280,부산광역시 부산진구 동천로 116 ,민방위,1056.0,사용중
129.05863378805768,35.15859855056655,1255,부산광역시 부산진구 새싹로 6 ,민방위,1036.0,사용중
129.03783352230468,35.17210537218981,6041,부산광역시 부산진구 당감로 118 ,민방위,4984.0,사용중
129.05573830642166,35.159520411041406,10000,부산광역시 부산진구 서면문화로 27 ,민방위,8250.0,사용중
129.05291511974502,35.17582468951333,1019,부산광역시 부산진구 성지로61번길 30 ,민방위,841.0,사용중
129.02743351344412,35.16781309130361,1200,부산광역시 부산진구 백양관문로 103 ,민방위,990.0,사용중
129.02744023790015,35.163626299682754,4080,부산광역시 부산진구 백양관문로77번길 55 ,민방위,3366.0,사용중
129.0201133844722,35.152808898834266,800,부산광역시 부산진구 복지로 2 ,민방위,660.0,사용중
129.038998975036,35.155420308336346,5960,부산광역시 부산진구 가야대로 613-0 ,민방위,4917.0,사용중
129.03812508980366,35.15543196661797,8733,부산광역시 부산진구 가야대로679번길 166-0 ,민방위,7205.0,사용중
129.03821323196306,35.1516786034732,10547,부산광역시 부산진구 엄광로238번길 5-0 ,민방위,8702.0,사용중
129.04131834665483,35.15665711520029,11600,부산광역시 부산진구 가야대로 635-20 ,민방위,9570.0,사용중
129.02718508470906,35.16434814619246,1440,부산광역시 부산진구 백양관문로77번길 42 ,민방위,1188.0,사용중
129.02354821039995,35.162241717375075,2200,부산광역시 부산진구 백양대로208번길 133 ,민방위,1815.0,사용중
129.0563282798479,35.144860782921825,12000,부산광역시 부산진구 신암로 32 ,민방위,9900.0,사용중
129.04115230857116,35.15633714511025,7442,부산광역시 부산진구 가야대로 635-13 ,민방위,6140.0,사용중
129.02036585468426,35.15318461274005,14467,부산광역시 부산진구 가야대로  442 ,민방위,11936.0,사용중
129.06171934930114,35.16051978020338,8144,부산광역시 부산진구 중앙대로 766 부산사옥),민방위,6719.0,사용중
129.02613199151128,35.15291811184001,2187,부산광역시 부산진구 가야대로 494 ,민방위,1805.0,사용중
129.05130893380405,35.15589683720629,5118,부산광역시 부산진구 신천대로 156 ,민방위,4223.0,사용중
129.0562046274464,35.15290757157796,2294,"부산광역시 부산진구 부전로 29, KT&G 부산진지사 ",민방위,1893.0,사용중
129.05948533063932,35.151503593226074,2609,부산광역시 부산진구 중앙대로 658-0 ,민방위,2153.0,사용중
129.0589651818592,35.15690005930822,12000,"부산광역시 부산진구 중앙대로 717, 서면도상가 서면몰 ",민방위,9900.0,사용중
129.06000194891266,35.155138287745594,6726,부산광역시 부산진구 서전로10번길 61 ,민방위,5549.0,사용중
129.05664659393625,35.15779878071517,13852,"부산광역시 부산진구 가야대로 777, 가야로상 상가 ",민방위,11428.0,사용중
129.0589127024696,35.149725517159574,3757,부산광역시 부산진구 중앙대로 639 ,민방위,3100.0,사용중
129.04796831246975,35.15783981159034,304,부산광역시 부산진구 가야대로703번길 13 ,민방위,251.0,사용중
129.05801080914418,35.1728502784431,3110,부산광역시 부산진구 동평로291번길 30 ,민방위,2566.0,사용중
129.04939948012554,35.17255431165195,6503,부산광역시 부산진구 새싹로 183 ,민방위,5365.0,사용중
129.038342023757,35.16877643898015,13924,부산광역시 부산진구 당감로 79 ,민방위,11488.0,사용중
129.05480884924324,35.181448050132886,6800,부산광역시 부산진구 성지로114번길 66 ,민방위,5610.0,사용중
129.05293223025433,35.163367688228064,800,부산광역시 부산진구 시민공원로 30 ,민방위,660.0,사용중
129.0326049337735,35.15399352037682,12612,부산광역시 부산진구 가야대로  554 ,민방위,10405.0,사용중
129.05365735853658,35.15351071642523,15853,부산광역시 부산진구 신천대로 122 ,민방위,13079.0,사용중
129.0478970058572,35.17893679812991,2808,부산광역시 부산진구 새싹로 256 ,민방위,2317.0,사용중
129.07046129839034,35.16095559747464,4443,부산광역시 부산진구 진남로 404 ,민방위,3666.0,사용중
129.05926922432772,35.157854342243525,26144,부산광역시 부산진구 중앙대로  730 ,민방위,21569.0,사용중
129.05072403389573,35.16431809327729,12000,부산광역시 부산진구 신천대로 252 ,민방위,9900.0,사용중
129.05025238963546,35.15747884564817,13784,부산광역시 부산진구 가야대로  719 ,민방위,11372.0,사용중
129.03173454599292,35.167252143282184,760,부산광역시 부산진구 백양순환로35번길 43 ,민방위,627.0,사용중
129.03762201174746,35.16744645623643,408,부산광역시 부산진구 당감서로80번길 12 ,민방위,337.0,사용중
129.0332062790409,35.16938578534152,720,부산광역시 부산진구 백양순환로 51 ,민방위,594.0,사용중
129.05454945332917,35.18148031120374,1040,부산광역시 부산진구 성지로114번길 59 ,민방위,858.0,사용중
129.07299366075384,35.17130618859576,1080,부산광역시 부산진구 진남로 536 ,민방위,891.0,사용중
129.03918931313513,35.16582455033235,520,부산광역시 부산진구 당감로 48 ,민방위,429.0,사용중
129.05890177082955,35.151659616686004,3700,부산광역시 부산진구 중앙대로 659 부산사옥),민방위,3053.0,사용중
129.06259150090446,35.15704297008723,16819,부산광역시 부산진구 동천로 92 ,민방위,13876.0,사용중
129.04973128118635,35.170863646831314,2595,부산광역시 부산진구 새싹로 165 ,민방위,2141.0,사용중
129.05550430319178,35.17617837008918,2140,부산광역시 부산진구 성지로62번길 10 ,민방위,1766.0,사용중
129.06428987508838,35.16152770298153,5803,부산광역시 부산진구 전포대로275번길 20 ,민방위,4788.0,사용중
129.04284945677142,35.15582119201947,24751,부산광역시 부산진구 가야대로  650 ,민방위,20420.0,사용중
129.03022821408925,35.149569596318486,4991,부산광역시 부산진구 가야공원로 41 ,민방위,4118.0,사용중
129.01978119460497,35.14715116151049,5760,부산광역시 부산진구 복지로 70 ,민방위,4752.0,사용중
129.0541527217077,35.180974375570784,800,부산광역시 부산진구 성지로114번길 48 ,민방위,660.0,사용중
129.06356390376564,35.17429209027634,9800,부산광역시 부산진구 동평로 352 ,민방위,8085.0,사용중
129.01824154587706,35.1553556295531,68772,부산광역시 부산진구 백양대로300번길 19 ,민방위,56737.0,사용중
129.05727510000088,35.180371712073175,5300,부산광역시 부산진구 성지로94번길 85 ,민방위,4373.0,사용중
129.04858867292972,35.15667680555567,8770,부산광역시 부산진구 가야대로 702 ,민방위,7236.0,사용중
129.02835417578143,35.17209564302224,5189,부산광역시 부산진구 백양산로53번길 62 ,민방위,4281.0,사용중
129.07283664709811,35.176203392063044,11000,부산광역시 부산진구 중앙대로969번길 11 ,민방위,9075.0,사용중
129.0742146401943,35.177044428097254,3593,부산광역시 부산진구 중앙대로 981 ,민방위,2965.0,사용중
129.0306300523744,35.17497945752759,12100,부산광역시 부산진구 백양산로 70 ,민방위,9983.0,사용중
129.02993553918006,35.17357811700704,6969,부산광역시 부산진구 백양산로 57 ,민방위,5750.0,사용중
129.0633786209018,35.14160820997818,3940,부산광역시 부산진구 자유평화로 31 ,민방위,3251.0,사용중
129.02999941996012,35.1538663018189,1349,부산광역시 부산진구 가야대로 531 ,민방위,1113.0,사용중
129.065237302319,35.15278460778462,8854,부산광역시 부산진구 전포대로  181 ,민방위,7305.0,사용중
129.0627407687624,35.16208898413691,5429,부산광역시 부산진구 중앙대로  786 ,민방위,4479.0,사용중
129.05720871457922,35.165411012446484,14869,부산광역시 부산진구 시민공원로 73-0 ,민방위,12267.0,사용중
129.073677265004,35.2125547341034,2080,"부산광역시 동래구 충렬대로107번길 124, 온천초등학교 ",민방위,1716.0,사용중
129.0695383528629,35.19942577267668,80,부산광역시 동래구 아시아드대로154번길 79 ,민방위,66.0,사용중
129.07269102373436,35.201527400562995,218,부산광역시 동래구 여고북로 140 ,민방위,180.0,사용중
129.09304344528428,35.199218387454515,3584,부산광역시 동래구 충렬대로 314 ,민방위,2957.0,사용중
129.05889404544058,35.20101488920714,300,부산광역시 동래구 사직북로50번길 33 ,민방위,248.0,사용중
129.06739687670446,35.208282163589644,2301,부산광역시 동래구 아시아드대로255번가길 8-9 ,민방위,1899.0,사용중
129.06370635248743,35.20900122058725,120,부산광역시 동래구 쇠미로 209-3 ,민방위,99.0,사용중
129.07274400816647,35.20167721871289,80,부산광역시 동래구 여고북로 141 ,민방위,66.0,사용중
129.073202862619,35.209169492947,18789,부산광역시 동래구 충렬대로107번길 54 ,민방위,15501.0,사용중
129.07061180890548,35.199231833694704,391,부산광역시 동래구 미남로 58 ,민방위,323.0,사용중지
129.06502853702605,35.20667135140439,1170,부산광역시 동래구 사직북로48번길 194 ,민방위,966.0,사용중
129.0753571793383,35.201733311513586,362,부산광역시 동래구 여고로127번길 65 ,민방위,299.0,사용중지
129.0753571793383,35.201733311513586,312,부산광역시 동래구 여고로127번길 65 ,민방위,258.0,사용중지
129.1033192027189,35.20968564283496,180,부산광역시 동래구 반송로339번길 8 ,민방위,149.0,사용중
129.06251765021383,35.20060539834528,1179,부산광역시 동래구 사직북로34번길 59 ,민방위,973.0,사용중
129.090248943792,35.20525219623444,147,부산광역시 동래구 동래로179번길 31 ,민방위,122.0,사용중
129.08707991959213,35.20710800120852,6465,부산광역시 동래구 복천로5번길 34 ,민방위,5334.0,사용중
129.10559140438832,35.19487952454222,600,부산광역시 동래구 충렬대로428번가길 19 ,민방위,495.0,사용중
129.10246333789254,35.20799582086177,120,부산광역시 동래구 명서로 168 ,민방위,99.0,사용중
129.0964771672355,35.19696426674625,156,부산광역시 동래구 안연로109번길 23 ,민방위,129.0,사용중지
129.09756240361824,35.202620080216285,9313,부산광역시 동래구 충렬사로 39 ,민방위,7684.0,사용중
129.0648844756465,35.207718045580386,300,부산광역시 동래구 석사북로95번길 48-26 ,민방위,248.0,사용중
129.08258352364751,35.22069473137937,5769,부산광역시 동래구 온천장로107번길 32 ,민방위,4760.0,사용중
129.07919442429875,35.218433260420014,1492,부산광역시 동래구 금강로 107 ,민방위,1231.0,사용중지
129.065125240544,35.2111024379554,253,부산광역시 동래구 쇠미로235번길 9 ,민방위,209.0,사용중
129.0899434661733,35.202288206072126,280,부산광역시 동래구 명륜로112번길 131 ,민방위,231.0,사용중
129.08471103991647,35.204346215849455,396,부산광역시 동래구 충렬대로237번길 66 ,민방위,327.0,사용중
129.065150858322,35.2112482591452,1384,부산광역시 동래구 쇠미로235번길 12 ,민방위,1142.0,사용중
129.0560201459136,35.20415330580901,400,부산광역시 동래구 쇠미로119번길 85 ,민방위,330.0,사용중
129.0677006444554,35.19484348447797,2894,부산광역시 동래구 아시아드대로114번길 10 ,민방위,2388.5,사용중
129.07123325564666,35.196628227607775,363,부산광역시 동래구 미남로 27 ,민방위,300.0,사용중
129.06605403783578,35.19907487320301,152,부산광역시 동래구 아시아드대로164번길 16 ,민방위,126.0,사용중
129.1021307342222,35.207035864783585,226,부산광역시 동래구 명서로 182 ,민방위,187.0,사용중
129.1021307342222,35.207035864783585,233,부산광역시 동래구 명서로 182 ,민방위,193.0,사용중
129.1021307342222,35.207035864783585,560,부산광역시 동래구 명서로 182 ,민방위,462.0,사용중
129.1021307342222,35.207035864783585,560,부산광역시 동래구 명서로 182 ,민방위,462.0,사용중
129.09747750236414,35.209603471922506,393,부산광역시 동래구 시실로 156 ,민방위,325.0,사용중
129.07534660841085,35.202858677530664,2248,부산광역시 동래구 충렬대로140번길 56 ,민방위,1855.0,사용중
129.08019902034115,35.22001198603591,163,부산광역시 동래구 금강로 127 ,민방위,135.0,사용중
129.08664708861707,35.20499653472451,175,부산광역시 동래구 동래로 141 ,민방위,145.0,사용중
129.06610657941962,35.194493450781906,440,부산광역시 동래구 아시아드대로 111-1 ,민방위,363.0,사용중
129.09821970462926,35.19479578493751,591,부산광역시 동래구 안연로 84 ,민방위,488.0,사용중
129.09891306413186,35.205055219900004,1254,부산광역시 동래구 충렬사로67번길 13 ,민방위,1035.0,사용중
129.09891306413186,35.205055219900004,144,부산광역시 동래구 충렬사로67번길 13 ,민방위,119.0,사용중
129.05134427012925,35.19731346380227,1400,부산광역시 동래구 쇠미로31번길 34-0 ,민방위,1155.0,사용중
129.0701468382344,35.20739003138318,812,부산광역시 동래구 충렬대로 84 ,민방위,670.0,사용중
129.0959008856605,35.19473820812773,886,부산광역시 동래구 안남로31번길 10 ,민방위,731.0,사용중
129.0586741168677,35.20515775788705,488,부산광역시 동래구 쇠미로129번길 67 ,민방위,403.0,사용중
129.05919870776748,35.20518196448455,320,부산광역시 동래구 쇠미로129번길 62-12 ,민방위,264.0,사용중
129.0584889425026,35.20588661473853,824,부산광역시 동래구 쇠미로129번길 86 ,민방위,680.0,사용중
129.08689475730716,35.20702839500313,4852,부산광역시 동래구 복천로5번길 31 ,민방위,4003.0,사용중
129.07738307802467,35.2154044722691,4607,부산광역시 동래구 금강로 69 ,민방위,3801.0,사용중
129.06978121265,35.20054541771668,391,부산광역시 동래구 미남로 75 ,민방위,323.0,사용중
129.10041241666238,35.202256961868315,6127,부산광역시 동래구 명장로20번길 90 ,민방위,5055.0,사용중
129.10041241666238,35.202256961868315,496,부산광역시 동래구 명장로20번길 90 ,민방위,410.0,사용중
129.10029292609187,35.205821442209064,1984,부산광역시 동래구 충렬사로 81 ,민방위,1637.0,사용중
129.09606813527768,35.19428090009113,720,부산광역시 동래구 안남로 36 ,민방위,594.0,사용중
129.0800916664278,35.20226955852603,504,부산광역시 동래구 충렬대로200번길 25 ,민방위,416.0,사용중
129.08608999858038,35.20572813539072,240,부산광역시 동래구 복천로 1 ,민방위,198.0,사용중
129.08148639450496,35.21242473125483,340,부산광역시 동래구 명륜로207번길 26 ,민방위,281.0,사용중
129.08062455109066,35.20308707842737,2624,부산광역시 동래구 충렬대로 190 ,민방위,2165.0,사용중
129.06398653529658,35.21031582438749,888,부산광역시 동래구 쇠미로221번길 13 ,민방위,733.0,사용중
129.06512929083326,35.208874842108806,440,부산광역시 동래구 쇠미로214번길 20 ,민방위,363.0,사용중
129.09726398979168,35.19438793956033,1420,부산광역시 동래구 안남로 47 ,민방위,1172.0,사용중
129.09309878715996,35.194504469172394,980,부산광역시 동래구 안남로 9 ,민방위,809.0,사용중
129.08397431898877,35.19643629479489,278,부산광역시 동래구 온천천로 273 ,민방위,230.0,사용중
129.09860301239533,35.21111190846359,523,부산광역시 동래구 시실로107번길 151 ,민방위,432.0,사용중
129.0532141978033,35.19761823765111,4195,부산광역시 동래구 쇠미로 37 ,민방위,3461.0,사용중
129.0532141978033,35.19761823765111,280,부산광역시 동래구 쇠미로 37 ,민방위,231.0,사용중
129.0541977973052,35.201556615788206,1641,부산광역시 동래구 쇠미로81번길 33 ,민방위,1354.0,사용중
129.09681604974696,35.1932716444915,1600,부산광역시 동래구 온천천로399번길 14 ,민방위,1320.0,사용중
129.0792884229769,35.21408589849556,8944,부산광역시 동래구 온천장로 20 ,민방위,7379.0,사용중
129.11133991811232,35.19478715116862,8941,부산광역시 동래구 충렬대로 487 ,민방위,7377.0,사용중
129.10562350698456,35.20783474958572,2055,부산광역시 동래구 명장로63번다길 6 ,민방위,1696.0,사용중
129.09735770325807,35.19424107032636,1404,부산광역시 동래구 안남로 46 ,민방위,1159.0,사용중
129.0982872415206,35.20446540410474,1450,부산광역시 동래구 충렬사로51번길 21 ,민방위,1197.0,사용중
129.062013424407,35.19888869093661,243,부산광역시 동래구 석사로 19 ,민방위,201.0,사용중
129.07979594313585,35.21136302570679,175,부산광역시 동래구 명륜로187번길 56 ,민방위,145.0,사용중
129.06520915193687,35.19829254691097,3109,부산광역시 동래구 아시아드대로  153 ,민방위,2565.0,사용중
129.06758490927982,35.20470283579782,7907,부산광역시 동래구 아시아드대로  232 ,민방위,6524.0,사용중
129.06520915193687,35.19829254691097,3104,부산광역시 동래구 아시아드대로  153 ,민방위,2561.0,사용중
129.10074221578415,35.19390675611796,3501,부산광역시 동래구 안남로 79 ,민방위,2889.0,사용중
129.08422839062746,35.21465505803069,6344,부산광역시 동래구 명륜로236번길 9 ,민방위,5234.0,사용중지
129.10842700770843,35.194112989618645,3316,부산광역시 동래구 연안로 71 ,민방위,2736.0,사용중
129.1088026886564,35.19403585955076,8513,부산광역시 동래구 연안로 74 ,민방위,7024.0,사용중
129.10433432539045,35.20493669403783,600,"부산광역시 동래구 명장로 32, 명장제1동주민센터 ",민방위,495.0,사용중
129.0754119588679,35.203917314812315,8367,부산광역시 동래구 충렬대로140번길 32 ,민방위,6903.0,사용중
129.0617821032654,35.19612460716747,12266,부산광역시 동래구 사직로 36 ,민방위,10120.0,사용중
129.06789490512227,35.20461316255705,5453,부산광역시 동래구 아시아드대로 234 ,민방위,4499.0,사용중
129.10156636995836,35.20510332157597,630,부산광역시 동래구 반송로  281 ,민방위,520.0,사용중
129.0972364435544,35.19936607378487,3270,부산광역시 동래구 반송로  205 ,민방위,2698.0,사용중
129.08402799121927,35.21023206052045,19060,부산광역시 동래구 문화로 15 ,민방위,15725.0,사용중
129.08605246651769,35.210812752717615,23258,부산광역시 동래구 문화로 33 ,민방위,19188.0,사용중
129.08007103454412,35.2102394147878,6327,부산광역시 동래구 동래로 53 ,민방위,5220.0,사용중
129.077099270681,35.2047981578573,8475,"부산광역시 동래구 충렬대로 147, 도시철도 4호선 동래역 ",민방위,6992.0,사용중
