경도,위도,최대수용인원,도로명주소,대피소 종류,시설면적(㎡),운영상태
129.10156636995836,35.20510332157597,630,부산광역시 동래구 반송로  281 ,민방위,520.0,사용중
129.09032195937445,35.20044643893509,2576,부산광역시 동래구 충렬대로  285 ,민방위,2126.0,사용중
129.0840947740348,35.20214109396458,4189,부산광역시 동래구 충렬대로  223 ,민방위,3456.0,사용중
129.086052466553,35.2108127530434,4993,부산광역시 동래구 문화로 33 ,민방위,4120.0,사용중
129.05703552261295,35.195164871958674,9800,부산광역시 동래구 사직로 80-0 ,민방위,8085.0,사용중
129.05755953593027,35.199355365458054,306,부산광역시 동래구 사직북로63번길 22 ,민방위,253.0,사용중
129.05713976038535,35.19927144913695,815,부산광역시 동래구 사직북로63번길 20-7 ,민방위,673.0,사용중
129.05606607505857,35.19847961957938,1667,부산광역시 동래구 쇠미로40번길 55 ,민방위,1376.0,사용중
129.09857224973166,35.197091491871724,123,부산광역시 동래구 안연로110번길 9 ,민방위,102.0,사용중
129.075203152091,35.2113910134509,19082,부산광역시 동래구 중앙대로1381번길 52 ,민방위,15743.0,사용중
129.10750768180404,35.197697546500656,1940,부산광역시 동래구 충렬대로447번길 38 ,민방위,1601.0,사용중
129.06113154660954,35.19621226337608,3330,부산광역시 동래구 사직북로 4 ,민방위,2748.0,사용중
129.057468524954,35.2002760322281,4795,부산광역시 동래구 사직북로 64 ,민방위,3956.0,사용중
129.0657437146275,35.19759161864809,5106,부산광역시 동래구 아시아드대로146번길 1 ,민방위,4213.0,사용중
129.09929397757534,35.207945347182374,3213,부산광역시 동래구 시실로 181 ,민방위,2651.0,사용중
129.09080238962284,35.195291095452234,4488,부산광역시 동래구 온천천로339번길 28 ,민방위,3703.0,사용중
129.07815184352827,35.20087863723195,18124,부산광역시 동래구 중앙대로 1276 ,민방위,14953.0,사용중
129.09482762303185,35.21203342771313,11574,부산광역시 동래구 시실로 119 ,민방위,9549.0,사용중
129.09078543065257,35.196302192223506,2215,"부산광역시 동래구 온천천로339번길 51, 포레나 동래 ",민방위,1828.0,사용중
129.10539630819497,35.19274584498063,1015,부산광역시 동래구 충렬대로446번길 67 ,민방위,838.0,사용중
129.1047828141999,35.191571081240255,972,부산광역시 동래구 온천천로471번길 10 ,민방위,802.0,사용중
129.1081349472954,35.20476614077949,69729,부산광역시 동래구 명장로 65 ,민방위,57527.0,사용중
129.1081349472954,35.20476614077949,8096,부산광역시 동래구 명장로 65 ,민방위,6680.0,사용중
129.08336051333805,35.21868723490728,4830,부산광역시 동래구 금강공원로 10-1,민방위,3985.0,사용중
129.06467938694902,35.194288497549294,15619,부산광역시 동래구 종합운동장로40번길 8,민방위,12886.0,사용중
129.06559320257304,35.203431980666345,361,"부산광역시 동래구 사직북로28번길 153, 온천제3동행정복지센터 ",민방위,298.0,사용중
129.084017093324,35.2191228023632,21781,부산광역시 동래구 중앙대로1493번길 16 ,민방위,17970.0,사용중
129.09208174557142,35.13497888803858,680,부산광역시 남구 수영로 234 ,민방위,561.0,사용중지
129.0890475899211,35.12206568387394,427,부산광역시 남구 홍곡로 313-14 ,민방위,353.0,사용중
129.09291468378004,35.129550630755446,427,부산광역시 남구 유엔평화로 63 ,민방위,353.0,사용중
129.09025428068,35.13846070047371,111,"부산광역시 남구 진남로46번길 7, 대연5동행정복지센터 ",민방위,92.0,사용중지
129.09047876096236,35.13804673132998,547,부산광역시 남구 진남로 43 ,민방위,452.0,사용중
129.08672669582924,35.134661223930195,318,"부산광역시 남구 수영로 184, 다이소 1층 ",민방위,263.0,사용중지
129.10446429539255,35.13923116895715,500,부산광역시 남구 수영로 356 ,민방위,413.0,사용중
129.10144001961328,35.133238684371825,1304,부산광역시 남구 용소로 45 ,민방위,1076.0,사용중
129.09518900495547,35.1372701214211,730,부산광역시 남구 수영로267번길 33-4 ,민방위,603.0,사용중지
129.07893724493204,35.14137048405648,179,부산광역시 남구 진남로 168 ),민방위,148.0,사용중지
129.08057725951565,35.11688104104663,78,부산광역시 남구 우암로 71-7 ,민방위,65.0,사용중지
129.08738211359457,35.1347345371525,286,부산광역시 남구 수영로 190 ,민방위,236.0,사용중지
129.0933618628231,35.13504689587889,360,부산광역시 남구 수영로 244 ,민방위,297.0,사용중지
129.0922490282793,35.136647979303845,191,부산광역시 남구 진남로18번길 11 ,민방위,158.0,사용중지
129.0788404987413,35.124770789891826,1129,부산광역시 남구 유엔로 1-1 ,민방위,932.0,사용중지
129.0771994938938,35.12542998169905,219,부산광역시 남구 동제당로359번길 4 ,민방위,181.0,사용중지
129.09690805203448,35.12315472961616,3488,부산광역시 남구 유엔평화로 152-2 ,민방위,2878.0,사용중지
129.10757298814198,35.11624529161973,249,부산광역시 남구 동명로92번길 72 ,민방위,206.0,사용중지
129.07470225267966,35.127888290144014,120,부산광역시 남구 동제당로 258 ,민방위,99.0,사용중
129.1148216911764,35.11474874781769,535,부산광역시 남구 동명로170번길 93 ,민방위,442.0,사용중
129.08162912845887,35.12582549727544,693,부산광역시 남구 우암로154번길 57 ,민방위,572.0,사용중지
129.08162912845887,35.12582549727544,696,부산광역시 남구 우암로154번길 57 ,민방위,575.0,사용중지
129.08162912845887,35.12582549727544,321,부산광역시 남구 우암로154번길 57 ,민방위,265.0,사용중지
129.0919009191979,35.14169876015525,680,부산광역시 남구 진남로36번길 101 ,민방위,561.0,사용중
129.07414787137412,35.14641590783393,1421,부산광역시 남구 고동골로97번길 67 ),민방위,1173.0,사용중지
129.11779374832074,35.11735600295186,2414,"부산광역시 남구 동명로 202, 101동 ",민방위,1992.0,사용중
129.11779374832074,35.11735600295186,2769,"부산광역시 남구 동명로 202, 104동 ",민방위,2285.0,사용중
129.0942833436093,35.13408326320215,819,부산광역시 남구 유엔평화로9번길 42 ,민방위,676.0,사용중
129.09131498910506,35.12980581247313,139,부산광역시 남구 석포로91번길 96 ,민방위,115.0,사용중
129.1176414630462,35.11810730993011,530,부산광역시 남구 동명로 193 ,민방위,438.0,사용중
129.11768918349608,35.11872844640495,6637,부산광역시 남구 동명로 189 ,민방위,5476.0,사용중
129.0856077229189,35.124026144024114,320,부산광역시 남구 전선등로 31 ,민방위,264.0,사용중
129.0799848151079,35.126336023538,528,부산광역시 남구 유엔로 22,민방위,436.0,사용중
129.0799848151079,35.126336023538,431,부산광역시 남구 유엔로 22 ,민방위,356.0,사용중
129.0799848151079,35.126336023538,784,부산광역시 남구 유엔로 22,민방위,647.0,사용중
129.08656272173536,35.115168978347015,601,부산광역시 남구 양지골로 134 ,민방위,496.0,사용중
129.0687697278554,35.1452392471039,339,부산광역시 남구 전포대로92번길 31-7 ,민방위,280.0,사용중
129.11566395779573,35.11022434393727,2543,부산광역시 남구 용호로269번길 90 ,민방위,2098.0,사용중
129.08195633633758,35.12211326509689,800,부산광역시 남구 석포로 7 ,민방위,660.0,사용중
129.08959121405667,35.15052878710682,4744,부산광역시 남구 황령대로319번가길 189 ,민방위,3914.0,사용중
129.08925259843812,35.15054870055133,7355,부산광역시 남구 황령대로319번가길 190-6 ,민방위,6068.0,사용중
129.11500117721624,35.12252126545472,5010,"부산광역시 남구 이기대공원로26번길 45-3, 102동 ",민방위,4134.0,사용중
129.11234173963663,35.11993805841337,701,부산광역시 남구 용호로 137 ,민방위,579.0,사용중지
129.11160134123773,35.11777602533775,905,부산광역시 남구 용호로 161-1 ,민방위,747.0,사용중
129.08350436348536,35.11122281612928,3541,부산광역시 남구 우암로2번길 5 ,민방위,2922.0,사용중
129.0822887024011,35.11078052394946,2584,부산광역시 남구 신선로 165 ,민방위,2132.0,사용중
129.084217696609,35.11197684307406,1614,부산광역시 남구 우암로2번길 30 ,민방위,1332.0,사용중
129.0908573847354,35.13614902156615,179,부산광역시 남구 못골로 77 ,민방위,148.0,사용중
129.0846289010641,35.12263614108888,8760,부산광역시 남구 석포로 34 ,민방위,7227.0,사용중
129.08581992502857,35.12266413174265,2640,부산광역시 남구 양지골로 358 ,민방위,2178.0,사용중
129.10865034684463,35.11283852210693,1317,부산광역시 남구 용호로232번길 61 ,민방위,1087.0,사용중지
129.08911787512346,35.12322980301618,5549,부산광역시 남구 홍곡로 343 ,민방위,4578.0,사용중
129.10812512475397,35.1273269364467,4000,부산광역시 남구 용호로 34 ,민방위,3300.0,사용중
129.09279907817825,35.14126697477462,1652,부산광역시 남구 못골번영로66번길 69 ,민방위,1363.0,사용중
129.0712886943225,35.14281125052472,516,부산광역시 남구 고동골로 66 ,민방위,426.0,사용중지
129.09531612996187,35.12412747622394,2584,부산광역시 남구 유엔평화로126번길 19 ,민방위,2132.0,사용중
129.0862391801602,35.13125736815243,7904,부산광역시 남구 천제등로28번길 50 ,민방위,6521.0,사용중
129.10902402913422,35.1260392360483,8800,부산광역시 남구 용호로42번길 14 ,민방위,7260.0,사용중
129.1085158367167,35.11624202065949,3652,부산광역시 남구 동명로92번길 91 ,민방위,3013.0,사용중지
129.08402350530085,35.12800273749636,10400,부산광역시 남구 유엔로 66,민방위,8580.0,사용중
129.07068424341222,35.13654876182817,9695,부산광역시 남구 수영로 26 ,민방위,7999.0,사용중
129.1135171888658,35.109510561701775,3783,부산광역시 남구 용호로269번길 29 ,민방위,3121.0,사용중
129.08726815039,35.15128572822968,1215,부산광역시 남구 황령대로319번가길 158-30 ,민방위,1003.0,사용중
129.06933373936488,35.13716227660614,2452,"부산광역시 남구 수영로 13, 문현보도 [*미고시]",민방위,2023.0,사용중
129.06869603197956,35.138599482462816,3107,부산광역시 남구 전포대로20번길 15 ,민방위,2564.0,사용중
129.06869603197956,35.138599482462816,2040,부산광역시 남구 전포대로20번길 15 ,민방위,1683.0,사용중
129.06869603197956,35.138599482462816,2863,부산광역시 남구 전포대로20번길 15 ,민방위,2362.0,사용중
129.06748730248503,35.13851907259418,10693,부산광역시 남구 전포대로  17-0 ,민방위,8822.0,사용중
129.11411519988502,35.13233933472887,12174,부산광역시 남구 분포로 111,민방위,10044.0,사용중
129.11411519988502,35.13233933472887,11437,부산광역시 남구 분포로 111,민방위,9436.0,사용중
129.11411519988502,35.13233933472887,11824,부산광역시 남구 분포로 111,민방위,9755.0,사용중
129.11411519988502,35.13233933472887,6970,부산광역시 남구 분포로 111,민방위,5751.0,사용중
129.11411519988502,35.13233933472887,3499,부산광역시 남구 분포로 111,민방위,2887.0,사용중
129.11411519988502,35.13233933472887,34076,부산광역시 남구 분포로 111,민방위,28113.0,사용중
129.09311367760506,35.135112121467955,11197,부산광역시 남구 수영로  242 ,민방위,9238.0,사용중
129.07484148517523,35.13525895033914,9606,부산광역시 남구 수영로  70 ,민방위,7925.0,사용중
129.08510548706394,35.13468725631345,8592,부산광역시 남구 수영로  170 ,민방위,7089.0,사용중
129.0666880955695,35.14558667297312,6972,"부산광역시 남구 전포대로 97, 국제금융센터.부산은행역 ",민방위,5752.0,사용중
129.1012936170918,35.13788920934031,9578,부산광역시 남구 수영로  324 ,민방위,7902.0,사용중
129.0996139627718,35.11837498800187,2058,부산광역시 남구 동명로 26 ,민방위,1698.0,사용중
129.09537702829925,35.136841992000406,7693,부산광역시 남구 수영로267번길 20 ,민방위,6347.0,사용중
129.09142925103495,35.14040926289755,7255,부산광역시 남구 진남로36번길 50 ,민방위,5986.0,사용중
129.07325384574307,35.14779701114003,5940,부산광역시 남구 고동골로97번길 39-12 ),민방위,4901.0,사용중
129.1036427355457,35.1376248574293,2683,부산광역시 남구 용소로13번길 61 ,민방위,2214.0,사용중
129.101402456214,35.13882769626393,7000,부산광역시 남구 수영로325번길 12 ,민방위,5775.0,사용중
129.08557085266503,35.136014452428086,4216,부산광역시 남구 못골로 29 ,민방위,3479.0,사용중
129.08215413623014,35.11902928725104,2007,부산광역시 남구 우암로104번길 29 ,민방위,1656.0,사용중
129.08198668244998,35.1273029494557,13455,부산광역시 남구 유엔로 46,민방위,11101.0,사용중
129.0779570879346,35.14404365154609,5896,부산광역시 남구 진남로198번길 9-1 ),민방위,4865.0,사용중
129.06572062907605,35.14368286236433,2699,부산광역시 남구 전포대로77번길 19,민방위,2227.0,사용중
129.08015430909282,35.116007428576374,203,부산광역시 남구 우암로61번길 21 ,민방위,168.0,사용중지
129.0804840356151,35.11732214692311,352,부산광역시 남구 우암로75번길 7 ,민방위,291.0,사용중지
129.09412296621215,35.124626959441926,9207,부산광역시 남구 홍곡로320번길 132 ,민방위,7596.0,사용중
129.09974178775624,35.13745998094831,4892,부산광역시 남구 수영로 309 ,민방위,4036.0,사용중
129.0969132431756,35.1252249512276,524,부산광역시 남구 유엔평화로125번길 11-10 ,민방위,433.0,사용중
129.07975195269506,35.14049329283066,985,부산광역시 남구 진남로154번길 3 ,민방위,813.0,사용중
129.1144863180073,35.111873645729986,9776,부산광역시 남구 용호로231번길 62 ,민방위,8066.0,사용중
129.11746096450256,35.12528736864829,1654,부산광역시 남구 이기대공원로 48 ,민방위,1365.0,사용중
129.11658088127973,35.117974169516195,1145,부산광역시 남구 용호로159번길 108 ,민방위,945.0,사용중
129.0673747886659,35.13824861571052,2381,부산광역시 남구 전포대로 17,민방위,1965.0,사용중
129.1096475811101,35.11075456761189,7013,부산광역시 남구 용호로232번길 25-14 ,민방위,5786.0,사용중
129.08440079614874,35.13639396026062,10255,부산광역시 남구 못골로 19 ,민방위,8461.0,사용중
129.116970056038,35.10165385125023,19621,부산광역시 남구 오륙도로 85 ,민방위,16188.0,사용중
129.107786822001,35.1263047149628,4823,부산광역시 남구 용호로 38-17 ,민방위,3979.0,사용중
129.10240115905438,35.14005530052654,11484,부산광역시 남구 수영로 345,민방위,9475.0,사용중
129.10240115905438,35.14005530052654,8978,부산광역시 남구 수영로 345 ,민방위,7407.0,사용중
129.1002836403597,35.140771911986675,11023,부산광역시 남구 수영로325번길 61 ,민방위,9094.0,사용중
129.10240115905438,35.14005530052654,8699,부산광역시 남구 수영로 345 ,민방위,7177.0,사용중
129.09507345440156,35.13670871658972,51807,부산광역시 남구 수영로 261 ,민방위,42741.0,사용중
129.084594544834,35.1344718553696,835,"부산광역시 남구 수영로 164, 인창대연요양병원 ",민방위,689.0,사용중
129.01930137926198,35.21304524100051,400,"부산광역시 북구 만덕대로 134, KT구포지점 주차장 ",민방위,330.0,사용중
128.99018922004052,35.1968519696195,610,부산광역시 북구 낙동대로1570번길 33 ,민방위,504.0,사용중
129.03318161587111,35.211571142107964,1899,부산광역시 북구 덕천로259번길 30 ,민방위,1567.0,사용중
129.04152814481714,35.2126430326202,589,부산광역시 북구 중리로 42 ,민방위,486.0,사용중
129.028539166169,35.208925251893135,4461,부산광역시 북구 덕천로234번길 47 ,민방위,3681.0,사용중
129.02545626885112,35.21074267669715,2678,부산광역시 북구 덕천로 194 ,민방위,2210.0,사용중
129.0161909595679,35.20994533144127,1429,부산광역시 북구 덕천로 107,민방위,1179.0,사용중
129.01069569223864,35.20751334644107,1190,부산광역시 북구 덕천로52번길 20 ,민방위,982.0,사용중
129.0011890723312,35.205068314574355,1607,부산광역시 북구 낙동대로1762번길 105 ,민방위,1326.0,사용중
129.01414539922325,35.195736610514665,3221,부산광역시 북구 시랑로 176 ,민방위,2658.0,사용중
129.01485583890343,35.19537075998114,841,부산광역시 북구 시랑로 181 ,민방위,694.0,사용중
129.0133823452756,35.198010359113034,1141,부산광역시 북구 모분재로149번길 35 ,민방위,942.0,사용중
129.01142278230213,35.19472666287513,1101,부산광역시 북구 시랑로170번길 51 ,민방위,909.0,사용중
129.01029282912071,35.194920295219816,1230,부산광역시 북구 시랑로138번길 8,민방위,1015.0,사용중
129.01039187626813,35.19836661801141,1923,부산광역시 북구 모분재로105번길 43-7 ,민방위,1587.0,사용중
129.02833614351758,35.20957711572287,4250,부산광역시 북구 덕천로234번길 34 ,민방위,3507.0,사용중
129.01743364424354,35.20997161924746,200,"부산광역시 북구 덕천로 118, 덕천제3동행정복지센터 ",민방위,165.0,사용중
129.02286053692902,35.21198168338828,2278,부산광역시 북구 만덕3로16번길 51,민방위,1880.0,사용중
129.0297137011,35.210080006256305,2437,부산광역시 북구 덕천로234번길 7 ,민방위,2011.0,사용중
129.00823652690391,35.19363588920303,837,부산광역시 북구 시랑로94번길 97 ,민방위,691.0,사용중
129.01268571194458,35.19593718173833,896,부산광역시 북구 시랑로 158 ,민방위,740.0,사용중
129.01288841494528,35.19775807809319,776,부산광역시 북구 모분재로149번길 25 ,민방위,641.0,사용중
129.01368458594288,35.19498150994562,741,부산광역시 북구 시랑로182번길 19 ,민방위,612.0,사용중
129.01488854354568,35.21179060435352,1539,부산광역시 북구 만덕대로90번길 13,민방위,1270.0,사용중
129.003012180846,35.207236957305646,368,부산광역시 북구 구포시장길 48 ,민방위,304.0,사용중
128.993846032618,35.1953779862589,8356,부산광역시 북구 백양대로 1003 ,민방위,6894.0,사용중
129.01342092688006,35.198434191838416,3406,부산광역시 북구 모분재로149번길 53 ,민방위,2810.0,사용중
129.0206040062715,35.26303226379478,9572,부산광역시 북구 효열로220번길 23 ,민방위,7897.0,사용중
129.01355345412156,35.249521186576395,7373,부산광역시 북구 효열로37번길 22 ,민방위,6083.0,사용중
129.02036332547073,35.26299054260067,4287,부산광역시 북구 효열로220번길 22 ,민방위,3537.0,사용중
129.0130899966262,35.251782625668746,929,부산광역시 북구 금곡대로470번길 33 ,민방위,767.0,사용중
129.01638251698367,35.26316779809853,4026,부산광역시 북구 금곡대로616번길 57 ,민방위,3322.0,사용중
129.01763836879957,35.26204834394554,3986,부산광역시 북구 효열로 193 ,민방위,3289.0,사용중
129.02466469042045,35.21474034168645,3195,부산광역시 북구 만덕1로104번길 29,민방위,2636.0,사용중
129.0207003137579,35.21618785797681,2396,부산광역시 북구 만덕대로155번길 86-9 ,민방위,1977.0,사용중
129.0243238124144,35.2118917352966,1912,부산광역시 북구 만덕대로178번길 29 ,민방위,1578.0,사용중
129.02028071911892,35.24409375178967,328,부산광역시 북구 양달로 65 ,민방위,271.0,사용중
129.0008676653721,35.20727354281831,600,부산광역시 북구 낙동대로1762번길 55 ,민방위,495.0,사용중
129.00684470457003,35.20383240962981,2147,부산광역시 북구 시랑로21번길 50 ,민방위,1772.0,사용중
129.00732155325912,35.19804180523454,1490,부산광역시 북구 시랑로79번길 30-8 ,민방위,1230.0,사용중
129.01499528754687,35.249732326232674,4667,부산광역시 북구 효열로 40 ,민방위,3851.0,사용중
129.01948939793667,35.26682953427934,5593,부산광역시 북구 효열로 265 ,민방위,4615.0,사용중
129.0132306612352,35.244769145203584,5609,부산광역시 북구 금곡대로 408 ,민방위,4628.0,사용중
129.01311643874718,35.256646231712075,5301,부산광역시 북구 금곡대로550번길 23 ,민방위,4374.0,사용중
129.01482507588904,35.25795475613758,5882,부산광역시 북구 효열로 134 ,민방위,4853.0,사용중
129.01388460674522,35.254873515489074,5225,부산광역시 북구 효열로 98 ,민방위,4311.0,사용중
129.0128106242704,35.2108173801365,880,"부산광역시 북구 의성로115번길 33, 태림빌딩 ",민방위,726.0,사용중
129.01133461353808,35.21176791741484,407,"부산광역시 북구 만덕대로 59, 부민병원 ",민방위,336.0,사용중
129.0207253750187,35.24423855453987,3004,부산광역시 북구 양달로 69,민방위,2479.0,사용중
128.999625239901,35.2026254578574,1150,부산광역시 북구 백양대로 1098 ,민방위,949.0,사용중
129.02852232074608,35.21402315890702,4787,부산광역시 북구 만덕1로 82 ,민방위,3950.0,사용중
129.02213668862944,35.24384499366797,7152,부산광역시 북구 양달로 80-11,민방위,5901.0,사용중
129.00520489055955,35.20973362438515,5465,부산광역시 북구 백양대로 1203-1 ,민방위,4509.0,사용중
129.02740075895306,35.215557181363714,11732,부산광역시 북구 만덕1로104번가길 57 ,민방위,9679.0,사용중
129.02407443725167,35.21108920447839,4985,부산광역시 북구 덕천로 182 ,민방위,4113.0,사용중
129.01621048668147,35.24074907352908,2735,부산광역시 북구 대천천길 37,민방위,2257.0,사용중
128.994999298551,35.196920037003,4655,부산광역시 북구 백양대로  1026 ,민방위,3841.0,사용중
128.999501126534,35.2027243158364,5281,부산광역시 북구 백양대로  1094 ,민방위,4357.0,사용중
128.9953177387806,35.196198092952855,3206,부산광역시 북구 백양대로1016번길 10 ,민방위,2645.0,사용중
129.01315835828646,35.24757296915466,4395,부산광역시 북구 금곡대로  440 ,민방위,3626.0,사용중
129.0137631473804,35.23620787807763,4574,부산광역시 북구 금곡대로  311 ,민방위,3773.96,사용중
129.00691299147357,35.2112527894684,20035,부산광역시 북구 금곡대로8번길 33 ,민방위,16529.0,사용중
129.00524902186476,35.19429195035667,4956,부산광역시 북구 시랑로132번길 88,민방위,4089.0,사용중
129.01432156255763,35.2267960966626,801,부산광역시 북구 금곡대로200번길 63 ,민방위,661.0,사용중
129.0144775232518,35.23174458838292,16233,부산광역시 북구 금곡대로 268 ,민방위,13393.0,사용중
129.0093373866175,35.22321015980182,6066,부산광역시 북구 금곡대로  160 ,민방위,5005.0,사용중
129.0175542494174,35.23446464572193,2524,부산광역시 북구 화명대로 87 ,민방위,2083.0,사용중
129.00750327921955,35.19558286791345,2884,부산광역시 북구 시랑로114번길 12 ,민방위,2380.0,사용중
129.03673181660793,35.20940584017092,309,부산광역시 북구 덕천로 300,민방위,255.0,사용중
129.03690585112858,35.21389644563235,11758,부산광역시 북구 만덕1로 8 ,민방위,9701.0,사용중
129.0346910594337,35.21379487031545,2572,부산광역시 북구 만덕1로 25-12 ,민방위,2122.0,사용중
129.01966432610507,35.23431463329147,2132,부산광역시 북구 화명대로 104 ,민방위,1759.0,사용중
129.02000438470483,35.234976925145936,2641,부산광역시 북구 화명대로 110 ,민방위,2179.0,사용중
129.00693617946467,35.22304626728859,5200,부산광역시 북구 학사로17번길 31,민방위,4290.0,사용중
129.00980124710665,35.228231118793936,3000,부산광역시 북구 화명신도시로 48,민방위,2475.0,사용중
129.01019007373577,35.230340886812364,4800,부산광역시 북구 화명신도시로 70,민방위,3960.0,사용중
129.01772002950648,35.20935308536901,678,"부산광역시 북구 덕천로 120-16, 지구촌교회 ",민방위,560.0,사용중
129.02190947593922,35.21281914895623,1083,"부산광역시 북구 만덕대로156번길 7, 덕천제일교회 ",민방위,894.0,사용중
129.03367583403937,35.20404496946646,4873,부산광역시 북구 함박봉로140번길 21 ,민방위,4021.0,사용중
129.00951619161938,35.19358978441284,1967,부산광역시 북구 시랑로118번길 53 ,민방위,1623.0,사용중
129.01356144398855,35.21227134270312,4026,"부산광역시 북구 만덕대로 79, 숙등역 ",민방위,3322.0,사용중
129.02427591124643,35.21347473340665,3473,부산광역시 북구 만덕대로  179 ,민방위,2866.0,사용중
129.03644752586243,35.213104869534384,2608,부산광역시 북구 만덕대로  291 ,민방위,2152.0,사용중
129.04117965824415,35.20929683259747,8478,부산광역시 북구 덕천로 345 ,민방위,6995.0,사용중
129.0050379047408,35.21116147518355,6483,부산광역시 북구 금곡대로  14 ,민방위,5349.0,사용중
129.00054500189654,35.20631136082965,1143,부산광역시 북구 가람로52번길 29 ,민방위,943.0,사용중
129.01066601184513,35.232926285549986,4800,부산광역시 북구 화명신도시로 100,민방위,3960.0,사용중
129.01101791840227,35.23701838618913,4000,부산광역시 북구 화명신도시로 145,민방위,3300.0,사용중
129.01143261530598,35.23788107355472,7000,부산광역시 북구 화명신도시로 156,민방위,5775.0,사용중
129.00936824610065,35.22778740208745,6499,부산광역시 북구 화명신도시로 39,민방위,5362.0,사용중
129.02164624220475,35.2140221309254,2688,부산광역시 북구 만덕대로155번길 15 ,민방위,2218.0,사용중
129.02920767682963,35.21211593355481,2880,부산광역시 북구 만덕3로 49 ,민방위,2376.0,사용중
129.00975656927395,35.22366139423361,25146,부산광역시 북구 금곡대로 166 ,민방위,20746.0,사용중
129.01452119595945,35.25815137147156,2524,부산광역시 북구 효열로 135 ,민방위,2083.0,사용중
129.0129768931989,35.251431241522866,3801,부산광역시 북구 금곡대로470번길 29 ,민방위,3136.0,사용중
129.03413034280285,35.20570404458313,17838,부산광역시 북구 덕천로276번길 85 ,민방위,14717.0,사용중
129.00061564177489,35.20752792965538,3614,부산광역시 북구 낙동대로1762번길 50 ,민방위,2982.0,사용중
128.99975169997137,35.199980275188366,5419,부산광역시 북구 낙동북로 692 ,민방위,4471.0,사용중
129.00258456750902,35.19717675378972,5644,부산광역시 북구 낙동북로 737 ,민방위,4657.0,사용중
129.14825929118976,35.2236343189218,1545,"부산광역시 해운대구 아랫반송로30번길 37-16, 반송초등학교 1층 ",민방위,1275.0,사용중
129.15537850818583,35.224810284531486,320,"부산광역시 해운대구 반송순환로 142-1, 영산고등학교 1층 ",민방위,264.0,사용중
129.13576352093605,35.19984384490367,764,부산광역시 해운대구 재반로256번길 57-12 ,민방위,631.0,사용중
129.120930145433,35.1916908112939,2920,부산광역시 해운대구 해운대로61번가길 6 ,민방위,2409.0,사용중
129.14017843606925,35.17125985417481,2000,부산광역시 해운대구 해운대로383번가길 19 ,민방위,1650.0,사용중
129.13609896254175,35.17313555976893,9521,부산광역시 해운대구 해운대로349번길 24 ,민방위,7855.0,사용중지
129.12126157026717,35.18563195055407,356,부산광역시 해운대구 해운대로 129 ,민방위,294.0,사용중
129.1625423158824,35.2287939455378,2800,부산광역시 해운대구 신반송로 159 ,민방위,2310.0,사용중
129.14052227835512,35.167743686801025,800,부산광역시 해운대구 해운대로 407 ,민방위,660.0,사용중
129.18002977407434,35.159537525541026,1020,부산광역시 해운대구 달맞이길117번라길 22 ,민방위,842.0,사용중
129.17706242456123,35.15966074243982,882,부산광역시 해운대구 달맞이길117번다길 36 ,민방위,728.0,사용중
129.1586255157838,35.23058213989325,5744,부산광역시 해운대구 신반송로 200 ,민방위,4739.0,사용중
129.18040697780083,35.157645640208244,1240,부산광역시 해운대구 달맞이길117번가길 117 ,민방위,1023.0,사용중
129.1468741876862,35.22628580793562,523,"부산광역시 해운대구 아랫반송로1번길 15, 해운대반송복지회관 1층 ",민방위,432.0,사용중
129.15440559673252,35.170219477578264,1446,부산광역시 해운대구 우동1로 111 ,민방위,1193.0,사용중
129.180657120218,35.158412917556994,1059,부산광역시 해운대구 달맞이길117번나길 23 ,민방위,874.0,사용중
129.1814400313331,35.1579892834608,880,부산광역시 해운대구 달맞이길117번가길 138 ,민방위,726.0,사용중
129.12937616588903,35.18670862540685,2800,부산광역시 해운대구 재반로64번길 74-1 ,민방위,2310.0,사용중
129.13312576251678,35.195409436110765,2296,부산광역시 해운대구 재반로212번길 45 ,민방위,1895.0,사용중
129.13344295302662,35.20093052841802,530,부산광역시 해운대구 재반로256번길 29-70 ,민방위,438.0,사용중
129.1347313169212,35.190586812884,1379,부산광역시 해운대구 재송2로 153 ,민방위,1138.0,사용중
129.13365322850896,35.192820864668654,10003,부산광역시 해운대구 재송2로 91 ,민방위,8253.0,사용중
129.1558623862734,35.16399438544568,2403,부산광역시 해운대구 우동1로 9-28 ,민방위,1983.0,사용중
129.14537969629515,35.16111102362685,3494,부산광역시 해운대구 해운대해변로 115 ,민방위,2883.0,사용중
129.14675342400878,35.16341028769848,8654,부산광역시 해운대구 해운대로483번길 10 ,민방위,7140.0,사용중
129.16271740384585,35.1605540885549,1540,부산광역시 해운대구 해운대해변로 291 ,민방위,1271.0,사용중
129.17308900677602,35.16091774984209,2080,부산광역시 해운대구 달맞이길65번길 15 ,민방위,1716.0,사용중
129.15997977270877,35.230693938806645,1000,부산광역시 해운대구 신반송로 196 ,민방위,825.0,사용중
129.12519240946196,35.18957575039799,323,부산광역시 해운대구 재반로125번길 26 ,민방위,267.0,사용중
129.14335053432492,35.16230680982646,4600,부산광역시 해운대구 해운대해변로 85 ,민방위,3795.0,사용중
129.15639524180247,35.17157341636292,2002,부산광역시 해운대구 우동2로 88,민방위,1652.0,사용중
129.18481642701167,35.16241762702555,3908,부산광역시 해운대구 달맞이길 239-11 ,민방위,3224.66,사용중
