연번,단지명,주소,동수,층수,연면적,세대수
,,"부산광역시 수영구 남천바다로15번길 76 (광안동, 트라움하우스 17차)",,,,22
,,"부산광역시 수영구 구락로16번길 4 (수영동, 수목하우스 라동)",,,,20
,,"부산광역시 수영구 구락로16번길 8 (수영동, 수목하우스 다동)",,,,20
,,"부산광역시 수영구 구락로16번길 10 (수영동, 수목하우스 나동)",,,,20
,,"부산광역시 수영구 구락로16번길 14 (수영동, 수목하우스 가동)",,,,22
,,"부산광역시 수영구 망미번영로24번길 89-11 (광안동, 센텀큐브빌)",,,,24
,,"부산광역시 수영구 망미번영로91번길 14 (망미동, 센텀뷰)",,,,26
,,"부산광역시 수영구 수영로575번길 10 (광안동, 광안 부백 자연애 아파트)",,,,65
,,"부산광역시 수영구 수영로680번길 6 (광안동, 센텀 디아이 리더스)",,,,28
,,부산광역시 수영구수영로 471,,,,20
,,"부산광역시 수영구 연수로 403 (수영동, 엑스 젠 플레이스)",,,,32
,,"부산광역시 수영구 남천바다로10번길 70 (남천동, 정원 센텀뷰남천)",,,,99
,,"부산광역시 수영구 수영로 542 (광안동, 광안지음 주상복합)",,,,33
,,부산광역시 수영구 연수로249번길 21 (망미동),,,,22
,,부산광역시 수영구 망미배산로 56,,,,1147
,,부산광역시 수영구 망미동 1168,,,,98
,,"부산광역시 수영구  광남로 102 (광안동, 에이스 로얄 팰리스)",,,,93
,,부산광역시 수영구 남천동로 91 (남천동),,,,421
,,부산광역시 수영구 광안해변로326번길 10,,,,294
,,부산광역시 수영구 광안해변로326번길 9,,,,120
,,부산광역시 수영구 광안해변로326번길 32,,,,316
,,부산광역시 수영구 광안해변로326번길 31,,,,308
,,부산광역시 수영구 광남로 100,,,,89
,,부산광역시 수영구 수영로 452-14,,,,79
,,부산광역시 수영구 황령대로 509번길,,,,97
,,부산광역시 수영구 호암로29번길 50,,,,971
,,부산광역시 수영구 광남로213번길 16,,,,28
,,부산광역시 수영구 광서로 40번길-11,,,,21
,,부산광역시 수영구 광서로46번길 5,,,,20
,,부산광역시 수영구 감포로 9-6,,,,22
,,부산광역시 수영구 수영로606번길 54,,,,22
,,부산광역시 수영구 감포로12번길 21,,,,20
,,부산광역시 수영구 수영로642번길 69,,,,20
,,부산광역시 수영구 황령대로497번길 19,,,,94
,,부산광역시 수영구 수영로 700,,,,25
,,부산광역시 수영구 광남로 166,,,,99
,,부산광역시 수영구 광안로62번길 10,,,,175
,,부산광역시 수영구 민락수변로 49,,,,294
,,부산광역시 수영구 호암로 45,,,,225
,,부산광역시 수영구 연수로364번길 20,,,,24
,,부산광역시 수영구 연수로392번길 65,,,,21
,,부산광역시 수영구 수영로 557-1,,,,29
,,부산광역시 수영구 광남로 122,,,,96
,,부산광역시 수영구 무학로9번길 10,,,,71
,,부산광역시 수영구 수영로 389,,,,975
,,부산광역시 수영구 남천동로 46,,,,913
,,부산광역시 수영구 광남로 213번길 50,,,,20
,,부산광역시 영도구 중리북로29번길 8(동삼동),,,,20
,,"부산광역시 영도구 와치로167번길 41(동삼동, 부경원룸)",,,,23
,,"부산광역시 영도구 일산봉로 29 (청학동, 스텔라힐)",,,,23
,,"부산광역시 영도구 하나길 143 (신선동3가, 동일아파트)",,,,24
,,"부산광역시 영도구 태종로 769 (동삼동, 아트빌)",,,,24
,,"부산광역시 영도구 태종로 417-31 (청학동, 두성가인빌)",,,,24
,,"부산광역시 영도구 절영로 530 (동삼동, 동산파크타운)",,,,26
,,"부산광역시 영도구 태종로 688-8 (동삼동, 쁘띠빌)",,,,26
,,"부산광역시 영도구 태종로 742-5 (동삼동, 절영하우스)",,,,26
,,"부산광역시 영도구 동삼로 41-6 (동삼동, 대성아르빌6차)",,,,28
,,"부산광역시 영도구 찬새미길 134 (봉래동5가, 성도맨션)",,,,34
,,"부산광역시 영도구 남항서로82번길 12 (남항동3가, 남일아파트)",,,,40
,,"부산광역시 영도구 남항남로9번길 32 (남항동3가, 영도신한아파트)",,,,40
,,"부산광역시 영도구 절영로 550 (동삼동, 삼창파크맨션)",,,,41
,,"부산광역시 영도구 태종로 92 (대교동2가, 영일아파트)",,,,44
,,"부산광역시 영도구 동삼남로 34 (동삼동, 그린맨션)",,,,44
,,"부산광역시 영도구 태종로 188 (봉래동5가, 한성아파트)",,,,45
,,"부산광역시 영도구 태종로99번길 28 (봉래동2가, 동진아파트)",,,,46
,,"부산광역시 영도구 봉래길 121 (봉래동5가, 공작아파트)",,,,48
,,"부산광역시 영도구 동삼로 46 (동삼동, 유나맨션)",,,,48
,,"부산광역시 영도구 태종로 496 (동삼동, 형제오션뷰)",,,,48
,,"부산광역시 영도구 청학로 81 (청학동, 퀸즈팰리스)",,,,48
,,"부산광역시 영도구 웃서발로 20 (동삼동, 삼한경희아파트)",,,,49
,,"부산광역시 영도구 동삼동로 13 (동삼동, 신흥동백맨션)",,,,49
,,"부산광역시 영도구 절영로 555 (동삼동, 삼창파크맨션)",,,,50
,,"부산광역시 영도구 동삼로 88 (동삼동, 봉황맨션)",,,,45
,,"부산광역시 영도구 절영로 239 (영선동4가, 동산아파트)",,,,52
,,"부산광역시 영도구 중리북로 10 (동삼동, 전원파크맨션)",,,,54
,,"부산광역시 영도구 동삼로28번길 22 (동삼동, 동광세화맨션)",,,,57
,,"부산광역시 영도구 봉래길 172 (봉래동5가, 삼신아파트)",,,,60
,,"부산광역시 영도구 대평로 15 (대평동1가, 대평태림)",,,,46
,,"부산광역시 영도구 남항남로19번길 29 (남항동3가, 영도화랑맨션)",,,,66
,,"부산광역시 영도구 중복길 306 (신선동2가, 샛별아파트)",,,,69
,,"부산광역시 영도구 절영로102번길 16 (영선동3가, 무궁화아파트)",,,,70
,,"부산광역시 영도구 남항남로19번길 30 (남항동3가, 무궁화아파트)",,,,70
,,"부산광역시 영도구 절영로94번길 14 (남항동3가, 남항화랑맨션)",,,,70
,,"부산광역시 영도구 대평로19번길 12 (대평동1가, 대동아파트)",,,,71
,,"부산광역시 영도구 중리북로 12 (동삼동, 우일화랑아파트)",,,,71
,,"부산광역시 영도구 중리남로 12 (동삼동, 전원파크맨션)",,,,72
,,"부산광역시 영도구 절영로 538 (동삼동, 동산파크타운)",,,,74
,,"부산광역시 영도구 하나길 753 (봉래동5가, 한진아파트)",,,,75
,,"부산광역시 영도구 태종로 644 (동삼동, 신흥동백아파트)",,,,78
,,"부산광역시 영도구 와치로 23 (청학동, 청운아파트)",,,,80
,,"부산광역시 영도구 청학서로 61 (청학동, 대룡파크맨션)",,,,83
,,"부산광역시 영도구 절영로 553 (동삼동, 삼창파크타운)",,,,84
,,"부산광역시 영도구 와치로 261 (동삼동, 신흥동백맨션)",,,,84
,,"부산광역시 영도구 남항남로 52 (남항동3가, 현대아파트)",,,,89
,,"부산광역시 영도구 와치로 64 (청학동, 세양쉬에당)",,,,96
,,"부산광역시 영도구 절영로 553 (동삼동, 삼창파크타운)",,,,98
,,"부산광역시 영도구 청학서로 1 (청학동, 영광마린타워)",,,,102
,,"부산광역시 영도구 영봉길 182 (봉래동3가, 봉래아파트)",,,,100
,,"부산광역시 영도구 절영로13번길 25 (봉래동2가, 대화아파트)",,,,102
,,"부산광역시 영도구 웃서발로 92 (동삼동, 태림아파트)",,,,120
,,"부산광역시 영도구 웃서발로 15 (동삼동, 태종파크맨션)",,,,122
,,"부산광역시 영도구 절영로 4 (봉래동1가, 영광골든타워)",,,,122
,,"부산광역시 영도구 절영로490번길 18 (동삼동, 영도경동리인)",,,,123
,,"부산광역시 영도구 태종로 705 (동삼동, 유림노르웨이숲비치)",,,,143
,,"부산광역시 영도구 동삼서로 61 (동삼동, 도시아파트)",,,,144
,,"부산광역시 영도구 태종로700번길 19 (동삼동, 동삼동삼창그린타운)",,,,174
,,"부산광역시 영도구 광암길 6 (청학동, 청학삼창아파트)",,,,175
,,"부산광역시 영도구 절영로 551 (동삼동, 삼창파크타운)",,,,183
,,"부산광역시 영도구 동삼로29번길 5 (동삼동, 삼창파크타운)",,,,188
,,"부산광역시 영도구 중복길 270 (신선동2가, 영광그린파크)",,,,209
,,"부산광역시 영도구 일산봉로 58 (청학동, 한일유앤아이아파트)",,,,210
,,"부산광역시 영도구 중복길 384 (신선동2가, 신선아파트)",,,,220
,,"부산광역시 영도구 동삼동로 10 (동삼동, 경전아파트)",,,,224
,,"부산광역시 영도구 절영로 227 (영선동4가, 영선아파트)",,,,240
,,"부산광역시 영도구 태종로358번길 3 (청학동, 청학화신아파트)",,,,244
,,"부산광역시 영도구 향토길 14 (영선동4가, 영선미니아파트)",,,,246
,,"부산광역시 영도구 동삼북로 20 (동삼동, 영도일동미라주브라이튼(1단지))",,,,249
,,"부산광역시 영도구 동삼로 98 (동삼동, 영도일동미라주브라이튼(2단지))",,,,63
,,"부산광역시 영도구 봉래길 134 (봉래동5가, 시영아파트)",,,,270
,,"부산광역시 영도구 와치로 294 (동삼동, 한진로즈힐아파트)",,,,270
,,"부산광역시 영도구 태종로 702 (동삼동, 에덴금호타운)",,,,285
,,"부산광역시 영도구 태종로 428 (청학동, 한라청학아파트)",,,,299
,,"부산광역시 영도구 봉래길 94 (봉래동4가, 영도유림아파트)",,,,310
,,"부산광역시 영도구 함지로 19 (동삼동, 반도보라비치타운)",,,,320
,,"부산광역시 영도구 조내기로 33 (청학동, 일신마리나타운)",,,,355
,,"부산광역시 영도구 와치로 287 (동삼동, 절영아파트(3차))",,,,360
,,"부산광역시 영도구 절영로 524 (동삼동, 롯데캐슬블루오션)",,,,381
,,"부산광역시 영도구 함지로 35 (동삼동, 동삼1지구도개공아파트)",,,,400
,,"부산광역시 영도구 와치로 266 (동삼동, 영도벽산비치타운)",,,,414
,,"부산광역시 영도구 영선대로 98 (영선동2가, 동부산아이존빌아파트)",,,,416
,,"부산광역시 영도구 일산봉로 62 (청학동, 미주아파트)",,,,418
,,"부산광역시 영도구 남항새싹길 79 (영선동4가, 영도대원아파트)",,,,448
,,"부산광역시 영도구 대평로 16 (대평동1가, 대동대교맨션아파트)",,,,462
,,"부산광역시 영도구 조내기로 38 (청학동, 원우엔리치빌아파트)",,,,490
,,"부산광역시 영도구 태종로 260 (청학동, 영도신도브래뉴)",,,,508
,,"부산광역시 영도구 중리로 32 (동삼동, 국제마마 뉴비치타운)",,,,522
,,"부산광역시 영도구 청학남로 48 (청학동, 신영도롯데낙천대아파트)",,,,528
,,"부산광역시 영도구 절영로 504 (동삼동, 조양비취맨션)",,,,630
,,"부산광역시 영도구 대교로14번길 17 (봉래동2가, 미광마린타워)",,,,676
,,"부산광역시 영도구 해안산책길 30 (영선동4가, 영선동반도보라아파트)",,,,868
,,"부산광역시 영도구 동삼북로 2 (동삼동, 주공아파트)",,,,976
,,"부산광역시 영도구 함지로 8 (동삼동, 함지그린아파트)",,,,1000
,,"부산광역시 영도구 함지로79번길 53 (동삼동, 동삼2지구영구임대아파트)",,,,1120
,,"부산광역시 영도구 와치로 231 (동삼동, 절영아파트)",,,,1340
,,"부산광역시 영도구 상리로 1 (동삼동, 주공아파트 2단지)",,,,1968
,,"부산광역시 영도구 상리로 1 (동삼동, 동삼그린힐아파트)",,,,2088
,,"부산광역시 영도구 절영로35번길 46 (남항동1가, 남항부백자연애아파트)",,,,184
,,부산광역시 영도구 동삼로 105 (동삼동),,,,26
,,"부산광역시 영도구 영선대로 95 (영선동2가, 썬프라자)",,,,40
,,"부산광역시 영도구 산업로 10 (청학동, 혜광마린팰리스)",,,,56
,,"부산광역시 영도구 절영로 43 (남항동1가, 드림팰리스)",,,,51
,,"부산광역시 영도구 절영로 89 (남항동2가, 진명드림빌)",,,,24
,,"부산광역시 영도구 대교로2번길 26 (봉래동3가, 수근에이스타운)",,,,136
,,"부산광역시 영도구 대교로6번길 33 (봉래동3가, 오양대교맨션)",,,,81
,,부산광역시 영도구 일산봉로 97 (청학동),,,,34
,,"부산광역시 영도구 태종로 86 (대교동2가, 로얄팰리스)",,,,30
,,"부산광역시 영도구 대교로46번길 21 (봉래동1가, 대교타운)",,,,123
,,"부산광역시 영도구 절영로 40(남항동1가, 하나타운)",,,,35
,,"부산광역시 영도구 대교로2번길 25(봉래동3가, 한빛타운)",,,,26
,,"부산광역시 영도구 태종로 393 (청학동, 원우아파트)",,,,28
,,"부산광역시 영도구 와치로 173 (동삼동, 한나라빌)",,,,51
,,부산광역시 영도구 동삼로 105(동삼동),,,,26
,,부산광역시 영도구 남항서로 132(남항동3가),,,,56
,,부산광역시 영도구 중리북로21번길 10(동삼동),,,,44
,,부산광역시 영도구 절영로 48(남항동1가),,,,83
,,부산광역시 영도구 봉래나루로 48(대교동1가),,,,68
,,부산광역시 영도구 동삼북로 19(동삼동),,,,28
,,부산광역시 영도구 영선대로 69(영선동2가),,,,51
,,부산광역시 영도구 남항서로 131(대교동1가),,,,115
,,부산광역시 영도구 청학서로 7(청학동),,,,20
,,부산광역시 영도구 태종로 172(봉래동),,,,1216
,,부산광역시 영도구 동삼오션로 30(동삼동),,,,846
,,부산광역시 영도구 태종로 405(청학동),,,,262
,,부산광역시 영도구 대교로40번길 8,,,,93
,,부산광역시 영도구 남항서로 123,,,,68
,,부산광역시 영도구 남항로 31번길 15,,,,59
,,부산광역시 영도구 절영로33,,,,54
,,부산광역시 영도구 청학동로 77,,,,30
,,부산광역시 영도구 태종로95번길 14,,,,29
,,부산광역시 영도구 동삼로77번길 12,,,,27
,,부산광역시 영도구 절영로93번길 35,,,,27
,,부산광역시 영도구 절영로 19번길 57,,,,22
,,부산광역시 영도구 절영로 13번길 38,,,,54
,,부산광역시 영도구 동삼로 38-1,,,,24
,,부산광역시 영도구 남항로 25번길 8,,,,72
,,"부산광역시 영도구 동삼로108번길 42 (동삼동, 성림빌라)",,,,28
,,"부산광역시 영도구 대평로20번길 23 (대평동1가, 하나빌)",,,,126
,,"부산광역시 영도구 태종로335(청학동, 천지해오름)",,,,59
,,부산광역시 영도구 태종로 98(대교동2가 모닝아일랜드),,,,40
,,"부산광역시 영도구 동삼로 47(동삼동, 대성타워)",,,,42
,,부산광역시 영도구 태종로 73번길 42(봉래동1가 그랑블루) ,,,,28
,,부산광역시 영도구 대교로 30번길 16(봉래동2가 하늘정원) ,,,,24
,,부산광역시 영도구 대교로 30번길 14(봉래동2가 블루빌리지) ,,,,20
,,부산광역시 영도구 해양로 52(청학동 가온빌) ,,,,24
,,부산광역시 영도구 태종로 773번길 4(동삼동 휴덤하리) ,,,,27
,,부산광역시 영도구 태종로 40(대교동1가 브릿지타워) ,,,,31
,,부산광역시 영도구 영선대로 67번길 17(영선동3가 더페로스아파트),,,,84
,,부산광역시 영도구 절영로 554(동삼동 조이하우스2),,,,24
,,부산광역시 영도구 동삼서로 51(동삼동 오션팰리스),,,,20
,,부산광역시 영도구 남항로9번길 11(남항동1가 제이스 힐타워),,,,55
,,부산광역시 영도구 해양로 78(청학동 비온뒤아파트),,,,26
,,부산광역시 영도구 남항로 9번길 5(남항동1가 한울시너스),,,,65
,,부산광역시 영도구 대교로2번길 15(봉래동3가 성우펠리체리움),,,,85
,,부산광역시 영도구 태종로 611 (동삼동),,,,500
,,부산광역시 영도구 태종로 75 (동삼동),,,,728
,,부산광역시 중구 창선동1가 9-1,,,,24
,,부산광역시 중구 신창동2가 22,,,,29
,,부산광역시 중구 영주동 73-1,,,,192
,,부산광역시 중구 영주동 72-4,,,,167
,,부산광역시 중구 영주동 93-4,,,,72
,,부산광역시 중구 보수1가 산3-148,,,,406
,,부산광역시 중구 동광동1가 1-10,,,,74
,,부산광역시 중구 영주동 산1-200,,,,215
,,부산광역시 중구 동광동5가 16-290,,,,48
,,부산광역시 중구 보수동3가 58,,,,36
,,부산광역시 중구 대창동1가 54-67,,,,147
,,부산광역시 중구 신창동1가 4,,,,80
,,부산광역시 중구 부평2가 77,,,,95
,,부산광역시 중구 부평동2가 47-6,,,,47
,,부산광역시 중구 영주동 91-1,,,,60
,,"부산광역시 중구 영주2동 248-1,252-3",,,,60
,,"부산광역시 중구 영주1동 2-78,2,2-130",,,,90
,,부산광역시 중구 보수동2가 38-1,,,,47
,,부산광역시 중구 신창동1가 2-1,,,,53
,,부산광역시 중구 대청동4가 78-76,,,,34
,,부산광역시 중구 중앙동4가 40-15,,,,19
,,부산광역시 중구 부평동2가 35-1,,,,24
,,부산광역시 중구 영주동 285-3,,,,38
,,부산광역시 중구 남포동6가 3,,,,47
,,부산광역시 중구 대청4가 79-1,,,,131
,,부산광역시 중구 동광동5가 16-11,,,,120
,,부산광역시 중구 보수동3가 46-1,,,,36
,,부산광역시 중구 영주동 106-9,,,,130
,,부산광역시 중구 영주동 450-25,,,,110
,,부산광역시 중구 영주동 1-92,,,,60
,,부산광역시 중구 보수동1가 41-1,,,,140
,,부산광역시 중구 보수동2가 118-3,,,,63
,,부산광역시 중구 영주동 161,,,,322
,,"부산광역시 중구 대청동4가 81-48,81-49",,,,70
,,부산광역시 중구 영주동 160,,,,328
,,부산광역시 중구 영주동 92,,,,204
,,부산광역시 중구 보수동2가 74-9,,,,45
,,부산광역시 중구 부평동4가 45,,,,60
,,부산광역시 중구 부평동4가 2-30,,,,18
,,부산광역시 중구 보수동1가 24-2,,,,24
,,부산광역시 중구 부평동4가 2-2,,,,48
,,부산광역시 중구 영주동 587,,,,102
,,부산광역시 중구 영주동 5,,,,111
,,부산광역시 중구 대청동4가 34-2,,,,58
,,부산광역시 중구 부평동4가 2-1,,,,21
,,부산광역시 중구 보수동2가 118-8,,,,28
,,부산광역시 중구 부평동4가 42-1,,,,28
,,부산광역시 중구 대청동2가 19-2,,,,40
,,부산광역시 중구 부평동4가 2-9,,,,22
,,부산광역시 중구 보수동2가 89-5,,,,58
,,부산광역시 중구 보수동2가 81-2,,,,33
,,부산광역시 중구 대청동1가 37-1,,,,268
,,부산광역시 중구 영주동 546-3,,,,21
,,부산광역시 중구 보수동2가 80-1,,,,42
,,부산광역시 중구 대청동4가 91-1,,,,24
,,부산광역시 중구 부평동3가 72-2 ,,,,20
,,부산광역시 중구 보수동2가 80-5,,,,16
,,부산광역시 중구 부평동4가 37-1,,,,30
,,부산광역시 중구 부평동4가 37-6,,,,20
,,부산광역시 중구 부평동4가 37-16,,,,20
,,부산광역시 중구 보수동1가 11-5,,,,39
,,부산광역시 중구 부평동4가 57-1,,,,42
,,부산광역시 중구 대청동1가 17-1 ,,,,18
,,부산광역시 중구 영주동 585-5,,,,20
,,부산광역시 중구 대청동2가 8-4,,,,16
,,부산광역시 중구 영주동 554-7,,,,12
,,부산광역시 중구 영주동 619-6,,,,8
,,부산광역시 중구 영주동 584,,,,16
,,부산광역시 중구 보수동3가 56 ,,,,74
,,부산광역시 중구 보수동2가 79-1,,,,20
,,부산광역시 중구 대청동1가 22,,,,8
,,부산광역시 중구 보수동2가 93-3,,,,18
,,부산광역시 중구 대창동1가 54-43,,,,44
,,부산광역시 중구 영주동 60-14,,,,16
,,부산광역시 중구 대청동4가 82-5,,,,20
,,부산광역시 중구 보수동2가 20-7,,,,20
,,부산광역시 중구 보수동2가 65-2,,,,27
,,부산광역시 중구 보수동3가 73-35,,,,98
,,부산광역시 중구 영주동 728-9,,,,3
,,부산광역시 중구 영주동 545-14,,,,14
,,부산광역시 중구 보수동2가 17-20,,,,28
,,부산광역시 중구 보수동3가 75-1,,,,83
,,부산광역시 중구 보수동3가 40-5,,,,51
,,부산광역시 중구 대청로 17 (보수동3가),,,,83
,,부산광역시 중구 흑교로67번길 30 (보수동3가),,,,51
,,부산광역시 중구 중구로 72-6 (대청동4가),,,,18
,,부산광역시 중구 충장대로9번길 20-1 (중앙동4가),,,,30
,,부산광역시 중구 흑교로71번길 24 (보수동3가),,,,72
,,부산광역시 중구 흑교로25번길 18-2 (부평동4가),,,,14
,,부산광역시 중구 흑교로 91 (보수동2가),,,,17
,,부산광역시 중구 영주동 671-4,,,,11
,,부산광역시 중구 중앙동4가 19,,,,120
,,부산광역시 중구 영주동 280-11,,,,9
,,부산광역시 중구 보수동1가 116-13,,,,8
,,부산광역시 중구 대청동4가 35-6,,,,16
,,부산광역시 중구 보수동3가 61-19,,,,49
,,"부산광역시 해운대구 해운대해변로 302 (중동, 대림맨션)",,,,38
,,"부산광역시 해운대구 삼어로 135 (반여동, 반여아파트)",,,,152
,,"부산광역시 해운대구 좌동순환로 443 (중동, 신혼서민아파트)",,,,22
,,"부산광역시 해운대구 달맞이길 16-12 (중동, 백조맨션)",,,,34
,,"부산광역시 해운대구 해운대해변로 329-10 (중동, 온천맨션)",,,,30
,,"부산광역시 해운대구 해운대해변로 295 (중동, 대림비치아파트)",,,,100
,,"부산광역시 해운대구 우동1로38번길 11 (우동, 우일맨션)",,,,53
,,"부산광역시 해운대구 좌동순환로 387 (중동, 중동맨션)",,,,49
,,"부산광역시 해운대구 달맞이길117번라길 22 (중동, 스카이파크빌라)",,,,35
,,"부산광역시 해운대구 재반로242번길 41 (반여동, 보훈아파트)",,,,300
,,"부산광역시 해운대구 선수촌로 9 (반여동, 왕자맨션)",,,,390
,,"부산광역시 해운대구 좌동순환로446번길 19-1 (중동, 성우맨션)",,,,41
,,"부산광역시 해운대구 해운대로61번길 62-7 (재송동, 시영아파트)",,,,700
,,"부산광역시 해운대구 재반로225번길 33 (반여동, 무지개아파트)",,,,46
,,"부산광역시 해운대구 재반로165번길 82 (재송동, 시영아파트)",,,,500
,,"부산광역시 해운대구 재반로 182 (재송동, 비둘기맨션)",,,,44
,,"부산광역시 해운대구 재반로 10 (재송동, 유창맨션)",,,,45
,,"부산광역시 해운대구 아랫반송로21번길 41 (반송동, 반송시장)",,,,37
,,"부산광역시 해운대구 재송1로60번길 16 (재송동, 서해재송아파트)",,,,68
,,"부산광역시 해운대구 해운대로61번가길 6 (재송동, 센텀삼익아파트)",,,,936
,,"부산광역시 해운대구 재송1로20번길 66 (재송동, 진달래아파트)",,,,28
,,"부산광역시 해운대구 해운대해변로298번길 9-1 (중동, 삼강아파트)",,,,131
,,"부산광역시 해운대구 선수촌로207번가길 10 (반여동, 대산아파트)",,,,100
,,"부산광역시 해운대구 재반로270번길 28 (반여동, 보람아파트)",,,,90
,,"부산광역시 해운대구 재반로118번길 71 (재송동, 시영아파트) ",,,,560
,,부산광역시 해운대구 신반송로 199 (반송동),,,,48
,,"부산광역시 해운대구 우동1로50번길 32 (우동, 공작맨션)",,,,70
,,"부산광역시 해운대구 해운대로349번길 24 (우동, 삼호가든아파트) ",,,,1076
,,"부산광역시 해운대구 우동1로71번길 9-9 (우동, 해운파크맨션)",,,,160
,,"부산광역시 해운대구 선수촌로21번길 30 (반여동, 삼익그린맨션) ",,,,315
,,"부산광역시 해운대구 반송로 827 (반송동, 영화아파트)",,,,125
,,"부산광역시 해운대구 해운대해변로 334 (중동, 삼성콘도맨션)",,,,114
,,"부산광역시 해운대구 삼어로147번길 11 (반여동, 반여창신아파트)",,,,220
,,"부산광역시 해운대구 선수촌로21번길 65 (반여동, 현대그린맨션) ",,,,600
,,"부산광역시 해운대구 우동1로 37 (우동, 아림비치맨션)",,,,90
,,"부산광역시 해운대구 재반로212번길 33-52 (반여동, 광우아파트)",,,,110
,,"부산광역시 해운대구 재반로 10-1 (재송동, 삼화아파트)",,,,49
,,"부산광역시 해운대구 해운대로219번길 21 (재송동, 삼흥맨션)",,,,108
,,"부산광역시 해운대구 해운대로81번가길 63 (재송동, 센텀협성아파트)",,,,175
,,"부산광역시 해운대구 달맞이길62번길 7 (중동, 한신빌리지)",,,,144
,,"부산광역시 해운대구 달맞이길117번나길 194 (중동, 현우산호맨션)",,,,95
,,"부산광역시 해운대구 신반송로 194 (반송동, 광하아파트)",,,,70
,,"부산광역시 해운대구 재송2로 17 (재송동, 남성선파크타운)",,,,180
,,"부산광역시 해운대구 재송2로23번길 36 (재송동, 남성선파크타운) ",,,,306
,,"부산광역시 해운대구 재반로270번길 13 (반여동, 그린파크)",,,,200
,,"부산광역시 해운대구 해운대로81번길 60 (재송동, 현대아파트)",,,,421
,,"부산광역시 해운대구 신반송로 194 (반송동, 광하아파트)",,,,180
,,"부산광역시 해운대구 선수촌로21번길 31 (반여동, 현대아파트)",,,,120
,,"부산광역시 해운대구 재송2로74번길 31 (재송동, 센텀글로리아)",,,,466
,,"부산광역시 해운대구 달맞이길117번다길 33 (중동, 이진캐스빌)",,,,108
,,"부산광역시 해운대구 달맞이길117번가길 98 (중동, 아남하이츠3차)",,,,35
,,"부산광역시 해운대구 좌동순환로 377 (중동, 부신맨션)",,,,37
,,"부산광역시 해운대구 달맞이길117번다길 139 (중동, 삼안아파트1차)",,,,83
,,"부산광역시 해운대구 달맞이길117번다길 116 (중동, 삼안아파트2차)",,,,71
,,"부산광역시 해운대구 좌동순환로 405 (중동, 마마아파트)",,,,90
,,"부산광역시 해운대구 재송2로 80 (재송동, 혜성골든타운)",,,,108
,,"부산광역시 해운대구 반송로877번길 91 (반송동, 삼한그린맨션)",,,,180
,,"부산광역시 해운대구 신반송로 194 (반송동, 광하아파트)",,,,175
,,"부산광역시 해운대구 달맞이길117번가길 98 (중동, 아남하이츠3차)",,,,35
,,"부산광역시 해운대구 재반로84번길 96-7 (재송동, 코오롱아파트)",,,,330
,,"부산광역시 해운대구 달맞이길118번가길 54 (중동, 반석비치빌라1차)",,,,31
,,"부산광역시 해운대구 재반로30번길 135 (재송동, 안성타워맨션)",,,,86
,,"부산광역시 해운대구 해운대로81번가길 16 (재송동, 이화맨션)",,,,60
,,"부산광역시 해운대구 재반로63번길 17 (재송동, 센텀재송빌아파트)",,,,35
,,"부산광역시 해운대구 해운대해변로 117 (우동, 대우마리나1차아파트)",,,,1164
,,"부산광역시 해운대구 재반로282번길 112 (반여동, 현대아파트)",,,,264
,,"부산광역시 해운대구 재반로 142-11 (재송동, 송남맨션)",,,,30
,,"부산광역시 해운대구 재반로282번길 83 (반여동, 홍림센텀아파트)",,,,100
,,"부산광역시 해운대구 재반로64번길 83 (재송동, 한영비치타운)",,,,61
,,"부산광역시 해운대구 우동1로85번길 17 (우동, 벽산금호빌라) ",,,,231
,,"부산광역시 해운대구 우동2로 88 (우동, 신동비취맨션) ",,,,267
,,"부산광역시 해운대구 재송2로 256 (재송동, 센텀에이스아파트)",,,,197
,,"부산광역시 해운대구 좌동순환로446번길 57 (중동, 삼주아파트)",,,,48
,,"부산광역시 해운대구 신반송로 200 (반송동, 주공아파트) ",,,,1710
,,"부산광역시 해운대구 재반로104번길 15-13 (재송동, 대신맨션)",,,,97
,,"부산광역시 해운대구 우동1로 111 (우동, 협성그린파크)",,,,189
,,"부산광역시 해운대구 재반로64번길 74-1 (재송동, 한보미도아파트)",,,,180
,,"부산광역시 해운대구 재반로60번길 46-6 (재송동, 신동아아파트)",,,,253
,,"부산광역시 해운대구 해운대로469번가길 91 (우동, 센텀마리나아파트)",,,,264
,,"부산광역시 해운대구 재송2로 153 (재송동, 센텀그린타워아파트)",,,,209
,,"부산광역시 해운대구 재송2로 96 (재송동, 한보장산아파트)",,,,140
,,"부산광역시 해운대구 재반로64번다길 24 (재송동, 영광아파트)",,,,106
,,"부산광역시 해운대구 삼어로 149 (반여동, 센텀SD타워맨션) ",,,,296
,,"부산광역시 해운대구 운봉길 89 (반송동, 초원맨션)",,,,89
,,"부산광역시 해운대구 좌동순환로468번가길 54 (중동, 동남하이츠맨션)",,,,74
,,"부산광역시 해운대구 재반로212번길 45 (반여동, 에덴동산타운)",,,,204
,,"부산광역시 해운대구 재송2로 91 (재송동, 센텀동국아파트) ",,,,536
,,"부산광역시 해운대구 해운대로483번길 10 (우동, 롯데아파트)",,,,852
,,"부산광역시 해운대구 재반로42번길 23 (재송동, 이진아파트)",,,,147
,,"부산광역시 해운대구 해운대로383번가길 19 (우동, 삼진그린아파트)",,,,130
,,"부산광역시 해운대구 우동1로 9-28 (우동, 신동아아파트)",,,,194
