연번,단지명,주소,동수,층수,연면적,세대수
,명장유림노르웨이,"부산광역시 동래구 시실로 181 (명장동, 명장유림노르웨이숲아이비)",3,23,28857,221
,지영아이니드빌,"부산광역시 동래구 아시아드대로 209 (온천동, 지영아이니드빌)",1,18,5903,48
,정심파크빌,"부산광역시 동래구 중앙대로1333번길 61 (온천동, 정심파크빌)",1,10,2971,24
,건원안단테,"부산광역시 동래구 삼성대길 12 (명륜동, 건원 안단테)",1,13,2656,22
,성도뷰크아파트,"부산광역시 동래구 아시아드대로231번길 91 (온천동, 성도뷰크아파트)",2,14,5543,48
,협성스카이라인80,"부산광역시 동래구 중앙대로1473번길 14-12 (온천동, 협성스카이라인80)",1,20,23282,440
,사직리첸스빌,"부산광역시 동래구 종합운동장로54번길 21 (사직동, 사직리첸스빌)",1,11,6119,32
,낙민동쌍세빌아파트,"부산광역시 동래구 온천천로339번길 51 (낙민동, 동래꿈에그린 아파트)",1,11,3678,36
,목영해돋이아파트,"부산광역시 동래구 금강로 81 (온천동, 목영 해돋이 아파트)",1,15,4674,49
,성완세띠앙,"부산광역시 동래구 충렬대로238번길 7 (수안동, 성완세띠앙)",1,20,22279,128
,안락동뜨란채1단지,"부산광역시 동래구 연안로 71 (안락동, 안락뜨란채1단지아파트)",5,20,55058,464
,르메이에르,"부산광역시 동래구 금강공원로20번길 46 (온천동, 르·메이에르 동래타운)",1,23,42845,226
,궁전아이브,"부산광역시 동래구 충렬대로100번길 7 (온천동, 궁전아이브)",1,20,14715,100
,안락동뜨란채2단지,"부산광역시 동래구 연안로 74 (안락동, 안락뜨란채2단지아파트)",13,20,151488,1420
,반도보라스카이뷰,"부산광역시 동래구 아시아드대로 234 (온천동, 온천동반도보라스카이뷰)",8,40,228198,1149
,동래SK뷰,"부산광역시 동래구 중앙대로1381번길 52 (온천동, 동래SKVIEW아파트)",6,26,57357,342
,엘리유리안,"부산광역시 동래구 명륜로103번길 3 (명륜동, 엘리유리안)",1,15,8324,54
,강변뜨란채,"부산광역시 동래구 안남로 79 (안락동, 강변뜨란채)",9,28,90576,814
,안락동뜨란채3단지,"부산광역시 동래구 안남로79(안락동, 강변뜨란채)",9,28,90576,814
,명륜SK뷰,"부산광역시 동래구 명륜로236번길 9(명륜동, 명륜sk뷰)",4,24,44810,281
,사직2차삼정그린코아,"부산광역시 동래구 쇠미로81번길 22 (사직동, 사직2차삼정그린코아아파트)",7,25,110443,560
,덕경아파트,부산광역시 동래구 안락로 60-3 (안락동),1,11,5442,44
,사직쌍용예가,"부산광역시 동래구 사직로 80 (사직동, 사직 쌍용 예가)",29,25,462126,2947
,명륜쌍용예가,"부산광역시 동래구 동래로53(명륜동, 쌍용예가)",3,20,43568,269
,사직자이,"부산광역시 동래구 사직로 36 (사직동, 사직자이)",4,23,59871,249
,한일유앤아이,"부산광역시 동래구 온천천로339번길 28 (낙민동, 낙민동한일유앤아이아파트)",10,38,168325,935
,벽산아스타,"부산광역시 동래구 중앙대로1473번길 13 (온천동, 벽산아스타)",3,52,146108,648
,온천SK뷰-2차,"부산광역시 동래구 금강로 48 (온천동, 동래SKVIEW2차아파트)",3,28,48723,190
,사직삼환나우빌,"부산광역시 동래구 쇠미로 72 (사직동, 사직삼환나우빌)",6,25,66075,470
,동래센트럴파크하이츠2차,"부산광역시 동래구 문화로 33 (명륜동, 동래센트럴파크하이츠2차)",8,29,143659,680
,동래센트럴파크하이츠1차,"부산광역시 동래구 문화로 15 (명륜동, 동래센트럴파크하이츠1차)",4,30,105327,390
,부산안락4휴먼시아,"부산광역시 동래구 충렬대로447번길 38 (안락동, 부산안락4 휴먼시아)",9,15,49359,619
,"A동:아르피나,B동:아델리스","부산광역시 동래구 아시아드대로220번길 43 (온천동, 아르피나)",2,5,863,28
,보성 오페라,"부산광역시 동래구 반송로247번길 11 (안락동, 보성 오페라)",1,7,811,20
,청송아파트,"부산광역시 동래구 중앙대로1333번길 110 (온천동, 청송아파트)",1,10,1906,24
,메트로 캐슬,"부산광역시 동래구 동래로53번길 26-2 (명륜동, 메트로 캐슬)",1,5,490,21
,진타워,"부산광역시 동래구 아시아드대로208번가길 2 (온천동, 진타워)",1,8,946,24
,품에 안은,"부산광역시 동래구 온천천로 7-8 (명륜동, 품에 안은)",1,5,642,26
,해뜰날,"부산광역시 동래구 온천장로 112-7 (온천동, 허브하우스)",1,6,795,23
,홍림그린피아,"부산광역시 동래구 차밭골로20번길 19 (온천동, 홍림그린피아)",1,15,4303,52
,현창빌2차,"부산광역시 동래구 아시아드대로176번길 8 (사직동, 현창빌2차)",1,10,1663,17
,스파캐슬,"부산광역시 동래구 동래로15번길 10 (온천동, 스파캐슬)",1,9,846,20
,솔베르크,"부산광역시 동래구 동래로15번길 8 (온천동, 솔베르크)",1,9,800,20
,그랜드빌,"부산광역시 동래구 온천천로 27 (명륜동, 그랜드빌)",1,5,589,20
,롯데하우스,"부산광역시 동래구 동래로19번길 5 (온천동, 롯데하우스)",1,7,983,20
,해강그랜드빌,"부산광역시 동래구 충렬대로256번가길 23 (낙민동, 해강그랜드빌)",1,6,860,28
,센텀더블루하이츠,"부산광역시 동래구 연안로58번가길 10 (안락동, 센텀더블루하이츠)",4,15,24099,163
,아이리스힐,"부산광역시 동래구 아시아드대로 256-6 (온천동, 아이리스힐)",1,14,1817,22
,스윗트빌,"부산광역시 동래구 아시아드대로 256-8 (온천동, 스윗트빌)",1,10,1349,28
,온천파밀리에,"부산광역시 동래구 석사북로95번길 27 (온천동, 온천파밀리에)",1,5,503,20
,비룡 벨로스텔라,"부산광역시 동래구 미남로132번길 20 (온천동, 비룡 벨로스텔라)",1,12,4322,40
,람푸하우스,"부산광역시 동래구 명륜로138번길 21-7 (명륜동, 람푸하우스)",1,8,1173,40
,칸느하우스,"부산광역시 동래구 금강로74번길 5 (온천동, 칸느하우스)",1,9,792,20
,용진스타티스,"부산광역시 동래구 금강로 148 (온천동, 용진 스타티스)",1,15,9975,56
,허브센티움Ⅱ,"부산광역시 동래구 아시아드대로231번길 12 (온천동, 허브센티움 Ⅱ)",1,15,4938,48
,하이빌,"부산광역시 동래구 충렬대로148번길 9 (온천동, 하이빌)",1,7,787,20
,미남퍼스트빌,"부산광역시 동래구 석사북로95번길 24-11 (온천동, 미남퍼스트빌)",1,5,1612,28
,프라임 빌,"부산광역시 동래구 금강로106번길 14-7 (온천동, 프라임 빌)",1,6,822,28
,휴먼빌1,"부산광역시 동래구 충렬대로117번길 16 (온천동, 휴먼빌1)",1,6,648,20
,휴먼빌2,"부산광역시 동래구 충렬대로117번길 20 (온천동, 휴먼빌2)",1,7,737,20
,하이클래스,"부산광역시 동래구 충렬대로126번길 22 (온천동, 하이클래스)",1,8,617,20
,동양캐슬,"부산광역시 동래구 동래로19번길 16 (온천동, 동양캐슬)",1,8,732,20
,금샘하이클래스,"부산광역시 동래구 아시아드대로114번길 1 (사직동, 금샘하이클래스)",1,10,2242,24
,일성아이앤유,"부산광역시 동래구 차밭골로24번길 24 (온천동, 일성아이앤유)",1,14,1999,24
,홍림그린피아2차,"부산광역시 동래구 아시아드대로220번길 14 (온천동, 홍림그린피아2차)",1,10,3643,48
,상우다솜아파트,"부산광역시 동래구 사직북로47번길 43 (사직동, 상우다솜아파트)",1,10,2767,24
,장춘빌,"부산광역시 동래구 우장춘로63번길 54 (온천동, 장춘빌)",2,5,940,20
,해창쁘띠메종,"부산광역시 동래구 금강로 166-10 (온천동, 해창쁘띠메종)",1,12,1801,24
,허브센티움 3차,"부산광역시 동래구 아시아드대로246번길 7 (온천동, 허브센티움 3차)",1,15,5591,63
,오름캐슬,"부산광역시 동래구 여고로12번길 13 (사직동, 오름캐슬)",1,10,2994,37
,남영아트펠리체,"부산광역시 동래구 금강로 80-8 (온천동, 남영아트펠리체)",1,14,2000,24
,온천동 산들파르테,"부산광역시 동래구 금강공원로33번길 9 (온천동, 온천동 산들파르테)",1,10,1963,24
,더블루원,"부산광역시 동래구 여고북로23번길 54 (온천동, 더블루원)",1,10,3143,40
,안락 경동리인 아파트,"부산광역시 동래구 충렬대로446번길 67 (안락동, 안락경동리인아파트)",6,32,73190,693
,,부산광역시 동래구 동래로15번길 9 (온천동),1,8,999,24
,골드리버,"부산광역시 동래구 여고북로73번길 32 (온천동, 골드리버)",1,10,1997,24
,더블루원2차,"부산광역시 동래구 미남로146번길 24 (온천동, 더블루원2차)",1,10,3290,40
,수안동 미소지음 아파트,"부산광역시 동래구 명륜로98번길 67-4 (수안동, 수안동 미소지음)",2,15,7957,70
, 명륜2차 현대아아파크 ,"부산광역시 동래구명륜로170(명륜동, 현대아이파크)",23,30,342170,2058
,빅토리아,"부산광역시 동래구 중앙대로1333번길 72 (온천동, 빅토리아)",1,6,512.562,7
,성우리치빌,"부산광역시 동래구 아시아드대로170번길 24 (사직동, 성우리치빌)",0,5,619.41,13
,,"부산광역시 동래구 동래로 27-15 (온천동, 동국라메르)",1,10,1420.47,15
,사직제2파크2차,"부산광역시 동래구 아시아드대로164번나길 10 (사직동, 사직제이파크2차)",1,7,1786.13,8
,해뜰채,"부산광역시 동래구 반송로218번길 13 (안락동, 해뜰채)",1,9,1431.4,8
,그레이스빌,"부산광역시 동래구 충렬사로 82 (명장동, 그레이스빌)",1,7,921.7,8
,신성프로방스,"부산광역시 동래구 반송로218번길 7-2 (안락동, 신성프로방스)",1,7,760.49,8
,서영하우스,"부산광역시 동래구 충렬대로100번가길 9-7 (온천동, 서영하우스)",1,6,438.93,7
,청풍 더베스빌,"부산광역시 동래구 명안로10번길 24-6 (안락동, 청풍 더베스트빌)",1,8,594.496,9
,가이든,"부산광역시 동래구 온천천로 451-1 (안락동, 가이든)",1,6,431.11,3
,유아빌 비동,"부산광역시 동래구 명안로45번길 41-5 (안락동, 유아빌)",1,7,724.66,8
,유아빌 에이동,"부산광역시 동래구 명안로45번길 41-9 (안락동, 유아빌)",0,5,532.12,5
,세정빌,"부산광역시 동래구 미남로132번길 52 (온천동, 세정빌)",1,7,712.88,8
,품에안은,"부산광역시 동래구 복천로 6-1 (복천동, 품에안은)",1,11,1600.19,12
,파크시티빌,"부산광역시 동래구 미남로102번길 19 (온천동, 파크시티빌)",0,8,617.4,8
,진주아트빌,"부산광역시 동래구 반송로 261-9 (명장동, 진주아트빌)",1,8,705.19,9
,명장 헤즈 102동,"부산광역시 동래구 반송로251번길 10-4 (명장동, 명장 헤즈)",1,8,530.84,9
,일성아이앤유2차,"부산광역시 동래구 금강로106번길 8-22 (온천동, 일성아이앤유2차)",1,15,3380.31,16
,더 블루원 3차,"부산광역시 동래구 미남로 99 (온천동, 더 블루원 3차)",1,12,4635.12,13
,태건리치빌,"부산광역시 동래구 아시아드대로164번길 11 (사직동, 태건리치빌)",1,9,1312.76,10
,라비앙로즈,"부산광역시 동래구 아시아드대로164번길 5-8 (사직동, 라비앙로즈)",1,6,578.78,7
,혜정빌,"부산광역시 동래구 여고북로73번길 60 (온천동, 혜정빌)",1,7,995.76,8
,허브팰리스,"부산광역시 동래구 미남로132번길 25 (온천동, 허브팰리스)",1,19,8557.89,20
,로얄캐슬,"부산광역시 동래구 금강공원로 34-7 (온천동, 로얄캐슬)",1,10,1425.5,11
,,부산광역시 동래구 명안로45번길 46 (명장동),1,6,333.02,7
,오름파크,"부산광역시 동래구 석사로 21 (사직동, 오름파크)",1,13,4501.38,14
,초원사랑채 나동,"부산광역시 동래구 차밭골로 38-3 (온천동, 초원사랑채)",1,7,999.04,8
,초원사랑채 가동,"부산광역시 동래구 차밭골로 38-2 (온천동, 초원사랑채)",1,7,999.04,8
,어반그린나래,"부산광역시 동래구 명안로46번나길 1 (안락동, 어반그린나래)",1,6,584.1,7
,,부산광역시 동래구 명장로48번길 29 (명장동),1,7,492.94,8
,금샘하이클래스,"부산광역시 동래구 금강로61번길 84 (온천동, 금샘하이클래스)",1,6,721.03,7
,동국센트럴,"부산광역시 동래구 미남로102번길 31 (온천동, 동국센트럴)",1,10,1557.31,11
,동래 센트럴파크,"부산광역시 동래구 금강로 63 (온천동, 동래 센트럴파크)",1,19,6529.23,20
,진영빌,부산광역시 동래구 여고로 107-4 (사직동),1,5,326.6832,6
,두루예시카하우스,"부산광역시 동래구 여고북로123번길 58 (온천동, 두루예시카하우스)",1,7,769.683,8
,에스더,"부산광역시 동래구 충렬대로270번길 13 (낙민동, 에스더)",1,14,2388.69,15
,트레비앙,"부산광역시 동래구 차밭골로21번길 10 (온천동, 트레비앙)",1,15,4298.3,16
,휴림아르페,"부산광역시 동래구 미남로 138 (온천동, 휴림아르페)",1,15,2756.32,16
,,부산광역시 동래구 석사로33번길 7 (사직동),1,12,3440.16,13
,,부산광역시 동래구 여고북로23번길 42-1 (온천동),1,6,450.66,7
,사직역 삼정그린코아 더 베스트 1차,"부산광역시 동래구 사직로 8 (사직동, 사직역 삼정 그린코아 더베스트1차)",9,33,2081,329
,사직롯데캐슬더클래식,"부산광역시 동래구 아시아드대로146번길 1(사직동, 사직롯데캐슬더클래식)",8,34,169920.6158,1064
,파크하임,"부산광역시 동래구 명안로78번길 20 (명장동, 파크하임)",1,5,397.37,16
,태성샤인빌,"부산광역시 동래구 아시아드대로220번길 31 (온천동, 태성샤인빌)",1,6,548.24,10
,은우아일레,"부산광역시 동래구 금강로 100 (온천동, 은우아일레)",1,19,11639.034,96
,시티빌,"부산광역시 동래구 명안로78번길 16 (명장동, 시티빌)",1,5,400.37,16
,동서허브H,"부산광역시 동래구 충렬대로256번가길 25 (낙민동, 동서허브H)",1,15,3990.4,56
,,부산광역시 동래구 여고북로123번다길 3 (온천동),1,6,530.48,11
,,부산광역시 동래구 충렬대로375번길 9-6 (안락동),1,6,492.58,8
,진주조은빌,"부산광역시 동래구 반송로218번길 7-5 (안락동, 진주조은빌)",1,7,764.88,8
,부일스톤캐슬,"부산광역시 동래구 충렬대로255번길 12 (낙민동, 부일스톤캐슬)",1,12,1995.03,29
,라비앙로즈Ⅶ,"부산광역시 동래구 아시아드대로208번길 29 (온천동, 라비앙로즈Ⅶ)",1,7,716.22,8
,반트하임,"부산광역시 동래구 충렬대로148번길 8 (온천동, 반트하임)",1,5,345.605,5
,PATIO파밀리아,"부산광역시 동래구 시실로135번길 35 (명장동, PATIO파밀리아)",1,6,1996.495,5
,,"부산광역시 동래구 아시아드대로231번길 11 (온천동, 시티하임 3차)",1,14,2986.53,20
,남광아트,"부산광역시 동래구 반송로218번길 7-1 (안락동, 남광아트)",1,7,791.67,8
,신화하니엘 더 라임,"부산광역시 동래구 금강로106번길 41 (온천동, 신화하니엘 더 라임)",1,20,6562.545,85
,,"부산광역시 동래구 충렬대로428번길 30 (안락동, 보해이브)",1,19,6789.2522,59
,,없음,1,5,390.434,10
,명안펠리스,"부산광역시 동래구 반송로 315-5 (명장동, 명안펠리스)",1,6,799.46,8
,스카이빌,"부산광역시 동래구 안연로 75 (낙민동, 스카이빌)",1,5,929.07,5
,안락지음,"부산광역시 동래구 충렬대로428번길 40 (안락동, 안락지음)",1,9,1701.91,16
,대가하이츠아파트,"부산광역시 동래구 시실로145(명장동, 대가하이츠)",2,15,5003.9312,51
,카이저,"부산광역시 동래구 충렬대로86번길 15 (온천동, 카이저)",1,6,758.7,12
,BENEST,"부산광역시 동래구 반송로250번길 8-3 (안락동, 베네스트)",1,7,800.13,8
,,"부산광역시 동래구 안연로102번길 39 (안락동, 재원하우스)",1,6,392.8357,8
,유아빌,부산광역시 동래구 반송로 265-5(명장동),0,6,443.89,4
,우석쉐르빌,부산광역시 동래구 미남로 94(온천동),1,12,4775.74,50
,온천동 유림노르웨이숲,부산광역시 동래구 중앙대로 1453(온천동),1,40,37069.8471,241
,시티빌,부산광역시 동래구 연안로81번길 93-5(안락동),1,7,597.03,12
,천일스카이원,"부산 동래구 명륜로 151 (명륜동, 천일 스카이원)",1,18,21338.4059,215
,파크시티빌2차,부산광역시 동래구 석사로34번길 5(사직동),1,10,1151.535,8
,유아빌,부산광역시 동래구 충렬사로 10-5(안락동),1,4,564.94,5
,M포레뷰,부산광역시 동래구 석사북로 105(온천동),0,14,2767.12,24
,동래센트리움아파트,부산광역시 동래구 명륜로 63(수안동),1,15,2019.95,28
,이한팔라티움,부산광역시 동래구 여고로113번길 13-5(사직동),1,7,897.66,16
,태건 아시아드 2차,부산광역시 동래구 아시아드대로171번길 8(사직동),1,10,1179.57,11
,씨티포레,부산광역시 동래구 금강로106번길 14-1(온천동),1,15,2740.63,28
,시티타워,부산광역시 동래구 석사로34번길 7(사직동),2,10,737.31,8
,온천해광 블루원빌,부산광역시 동래구 아시아드대로247번길 32-7(온천동),1,6,809.75,12
,해담은,부산광역시 동래구 차밭골로 36-8(온천동),1,8,1244.5475,16
,명진리치빌,부산광역시 동래구 명안로45번길 51-3(안락동),1,6,397.03,12
,남평엔시티,부산광역시 동래구 충렬대로100번나길 7(온천동),1,9,556.02,8
,더숲12차,부산광역시 동래구 충렬대로86번길 41(온천동),1,8,634.75,10
,,부산광역시 동래구 명서로112번길 81-3(명장동),1,5,966.45,16
,팰리스빌,부산광역시 동래구 쇠미로121번길 48-22(온천동),1,5,685.32,8
,,부산광역시 동래구 명안로18번길 44(안락동),1,5,432.5475,8
,리치빌,부산광역시 동래구 안연로110번길 54(안락동),1,6,549.98,12
,동래 창덕더파크,부산광역시 동래구 온천장로 110-1(온천동),1,20,5165.24,47
,동백그린숲,부산광역시 동래구 금강로 80-3(온천동),1,20,5468.1503,54
,명륜소도베르크,부산광역시 동래구 삼성대길 16(명륜동),1,15,3011.53,26
,동래동일스위트,부산광역시 동래구 시실로 119(명장동),9,26,96532.2813,702
,동래삼정그린코아포레스트,부산광역시 동래구 쇠미로 153(온천동),6,29,86946.4128,582
,사직역 삼정그린코아 더베스트2차,부산광역시 동래구 사직로 16(사직동),5,32,36474.6,230
,동래 지웰아파트,부산광역시 동래구 쇠미로 197(온천동),4,25,29582.6462,219
,힐스테이트 명륜,부산 동래구 명륜로 222(명륜동),5,30,89127.7051,493
,센트럴뉴파크,부산광역시 동래구 석사로34번길 31(사직동),1,10,563.97,8
,비스타빌,부산광역시 동래구 여고북로123번가길 17(온천동),0,5,496.3675,8
,온천동 한진스카이뷰,부산광역시 동래구 금강로106번길 26(온천동),2,24,22776.64,141
,성연 아트홀,부산광역시 동래구 쇠미로129번길 80(온천동),3,6,2067.42,21
,포르투나,부산광역시 동래구 온천장로 115(온천동),1,20,7766.37,66
,새롬,부산광역시 동래구 동래로116번길 32(복천동),1,10,1995.72,18
,명륜자이,부산광역시 동래구 명륜로139번길 22(명륜동),7,28,96219.05,671
,동래꿈에그린,부산광역시 동래구 온천천로339번길 51(명륜동),4,49,110670,732
,부영효성해링턴플레이스,부산광역시 동래구 아시아드대로255번길 14(온천동),3,49,146759,762
,온천천 경동리인타워,부산광역시 동래구 수안로8번길 62(낙민동),2,41,46398,310
,두비앙 에코힐,부산광역시 쇠미로121번길 91(온천동),4,26,27386,219
,명장 e편한세상(명장1재개발),부산광역시 명장로 65(명장동),17,29,215852,1312
,온천삼정그린코아더베스트,부산광역시 중앙대로1493번길 16(온천동),4,35,67749,340
,충렬지음 주상복합,부산광역시 동래구 충렬대로 370(안락동),1,14,7569,99
,KH파인우스,부산광역시 동래구 온천장로 75(온천동),1,18,17149,72
,동래효산벨뷰,부산광역시 동래구 아시아드대로 231번길 3(온천동),1,20,7522,70
,용진스타티스7차,부산광역시 동래구 온천장로 107번길 38-7(온천동),1,20,7093,70
,지성캐슬,부산광역시 동래구 충렬대로 86번길 102(온천동),1,14,3545,35
,사직동 유니스타,부산광역시 동래구 여고로 40번길 10(사직동),1,11,1450,22
,낙민동 아델리아 주상복합,부산광역시 동래구 충렬대로 238번가길 49-5(낙민동),1,15,5648,28
,명장블리체,부산광역시 명장로 106번길 69(명장동),1,8,1891,20
,동래행복주택,부산광역시 동래구 반송로 164(낙민동),3,25,20122,395
,쌍용더플래티넘사직아시아드아파트,부산광역시 동래구 아시아드대로 134번길 14,9,41,130687,914
,e편한세상 동래아시아드,부산광역시 동래구 아시아드대로 202(온천동),4,31,58447,439
,온천천 경동리인타워 2차,부산광역시 동래구 수안로 8번길 38(수안동),1,45,29197,176
,동래롯데캐슬퀸,부산광역시 동래구 온천천로 165,6,34,35684,210
,지안하우스,부산광역시 동래구 미남로 102번길 55,1,6,809.28,20
,블리시움,부산광역시 동래구 충렬대로 256번길 25-10,1,15,3788.53,40
,엘이즈엔 13,부산광역시 동래구 여고북로 123번길 33,1,13,2307.9,20
,더 리치,부산광역시 동래구 안락로 17번길 9,1,9,1276.45,20
,수안다솜시티,부산광역시 동래구 명륜로 98번길 29,1,14,4499.1,48
,명장 아이뷰파크,부산광역시 동래구 명안로 78번길 25,1,15,4795.3,64
,오페라하우스,부산광역시 동래구 명안로 17번길 16,1,5,658,20
,동래 3차 SK VIEW,부산광역시 온천장로 65번길 9,9,39,201649,999
,동래 래미안 아이파크,부산광역시 금정마을로 150,32,35,591401,3853
,힐스테이트 명륜 트라디움,부산광역시 동래로 57번길 94,8,42,151490,874
,동래더샵,부산광역시 동래구 온천장로 38,3,49,120124,603
,더샵온천헤리티지아파트,부산공역시 동래구 온천장로 119번길 56,2,34,56888.21,206
,가야KT e편한세상,부산광역시 부산진구 가야동 698,5,29,,299
,가야동원로얄듀크,부산광역시 부산진구 가야동 128-1,2,28,,298
,가야반도보라빌,부산광역시 부산진구 가야동 588,11,25,,1048
,가야벽산,부산광역시 부산진구 가야동 669-9,21,15,,1772
,가야삼정그린코아,부산광역시 부산진구 가야동 361-85,3,22,,386
,가야유림아파트,부산광역시 부산진구 가야동 50-1,2,25,,300
,가야화신타운,부산광역시 부산진구 가야동 55,3,25,,299
,가야센트레빌,부산광역시 부산진구 가야동 699,2,35,,212
,개금대동아파트,부산광역시 부산진구 개금동 566-51,3,15,,246
,개금롯데캐슬아파트,부산광역시 부산진구 개금동 796,5,30,,489
,개금반도보라,부산광역시 부산진구 개금동 19-6,3,24,,480
,개금성도아파트,부산광역시 부산진구 개금동 10,2,15,,296
,개금시영아파트,"부산광역시 부산진구 개금동 627-1,628-1,629-1",17,5,,629
,개금우드빌,부산광역시 부산진구 개금동 1-7,8,20,,980
,개금주공1단지,부산광역시 부산진구 개금동 53-1,8,5,,380
,개금주공2단지,부산광역시 부산진구 개금동 53,18,15,,2544
,개금한진,부산광역시 부산진구 개금동 2-1,2,15,,180
,개금현대I(아이),부산광역시 부산진구 개금동 618-2,18,19,,1424
,개금현대아파트,부산광역시 부산진구 개금동 19-2,3,20,,450
,고원아파트,부산광역시 부산진구 개금동 산54-4,7,5,,325
,금강펜테리움,부산광역시 부산진구 개금동 875,4,39,,620
,동원화인패밀리타운,부산광역시 부산진구 개금동 1-12,5,25,,894
,삼환아파트,부산광역시 부산진구 개금동 1-4,3,15,,240
,성원상떼뷰,부산광역시 부산진구 개금동 197-5,1,22,,231
,"신개금LG(1차,2차)","부산광역시 부산진구 개금동 455,596",24,27,,2510
,신개금우성아파트,부산광역시 부산진구 개금동 57,4,15,,360
,개금주공3단지,부산광역시 부산진구 당감동 516,17,15,,2716
,국제백양,부산광역시 부산진구 당감동 791,11,15,,1153
,국제프라자,부산광역시 부산진구 당감동 792-3,1,25,,298
,당감동원타워,부산광역시 부산진구 당감동 515-1,5,18,,240
,당감동일스위트,부산광역시 부산진구 당감동 807-4,10,25,,1090
,백양뜨란채(당감주공2단지),부산광역시 부산진구 당감동 797,13,25,,851
,백양푸른채(당감주공3단지),부산광역시 부산진구 당감동 794,13,25,,1116
,서면봄여름가을겨울,부산광역시 부산진구 당감동 99-1,3,20,,288
,서면2차봄여름가을겨울,부산광역시 부산진구 당감동 1024,3,37,,535
,서면삼익,"부산광역시 부산진구 당감동 175-2,177-1,177-3,447-3,473-5",11,14,,1074
,신가야벽산블루밍,부산광역시 부산진구 당감동 128-2,4,30,,436
,태우선파크,부산광역시 부산진구 당감동 659-1,1,22,,214
,태화현대1차,부산광역시 부산진구 당감동 109-1,6,25,,668
,태화현대2차,부산광역시 부산진구 당감동 123,9,25,,820
,DS협성 엘리시안,부산광역시 부산진구 범천동 1647,7,28,,630
,대우디오빌서면1,부산광역시 부산진구 범천동 1057-2,1,25,,405
,대원아파트(1차),부산광역시 부산진구 범천동 851-1,1,12,,184
,대원아파트(2차),부산광역시 부산진구 범천동 851-1,1,15,,315
,서면항도타워,부산광역시 부산진구 범천동 1256-2,1,24,,188
,두산위브센티움,부산광역시 부산진구 범천동 842-2,1,32,,289
,범천경남아파트,부산광역시 부산진구 범천동 944-1,7,25,,946
,서면e편한세상,부산광역시 부산진구 범천동 1054,4,37,,623
,서면동일스위트,부산광역시 부산진구 범천동 966-8,1,36,,292
,서면6차 봄여름가을겨울,부산광역시 부산진구 범천동 881-3,3,20,,266
,서면베르빌2,부산광역시 부산진구 범천동 879-2,1,20,,606
,서면유림노르웨이숲,부산광역시 부산진구 범천동 865,2,36,,381
,가야누리애센트리즈,부산광역시 부산진구 범천동 974-16,1,25,,196
,서면3차 봄여름가을겨울,부산광역시 부산진구 범천동 1650,3,37,,382
,풍림아이원,부산광역시 부산진구 범천동 1643,1,30,,223
,당감뜨란채,부산광역시 부산진구 부암동 725,6,25,,630
,메리움아파트,부산광역시 부산진구 부암동 69-5,2,28,,260
,백양산삼정그린코아,부산광역시 부산진구 부암동 657,1,15,,215
,백양산쌍용스윗닷홈,부산광역시 부산진구 부암동 720,8,23,,718
,백양산월드메르디앙,부산광역시 부산진구 부암동 730,5,26,,315
,부산서면동문굿모닝힐,부산광역시 부산진구 부암동 735,5,35,,559
,서면동일파크스위트1차,부산광역시 부산진구 부암동 736,8,25,,751
,서면동일파크스위트2차,부산광역시 부산진구 부암동 739,5,20,,243
,서면동일파크스위트3차,부산광역시 부산진구 부암동 746,9,29,,727
,서면럭키무지개,부산광역시 부산진구 부암동 303-6,2,15,,294
,서면쌍용스윗닷홈스카이,부산광역시 부산진구 부암동 63-3,3,40,,544
,서면쌍용스윗닷홈파크,부산광역시 부산진구 부암동 731,2,32,,296
,일동미라주,부산광역시 부산진구 부암동 9-3,5,27,,294
,일성in4,부산광역시 부산진구 부암동 55-6,1,25,,546
,진흥마제스타워(시승인),부산광역시 부산진구 부암동 304-1 외 35필지,2,37,,248
,타워베르빌,부산광역시 부산진구 부암동 48-3,1,43,,566
,협성피닉스타운아파트,부산광역시 부산진구 부암동 560-20,7,15,,774
,협성휴포레 시티즌파크,부산광역시 부산진구 부암동 751,4,30,,389
,화승삼성아파트,부산광역시 부산진구 부암동 500,20,25,,1812
,네오스포아파트,부산광역시 부산진구 부전동 450,1,27,,783
,서면더샵센트럴스타,부산광역시 부산진구 부전동 537-9,5,58,,1360
,삼한골든뷰센트럴파크,부산광역시 부산진구 범전동 450,3,58,,1272
,한솔폴라리스,부산광역시 부산진구 부전동 505-6,1,20,,358
,대원칸타빌멤버스,부산광역시 부산진구 양정동 525,6,43,,840
,양정롯데갤러리움,부산광역시 부산진구 양정동 273-1,1,30,,268
,양정백조아파트,부산광역시 부산진구 양정동 406-4,3,10,,190
,양정삼성타워,부산광역시 부산진구 양정동 350-3,1,15,,150
,양정현대1차,부산광역시 부산진구 양정동 458-5,13,25,,1733
,양정현대2차,부산광역시 부산진구 양정동 458-20,15,25,,1901
,양정이즈카운티,부산광역시 부산진구 양정동 367-14,4,24,,276
,세동한신,부산광역시 부산진구 연지동 353-1,5,25,,789
,연지경동,부산광역시 부산진구 연지동 381,4,20,,176
,연지유림노르웨이숲,부산광역시 부산진구 연지동 1-6,3,23,,191
,연지자이1차,부산광역시 부산진구 연지동 403,8,20,,547
,연지자이2차,부산광역시 부산진구 연지동 406,13,23,,1011
,연지청구1차,부산광역시 부산진구 연지동 1,5,24,,451
