주소,세대수,위도,경도
부산광역시 사상구 백양대로 372-22,1206,35.15478290000001,129.0123831
부산광역시 사상구 백양대로 372-22,1206,35.15478290000001,129.0123831
부산광역시 사상구 백양대로 372-22,1206,35.15478290000001,129.0123831
부산광역시 사상구 백양대로 372-22,1206,35.15478290000001,129.0123831
부산광역시 사상구 백양대로 372-22,1206,35.15478290000001,129.0123831
부산광역시 사상구 백양대로 372-22,1206,35.15478290000001,129.0123831
부산광역시 사상구 백양대로 372-22,1206,35.15478290000001,129.0123831
부산광역시 사상구 백양대로 372-22,1206,35.15478290000001,129.0123831
부산광역시 사상구 백양대로 342번길16,953,35.1546322,129.0150891
부산광역시 사상구 백양대로 342번길16,953,35.1546322,129.0150891
부산광역시 사상구 백양대로 342번길16,953,35.1546322,129.0150891
부산광역시 사상구 백양대로 342번길16,953,35.1546322,129.0150891
부산광역시 사상구 백양대로 342번길16,953,35.1546322,129.0150891
부산광역시 사상구 백양대로 342번길16,953,35.1546322,129.0150891
부산광역시 사상구 백양대로 342번길 17,874,35.1539048,129.0132825
부산광역시 사상구 백양대로 342번길 17,874,35.1539048,129.0132825
부산광역시 사상구 백양대로 342번길 17,874,35.1539048,129.0132825
부산광역시 사상구 백양대로 342번길 17,874,35.1539048,129.0132825
부산광역시 사상구 백양대로 342번길 17,874,35.1539048,129.0132825
부산광역시 사상구 백양대로 342번길 17,874,35.1539048,129.0132825
부산광역시 사상구 백양대로342번길 40,379,35.1557027,129.0145505
부산광역시 사상구 사상로 342번길 21,486,35.1756255,128.9862499
부산광역시 사상구 대동로 84,893,35.1366797,128.9772904
부산광역시 사상구 대동로 84,893,35.1366797,128.9772904
부산광역시 사상구 대동로 84,893,35.1366797,128.9772904
부산광역시 사상구 대동로 84,893,35.1366797,128.9772904
부산광역시 사상구 대동로 84,893,35.1366797,128.9772904
부산광역시 사상구 대동로 84,893,35.1366797,128.9772904
부산광역시 사상구 대동로 84,893,35.1366797,128.9772904
부산광역시 사상구 대동로 84,893,35.1366797,128.9772904
부산광역시 사상구 대동로 84,893,35.1366797,128.9772904
부산광역시 사상구 대동로 84,893,35.1366797,128.9772904
부산광역시 사상구 대동로 84,893,35.1366797,128.9772904
부산광역시 사상구 대동로 148-29,416,35.1390947,128.9840522
부산광역시 사상구 엄궁남로 43,358,35.1241996,128.9730859
부산광역시 사상구 낙동대로 712-17),200,35.1251339,128.9690528
부산광역시 사상구 낙동대로 712-17),200,35.1251339,128.9690528
부산광역시 사상구 낙동대로 712-17),200,35.1251339,128.9690528
부산광역시 사상구 낙동대로 712-17),200,35.1251339,128.9690528
부산광역시 사상구 낙동대로 712-17),200,35.1251339,128.9690528
부산광역시 사상구 낙동대로 712-17),200,35.1251339,128.9690528
부산광역시 사상구 낙동대로 712-17),200,35.1251339,128.9690528
부산광역시 사상구 낙동대로 712-17),200,35.1251339,128.9690528
부산광역시 사상구 낙동대로1210번길 33,1094,35.16829990000001,128.9790621
부산광역시 사상구 백양대로494번길 10,498,35.1538644,128.999179
부산광역시 사상구 백양대로494번길 10,498,35.1538644,128.999179
부산광역시 사상구 백양대로494번길 10,498,35.1538644,128.999179
부산광역시 사상구 백양대로494번길 10,498,35.1538644,128.999179
부산광역시 사상구 양지로42번길 13,232,35.1544904,129.0017834
부산광역시 사상구 양지로42번길 13,232,35.1544904,129.0017834
부산광역시 사상구 양지로42번길 13,232,35.1544904,129.0017834
부산광역시 사상구 학감대로 123번길 75,549,35.1401404,128.9839509
부산광역시 사상구 학감대로 123번길 75,549,35.1401404,128.9839509
부산광역시 사상구 학감대로 123번길 75,549,35.1401404,128.9839509
부산광역시 사상구 학감대로 123번길 75,549,35.1401404,128.9839509
부산광역시 사상구 학감대로 123번길 75,549,35.1401404,128.9839509
부산광역시 사상구 학감대로 123번길 75,549,35.1401404,128.9839509
부산광역시 사상구 학감대로 123번길 75,549,35.1401404,128.9839509
부산광역시 사상구 엄궁로 142,1158,35.1264688,128.9783103
부산광역시 사상구 엄궁로 142,1158,35.1264688,128.9783103
부산광역시 사상구 엄궁로 142,1158,35.1264688,128.9783103
부산광역시 사상구 엄궁로 142,1158,35.1264688,128.9783103
부산광역시 사상구 엄궁로 142,1158,35.1264688,128.9783103
부산광역시 사상구 엄궁로 142,1158,35.1264688,128.9783103
부산광역시 사상구 엄궁로 142,1158,35.1264688,128.9783103
부산광역시 사상구 엄궁로 142,1158,35.1264688,128.9783103
부산광역시 사상구 엄궁로 158,741,35.1290455,128.9782556
부산광역시 사상구 엄궁로 158,741,35.1290455,128.9782556
부산광역시 사상구 엄궁로 158,741,35.1290455,128.9782556
부산광역시 사상구 엄궁로 158,741,35.1290455,128.9782556
부산광역시 사상구 엄궁로 158,741,35.1290455,128.9782556
부산광역시 사상구 엄궁로 158,741,35.1290455,128.9782556
부산광역시 사상구 엄궁로 158,741,35.1290455,128.9782556
부산광역시 사상구 엄궁로 40,1016,35.1238461,128.9700908
부산광역시 사상구 낙동대로1210번길 34,600,35.1669404,128.9784023
부산광역시 사상구 대동로64번길 22,387,35.1354058,128.9766964
부산광역시 사상구 대동로64번길 22,387,35.1354058,128.9766964
부산광역시 사상구 대동로64번길 22,387,35.1354058,128.9766964
부산광역시 사상구 대동로64번길 22,387,35.1354058,128.9766964
부산광역시 사상구 대동로64번길 22,387,35.1354058,128.9766964
부산광역시 사상구 대동로64번길 22,387,35.1354058,128.9766964
부산광역시 사상구 대동로64번길 22,387,35.1354058,128.9766964
부산광역시 사상구 대동로64번길 22,387,35.1354058,128.9766964
부산광역시 사상구 학감대로 109-16,763,35.14014179999999,128.987031
부산광역시 사상구 학감대로 109-16,763,35.14014179999999,128.987031
부산광역시 사상구 백양대로934번길 84,780,35.1915082,128.9943741
부산광역시 사상구 백양대로934번길 84,780,35.1915082,128.9943741
부산광역시 사상구 백양대로934번길 84,780,35.1915082,128.9943741
부산광역시 사상구 백양대로934번길 84,780,35.1915082,128.9943741
부산광역시 사상구 백양대로 700번길 23,432,35.1697381,128.9897742
부산광역시 사상구 백양대로494번길 38,831,35.155069,129.0002839
부산광역시 사상구 백양대로494번길 38,831,35.155069,129.0002839
부산광역시 사상구 백양대로494번길 38,831,35.155069,129.0002839
부산광역시 사상구 백양대로494번길 38,831,35.155069,129.0002839
부산광역시 사상구 냉정로 120,312,35.149352,129.0132851
부산광역시 사상구 백양대로 372-15,988,35.1539689,129.0098016
부산광역시 사상구 백양대로 372-15,988,35.1539689,129.0098016
부산광역시 사상구 백양대로 372-15,988,35.1539689,129.0098016
부산광역시 사상구 백양대로 372-15,988,35.1539689,129.0098016
부산광역시 사상구 백양대로 372-15,988,35.1539689,129.0098016
부산광역시 사상구 사상로 512,160,35.1899793,128.9892593
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 엄궁로100,607,35.1244068,128.9761236
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
부산광역시 사상구 사상로342번길 39,350,35.175329,128.9872276
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
"부산광역시 사상구 엄궁북로 61, 62",1852,35.1283165,128.9775613
부산광역시 사상구 덕상로 8-37,517,35.1713452,128.9904782
부산광역시 사상구 덕상로 8-37,517,35.1713452,128.9904782
부산광역시 사상구 학감대로123번길 67,511,35.1399427,128.9851607
부산광역시 사상구 학감대로123번길 67,511,35.1399427,128.9851607
부산광역시 사상구 학감대로123번길 67,511,35.1399427,128.9851607
부산광역시 사상구 광장로104번길 37,172,35.160409,128.9886405
부산광역시 사상구 백양대로 526,839,35.1564696,128.9967886
부산광역시 사상구 백양대로934번길 94,498,35.1925811,128.9948309
부산광역시 사상구 백양대로934번길 94,498,35.1925811,128.9948309
부산광역시 사상구 백양대로934번길 94,498,35.1925811,128.9948309
부산광역시 사상구 백양대로934번길 94,498,35.1925811,128.9948309
부산광역시 사상구 백양대로934번길 94,498,35.1925811,128.9948309
부산광역시 사상구 백양대로934번길 94,498,35.1925811,128.9948309
부산광역시 사상구 모라로64번길 82,213,35.1904665,128.9842293
부산광역시 사상구 광장로 54,234,35.1618557,128.982279
부산광역시 사상구 모라로110번길 121,2529,35.1838375,128.9964024
부산광역시 사상구 모라로192번길 20-21,2385,35.1831271,129.0003768
부산광역시 사상구 학감대로 49번길28-39,720,35.1382633,128.9893754
부산광역시 사상구 광장로 21번길 66,291,35.1664014,128.9801325
"부산광역시 사상구 백양대로 539, 537",622,35.156116,128.993618
부산광역시 사상구 괘감로 146,190,35.1556464,128.9902381
부산광역시 사상구 덕상로117,390,35.1819689,128.9899879
부산광역시 사상구 삼락동 413-6(낙동대로 1264번길 2423-8,29,35.1728289,128.9781658
부산광역시 사상구 모라1동 656-2,28,35.189683,128.988681
부산광역시 사상구 모라1동  648-1,90,35.189683,128.988681
부산광역시 사상구 모라1동 656-5,48,35.189683,128.988681
부산광역시 사상구 모라1동 655-7,90,35.189683,128.988681
부산광역시 사상구 모라1동 277-2,26,35.189683,128.988681
부산광역시 사상구 모라1동 656-3,100,35.189683,128.988681
부산광역시 사상구 모라1동1326,120,35.189683,128.988681
부산광역시 사상구 모라1동 1341,174,35.189683,128.988681
부산광역시 사상구 모라1동 332,24,35.189683,128.988681
부산광역시 사상구 덕포1동 198,280,35.1703595,128.9832615
"부산광역시 사상구 덕포1동 191-9,2",100,35.1703595,128.9832615
부산광역시 사상구 덕포1동 213-1,85,35.1703595,128.9832615
부산광역시 사상구 괘법동 583-2,30,35.1577791,128.9851874
부산광역시 사상구 괘법동 552-18,34,35.1593822,128.9877009
부산광역시 사상구 주례1동 692-36,30,35.1547883,129.0033328
부산광역시 사상구 모라동 991-2,122,35.1895008,128.9890555
부산광역시 사상구 주례1동 279,39,35.1547883,129.0033328
부산광역시 사상구 주례1동 317,276,35.1547883,129.0033328
부산광역시 사상구 주례2동 152-20,60,35.1491786,129.0112943
부산광역시 사상구 주례2동 84-28,34,35.1491786,129.0112943
부산광역시 사상구 주례2동 101,20,35.1491786,129.0112943
부산광역시 사상구 주례2동 92-2,49,35.1491786,129.0112943
부산광역시 사상구 주례2동 55-4,85,35.1491786,129.0112943
부산광역시 사상구 주례2동 84-175,32,35.1491786,129.0112943
부산광역시 사상구 주례2동 54-3,42,35.1491786,129.0112943
부산광역시 사상구 주례2동 92-307,110,35.1491786,129.0112943
부산광역시 사상구 주례2동 83-1,48,35.1491786,129.0112943
부산광역시 사상구 삼락동 365-1,32,35.1824537,128.976956
부산광역시 사상구 주례2동 80-142,69,35.1491786,129.0112943
부산광역시 사상구 주례3동 519-6,210,35.2004263,129.07332
부산광역시 사상구 주례3동 122,245,35.2004263,129.07332
부산광역시 사상구 주례3동 90-1,49,35.2004263,129.07332
부산광역시 사상구 주례3동 506,48,35.2004263,129.07332
부산광역시 사상구 학장동 580-2,36,35.1405194,128.9796667
부산광역시 사상구 학장동 574-13,190,35.1396721,128.9819828
부산광역시 사상구 학장동 574-23,210,35.1388448,128.9821689
부산광역시 사상구 학장동 437,236,35.1400045,128.9858724
부산광역시 사상구 엄궁동 11-41,85,35.1343105,128.9750316
부산광역시 사상구 엄궁동 37-3,156,35.1297979,128.975856
부산광역시 사상구 주례2동 10-26,48,35.1491786,129.0112943
부산광역시 사상구 주례3동 630,48,35.2004263,129.07332
부산광역시 사상구 주례2동 213-7,118,35.1491786,129.0112943
부산광역시 사상구 엄궁동 567-9,44,35.1305749,128.9725565
부산광역시 사상구 주례2동 221-1,71,35.1491786,129.0112943
부산광역시 사상구 괘법동 499-3,108,35.1599615,128.9892808
부산광역시 사상구 주례동 92-397,24,35.1480654,129.0098577
부산광역시 사상구 주례동 92-496,24,35.1481496,129.0099894
부산광역시 사상구 주례동 149-4,20,35.1504175,129.0095053
부산광역시 사상구 괘법동 521-1,48,35.1652844,128.9797477
부산광역시 사상구 주례동 149-27,20,35.150263,129.009548
부산광역시 사상구 주례동 149-5,20,35.1502709,129.0097398
부산광역시 사상구 주례동 150-1,20,35.1504642,129.0097181
부산광역시 사상구 주례동 5-2,29,35.1530076,129.0144906
부산광역시 사상구 모라동 986-3,88,35.1892244,128.9887198
부산광역시 사상구 주례동 74-46,22,35.149773,129.0120724
부산광역시 사상구 괘법동 541-3,61,35.164127,128.9873797
부산광역시 사상구 괘법동 523-4,66,35.1669634,128.9813323
부산광역시 사상구 괘법동 273-1,85,35.1651145,128.9842765
부산광역시 사상구 괘법동 524-17,64,35.1663935,128.9821651
부산광역시 사상구 괘법동 542-15,32,35.1636948,128.9868188
부산광역시 사상구 괘법동 545-4,125,35.1632621,128.9855353
부산광역시 사상구 덕포동 416-7,143,35.1731496,128.9843068
부산광역시 사상구 괘법동 525-10,119,35.1651146,128.9820165
부산광역시 사상구 괘법동 270-9,112,35.1657864,128.9840441
부산광역시 사상구 학감대로267번길20,90,35.1552361,128.9895739
부산광역시 사하구 낙동대로 265  ,274,35.0984348,128.9875348
부산광역시 사하구 괴정로270번길 34  ,300,35.0955454,128.9902426
부산광역시 사하구 낙동대로 263  ,312,35.0982262,128.9892849
부산광역시 사하구 사하로141번길 20  ,176,35.0949831,128.9920552
부산광역시 사하구 다송로 36  ,520,35.0648491,128.9808229
부산광역시 사하구 다송로 7  ,389,35.0668897,128.9815068
부산광역시 사하구 낙동대로575번길 10  ,519,35.1141671,128.961448
부산광역시 사하구 장평로 311  ,312,35.0944176,128.9743761
부산광역시 사하구 사하로141번나길 35-4  ,250,35.0938975,128.9891132
부산광역시 사하구 오작로 68 ,270,35.0991259,128.9999108
부산광역시 사하구 윤공단로17번길 103  ,408,35.0564034,128.9665927
부산광역시 사하구 다대로 301  ,828,35.0749867,128.9775306
부산광역시 사하구 신산북로43번길 43 ,505,35.0929496,128.9697062
부산광역시 사하구 윤공단로 103  ,417,35.059628,128.9692862
부산광역시 사하구 오작로 46  ,228,35.0986705,128.998952
부산광역시 사하구 다대로 430  ,750,35.0633145,128.9787396
부산광역시 사하구 다대로 400  ,570,35.0668653,128.9786155
부산광역시 사하구 다대로 470  ,714,35.0626186,128.9766577
부산광역시 사하구 마하로 81 ,210,35.1064462,128.9840872
부산광역시 사하구 승학로 123-4  ,299,35.1041578,128.9789564
부산광역시 사하구 두송로 25  ,255,35.0793653,128.9792588
부산광역시 사하구  하신중앙로180 ,937,35.0954445,128.9636375
부산광역시 사하구 제석로95번길 22-5  ,194,35.1098868,128.9783312
부산광역시 사하구 장평로41번길 61  ,447,35.0719184,128.9707306
부산광역시 사하구 제석로79번길 11  ,384,35.1080183,128.9752498
부산광역시 사하구 다대로22번길 30 ,270,35.0988256,128.9753697
부산광역시 사하구 장평로41번길 19  ,450,35.0688504,128.9723236
부산광역시 사하구 하신번영로 365  ,1746,35.1114801,128.9589157
부산광역시 사하구 하신번영로 233  ,2980,35.1011974,128.9573533
부산광역시 사하구 다대로277번길 141 ,298,35.0767358,128.9827103
부산광역시 사하구 사하로 47 ,496,35.0861503,128.9923104
부산광역시 사하구 다대로 109  ,217,35.0925575,128.9784576
부산광역시 사하구 다대로 109  ,282,35.0925575,128.9784576
부산광역시 사하구 다대로227번길 45 ,187,35.0801443,128.9787403
부산광역시 사하구 장평로41번길 51 ,288,35.0700987,128.9704954
부산광역시 사하구 다대로 473  ,2181,35.0607447,128.9782654
부산광역시 사하구 다대로 617  ,987,35.0517627,128.9724774
부산광역시 사하구 다대로277번길 56  ,216,35.0760257,128.980341
부산광역시 사하구 비봉로 42  ,937,35.0974709,128.9665807
부산광역시 사하구 감천로 38 ,200,35.0905589,128.9965348
부산광역시 사하구 하신중앙로 170  ,992,35.0944547,128.9645279
부산광역시 사하구 다대로381번길 75  ,996,35.066341,128.9843609
부산광역시 사하구 다대로381번길 99  ,500,35.0647069,128.9859865
부산광역시 사하구 장평로 378  ,207,35.0963367,128.9806945
부산광역시 사하구 다송로 59  ,1920,35.0620445,128.9855034
부산광역시 사하구 두송로 47 ,152,35.0790337,128.9810539
부산광역시 사하구 감천로 175  ,307,35.0842855,129.0099446
부산광역시 사하구 오작로 104 ,299,35.1003041,129.003992
부산광역시 사하구 감천로 32  ,224,35.0908768,128.9959791
부산광역시 사하구 제석로 127  ,423,35.1098114,128.9795093
부산광역시 사하구 다대로 339 ,472,35.0724574,128.9779264
부산광역시 사하구 동매로 120 ,533,35.1014039,128.9715645
부산광역시 사하구 다대낙조2길 11  ,640,35.0513741,128.9645324
부산광역시 사하구 다대로429번길 20  ,1669,35.06243680000001,128.980904
부산광역시 사하구 다대낙조2길 50  ,2107,35.0521407,128.9624021
부산광역시 사하구 다대낙조2길 14  ,2960,35.0523854,128.9680143
부산광역시 사하구 승학로233번길 33  ,298,35.1035508,128.9893581
부산광역시 사하구 승학로233번길 50  ,235,35.1041731,128.9900721
부산광역시 사하구 감천로 24  ,477,35.0903078,128.9950769
부산광역시 사하구 승학로 221  ,225,35.10135,128.9885258
부산광역시 사하구 비봉로 37  ,297,35.0982403,128.9651456
부산광역시 사하구 다대로381번길 105  ,260,35.0630712,128.9867859
부산광역시 사하구 다대낙조1길 12  ,546,35.0494062,128.9669479
부산광역시 사하구 다대낙조1길 42  ,546,35.0487859,128.9685319
부산광역시 사하구 제석로95번길 21  ,183,35.1089882,128.9767774
부산광역시 사하구 낙동대로520번길 14  ,448,35.1104595,128.9676299
부산광역시 사하구 을숙도대로709번길 31  ,584,35.08814,128.9852371
부산광역시 사하구 사하로 80  ,498,35.0892919,128.9953898
부산광역시 사하구 다대로381번길 41  ,268,35.0680106,128.9829037
부산광역시 사하구 다대로227번길 37  ,402,35.0809867,128.9790409
부산광역시 사하구 사하로 74-6  ,299,35.0881531,128.9960278
부산광역시 사하구 신산로 187  ,176,35.090186,128.9759465
부산광역시 사하구 비봉로 29  ,276,35.0979266,128.9644091
부산광역시 사하구 괴정로 76  ,162,35.1015982,128.9715654
부산광역시 사하구 다대로227번길 15  ,298,35.0826613,128.9793988
부산광역시 사하구 다대로277번길 124  ,261,35.0754461,128.9831942
부산광역시 사하구 감천로21번길 35  ,634,35.0938023,128.9960139
부산광역시 사하구 다대로277번길 85  ,990,35.0767275,128.9814023
부산광역시 사하구 옥천로 87  ,176,35.0941896,129.009628
부산광역시 사하구 하신번영로 400  ,1828,35.1176661,128.9617002
부산광역시 사하구 하신중앙로 2  ,1973,35.0774009,128.9648509
"부산광역시 사하구 제석로 160 (당리동, 동원베네스트아파트) ",499,35.1114449,128.9837594
부산광역시 사하구 장평로 119  ,392,35.0767872,128.9714881
"부산광역시 사하구 제석로 171 (당리동, 동원베네스트아파트) ",432,35.1114449,128.9837594
부산광역시 사하구 괴정로244번길 57  ,163,35.0938877,128.9875558
부산광역시 사하구 대티로1번길 22 ,470,35.1046782,128.9997315
부산광역시 사하구 장평로 87 ,650,35.0745493,128.9719861
부산광역시 사하구 다대낙조2길 100  ,3462,35.0566331,128.9656489
부산광역시 사하구 승학로71번길 60 ,298,35.1059219,128.9779072
부산광역시 사하구 다대동로 30  ,280,35.0561904,128.9720269
부산광역시 사하구 낙동대로 301  ,211,35.0991538,128.9841874
부산광역시 사하구 낙동대로 203 ,234,35.1000978,128.9947105
부산광역시 사하구 대티로17번길 47 ,165,35.1059959,129.0024728
부산광역시 사하구 장평로 339 ,256,35.0952386,128.9764423
부산광역시 사하구 윤공단로 123,972,35.0620165,128.9724941
부산광역시 사하구 승학로71번길 30,542,35.1046826,128.977199
부산광역시 사하구 을숙도대로709번길 22 ,419,35.0868104,128.9851634
부산광역시 사하구 다송로 23 ,1326,35.0651026,128.9829904
부산광역시 사하구 사리로70번길 24,248,35.1051549,129.0008029
부산광역시 사하구 장림번영로 50,284,35.0802967,128.9708334
부산광역시 사하구 낙동대로 180,182,35.1019864,128.9966772
부산광역시 사하구 서포로30번길 26,1068,35.0797336,128.9866842
부산광역시 사하구 신산북로 5,298,35.0933439,128.9658009
부산광역시 사하구 사하로 183,299,35.0977159,128.9931836
부산광역시 사하구 신산북로43번길 59,990,35.0950837,128.9718661
부산광역시 사하구 승학로71번길 46,279,35.1062203,128.9772526
부산광역시 사하구 사하로 182 ,265,35.0980065,128.9944298
부산광역시 사하구 서포로30번길 12,946,35.0816497,128.9849706
부산광역시 사하구 장림번영로 96,202,35.0801035,128.9757129
부산광역시 사하구 장림번영로 104,494,35.0802746,128.9768725
부산광역시 사하구 사하로 189,152,35.098467,128.9934617
부산광역시 사하구 다대로 328 ,154,35.073381,128.976027
부산광역시 사하구 사하로142번길 38 ,150,35.0948855,128.9948752
부산광역시 사하구 장림번영로 76 ,221,35.0800902,128.9739538
부산광역시 사하구 낙동대로 280,513,35.0999256,128.9849404
부산광역시 사하구 서포로30번길 42,665,35.0802846,128.9886861
부산광역시 사하구 신산북로41,969,35.09291530000001,128.967646
부산광역시 사하구 사리로 106 ,835,35.1060226,128.9988525
부산광역시 사하구 낙동대로 413 ,356,35.1083823,128.9813515
부산광역시 사하구 괴정로 166 ,1314,35.1000127,128.9788209
부산광역시 서구 구덕로 301번길 9,25,35.1105475,129.0169334
부산광역시 서구 까치고개로 239번길 7-3,41,35.0999086,129.0217841
부산광역시 서구 천해로 13번길 3,288,35.08311279999999,129.0171524
부산광역시 서구 구덕로 350,180,35.1150347,129.015898
부산광역시 서구 구덕고 186번길 37,34,35.1381968,128.9915116
부산광역시 서구 까치고개로 239번길 12,21,35.1000742,129.0223639
부산광역시 서구 천마로 229,33,35.096024,129.0222534
부산광역시 서구 천마로 205번길 32,23,35.0948761,129.022007
부산광역시 서구 천마로 187번길 20,47,35.0921567,129.0210831
부산광역시 서구 천마로 205번길 39,60,35.0952765,129.021577
부산광역시 서구 천마로 205번길 27,29,35.0947228,129.0214917
부산광역시 서구 해돋이로340번길 10-2,21,35.1063102,129.0164073
부산광역시 서구 흑교로 105번길 10,26,35.1072064,129.0211152
부산광역시 서구 대영로 73번길 39,410,35.1119186,129.0190942
부산광역시 서구 까치고개로 197번길 25-1,41,35.1010359,129.0171384
부산광역시 서구 대신로 74,21,35.1152685,129.0126009
부산광역시 서구 천마로 57,70,35.0824256,129.0213821
부산광역시 서구 천마로 57,36,35.0824256,129.0213821
부산광역시 서구 충무시장길 54,28,35.0940108,129.0229338
부산광역시 서구 남부민로 12번길 67,25,35.0871231,129.0236299
부산광역시 서구 망양로 10,38,35.1114928,129.0130027
부산광역시 서구 천마로 42,40,35.081471,129.0215596
부산광역시 서구 대영로 78,45,35.1103611,129.0197133
부산광역시 서구 충무대로 83번길 59,24,35.0814992,129.0228995
부산광역시 서구 충무대로 58-8,21,35.0781864,129.0193889
부산광역시 서구 감천로 219,67,35.0823049,129.0119242
부산광역시 서구 해돋이로 400번길 1,31,35.1081295,129.010948
부산광역시 서구 망양로 111번길 12,30,35.117795,129.0195819
부산광역시 서구 해돋이로 136,49,35.09100970000001,129.0218265
부산광역시 서구 충무대로 58-8,24,35.0781864,129.0193889
부산광역시 서구 충무대로 82번길 5,28,35.0792022,129.0216277
부산광역시 서구 천마로 27번길 10,28,35.080938,129.0198672
부산광역시 서구 해돋이로 269번길 12,21,35.1006351,129.0156868
부산광역시 서구 망양로 142,30,35.1158741,129.0215654
부산광역시 서구 천마로 192,20,35.0926441,129.0224525
부산광역시 서구 충무대로 255번길 9,48,35.0930493,129.0232601
부산광역시 서구 꽃마을로 65,35,35.119398,129.0105954
부산광역시 서구 까치고개로 120-25,40,35.1026791,129.0104088
부산광역시 서구 충무대로 185,116,35.0871603,129.0240454
부산광역시 서구 망양로 159번길 10-7,29,35.1155265,129.0243831
부산광역시 서구 까치고개로 159,30,35.10021640000001,129.0136066
부산광역시 서구 충무대로 34번길 15,80,35.077912,129.0170114
부산광역시 서구 충무대로 83번길 51,48,35.0815628,129.0222556
부산광역시 서구 충무대로 64,108,35.0782998,129.0199889
부산광역시 서구 망양로 111번길 18-8,48,35.1177353,129.0199266
부산광역시 서구 천마로 17,116,35.0800777,129.0198872
부산광역시 서구 보수대로 321,24,35.1199863,129.0111616
부산광역시 서구 감천로 277,181,35.0801621,129.0181747
부산광역시 서구 성산길 51-8,48,35.0815638,129.0121462
부산광역시 서구 송도해변로 31-1,82,35.0716382,129.0166569
부산광역시 서구 보수대로 311,75,35.1196469,129.0116499
부산광역시 서구 장군산로 46번길 27,48,35.0736243,129.0139751
부산광역시 서구 암남공원로 72,208,35.0703163,129.0170482
부산광역시 서구 감천로 271,268,35.0812572,129.017193
부산광역시 서구 암남공원로 52,150,35.0713694,129.0156756
부산광역시 서구 시약로 11,85,35.1106472,129.0093268
부산광역시 서구 송도해변로 33,89,35.0722135,129.0166205
부산광역시 서구 까치고개로 104,101,35.1042403,129.0109908
부산광역시 서구 암남로 82,28,35.0774043,129.0138043
부산광역시 서구 망양로 33번길 27,116,35.11357539999999,129.0125377
부산광역시 서구 충무대로 8,83,35.0766283,129.0167139
부산광역시 서구 꽃마을로 43,564,35.1175605,129.0110198
부산광역시 서구 천해로 7번길 33,295,35.0817305,129.019476
부산광역시 서구 천해로 7번길 55-16,46,35.0805161,129.0193806
부산광역시 서구 보수대로 320번길 11,218,35.1207881,129.0117847
부산광역시 서구 까치고개로 91,66,35.1047325,129.0110935
