주소,세대수,위도,경도
부산광역시 동래구 차밭골로 38-3 ,8,35.21763019999999,129.0777374
부산광역시 동래구 차밭골로 38-2 ,8,35.2176403,129.0775457
부산광역시 동래구 명안로46번나길 1 ,7,35.2005945,129.1053046
부산광역시 동래구 명장로48번길 29 ,8,35.2034739,129.1062253
부산광역시 동래구 금강로61번길 84 ,7,35.2173668,129.0745292
부산광역시 동래구 미남로102번길 31 ,11,35.203652,129.0711641
부산광역시 동래구 금강로 63 ,20,35.2150476,129.0768894
부산광역시 동래구 여고로 107-4 ,6,35.1984886,129.0746559
부산광역시 동래구 여고북로123번길 58 ,8,35.2037329,129.0710039
부산광역시 동래구 충렬대로270번길 13 ,15,35.2001607,129.0886696
부산광역시 동래구 차밭골로21번길 10 ,16,35.2160142,129.0788901
부산광역시 동래구 미남로 138 ,16,35.2062241,129.0698321
부산광역시 동래구 석사로33번길 7 ,13,35.1996506,129.0627961
부산광역시 동래구 여고북로23번길 42-1 ,7,35.2027385,129.0679871
부산광역시 동래구 사직로 8 ,329,35.1969838,129.0646819
부산광역시 동래구 아시아드대로146번길 1,1064,35.1977514,129.0675007
부산광역시 동래구 명안로78번길 20 ,16,35.2033504,129.1053067
부산광역시 동래구 아시아드대로220번길 31 ,10,35.2030037,129.0684099
부산광역시 동래구 금강로 100 ,96,35.2176963,129.0792829
부산광역시 동래구 명안로78번길 16 ,16,35.2033689,129.1050978
부산광역시 동래구 충렬대로256번가길 25 ,56,35.2004078,129.088131
부산광역시 동래구 여고북로123번다길 3 ,11,35.2029771,129.0713003
부산광역시 동래구 충렬대로375번길 9-6 ,8,35.1980997,129.0994921
부산광역시 동래구 반송로218번길 7-5 ,8,35.2002559,129.0983573
부산광역시 동래구 충렬대로255번길 12 ,29,35.2013177,129.087869
부산광역시 동래구 아시아드대로208번길 29 ,8,35.2020865,129.0676789
부산광역시 동래구 충렬대로148번길 8 ,5,35.204661,129.0761541
부산광역시 동래구 시실로135번길 35 ,5,35.2107135,129.0974648
부산광역시 동래구 아시아드대로231번길 11 ,20,35.2047654,129.0667295
부산광역시 동래구 반송로218번길 7-1 ,8,35.2001285,129.0982818
부산광역시 동래구 금강로106번길 41 ,85,35.2185389,129.0814369
부산광역시 동래구 충렬대로428번길 30 ,59,35.1951845,129.1041886
부산광역시 동래구 반송로 315-5 ,8,35.2074126,129.1030421
부산광역시 동래구 안연로 75 ,5,35.1939076,129.098282
부산광역시 동래구 충렬대로428번길 40 ,16,35.1948594,129.1041681
부산광역시 동래구 시실로145,51,35.2102807,129.0967342
부산광역시 동래구 충렬대로86번길 15 ,12,35.2061453,129.0703841
부산광역시 동래구 반송로250번길 8-3 ,8,35.20218070000001,129.0994438
부산광역시 동래구 안연로102번길 39 ,8,35.1963276,129.1000163
부산광역시 동래구 반송로 265-5,4,35.2039111,129.1004668
부산광역시 동래구 미남로 94,50,35.2023881,129.0696526
부산광역시 동래구 중앙대로 1453,241,35.2163546,129.0817495
부산광역시 동래구 연안로81번길 93-5,12,35.195607,129.1040504
부산 동래구 명륜로 151 ,215,35.2073052,129.0816651
부산광역시 동래구 석사로34번길 5,8,35.1993968,129.0633588
부산광역시 동래구 충렬사로 10-5,5,35.2002488,129.097405
부산광역시 동래구 석사북로 105,24,35.2059939,129.0675451
부산광역시 동래구 명륜로 63,28,35.19955849999999,129.0843125
부산광역시 동래구 여고로113번길 13-5,16,35.1988345,129.0746874
부산광역시 동래구 아시아드대로171번길 8,11,35.1997849,129.0642856
부산광역시 동래구 금강로106번길 14-1,28,35.2179534,129.0802382
부산광역시 동래구 석사로34번길 7,8,35.1993206,129.0634477
부산광역시 동래구 아시아드대로247번길 32-7,12,35.2070105,129.067039
부산광역시 동래구 차밭골로 36-8,16,35.216741,129.0775992
부산광역시 동래구 명안로45번길 51-3,12,35.2010507,129.1019131
부산광역시 동래구 충렬대로100번나길 7,8,35.2050458,129.0712775
부산광역시 동래구 충렬대로86번길 41,10,35.2049229,129.0703265
부산광역시 동래구 명서로112번길 81-3,16,35.209385,129.1008361
부산광역시 동래구 쇠미로121번길 48-22,8,35.204124,129.0574628
부산광역시 동래구 명안로18번길 44,8,35.1977663,129.1067411
부산광역시 동래구 안연로110번길 54,12,35.1964455,129.1007383
부산광역시 동래구 온천장로 110-1,47,35.2204332,129.084739
부산광역시 동래구 금강로 80-3,54,35.2162787,129.0783266
부산광역시 동래구 삼성대길 16,26,35.2036791,129.082459
부산광역시 동래구 시실로 119,702,35.2127503,129.0949779
부산광역시 동래구 쇠미로 153,582,35.2046368,129.0612732
부산광역시 동래구 사직로 16,230,35.1966892,129.0637445
부산광역시 동래구 쇠미로 197,219,35.2084979,129.0628311
부산 동래구 명륜로 222,493,35.2135784,129.0841228
부산광역시 동래구 석사로34번길 31,8,35.1986145,129.0643738
부산광역시 동래구 여고북로123번가길 17,8,35.2017269,129.0706181
부산광역시 동래구 금강로106번길 26,141,35.217963,129.0804844
부산광역시 동래구 쇠미로129번길 80,21,35.2056782,129.0587623
부산광역시 동래구 온천장로 115,66,35.220914,129.0844319
부산광역시 동래구 동래로116번길 32,18,35.2054923,129.0842808
부산광역시 동래구 명륜로139번길 22,671,35.20737930000001,129.0808408
부산광역시 동래구 온천천로339번길 51,732,35.1961891,129.0902975
부산광역시 동래구 아시아드대로255번길 14,762,35.2074824,129.0681863
부산광역시 동래구 수안로8번길 62,310,35.1942933,129.0910395
부산광역시 쇠미로121번길 91,219,35.2049067,129.0568783
부산광역시 명장로 65,1312,35.2058886,129.1078135
부산광역시 중앙대로1493번길 16,340,35.2193994,129.0842317
부산광역시 동래구 충렬대로 370,99,35.1973616,129.0987448
부산광역시 동래구 온천장로 75,72,35.2181308,129.0819523
부산광역시 동래구 아시아드대로 231번길 3,70,35.2046374,129.0670387
부산광역시 동래구 온천장로 107번길 38-7,70,35.2209892,129.0821032
부산광역시 동래구 충렬대로 86번길 102,35,35.2021865,129.0699647
부산광역시 동래구 여고로 40번길 10,22,35.1952329,129.0681496
부산광역시 동래구 충렬대로 238번가길 49-5,28,35.1992563,129.0870612
부산광역시 명장로 106번길 69,20,35.201993,129.1071517
부산광역시 동래구 반송로 164,395,35.1960094,129.0948937
부산광역시 동래구 아시아드대로 134번길 14,914,35.1962098,129.0678817
부산광역시 동래구 아시아드대로 202,439,35.2019012,129.0664653
부산광역시 동래구 수안로 8번길 38,176,35.1943785,129.0900564
부산광역시 동래구 온천천로 165,210,35.2047092,129.0790764
부산광역시 동래구 미남로 102번길 55,20,35.20395269999999,129.0724437
부산광역시 동래구 충렬대로 256번길 25-10,40,35.2000128,129.0875446
부산광역시 동래구 여고북로 123번길 33,20,35.2026758,129.0711351
부산광역시 동래구 안락로 17번길 9,20,35.2011499,129.0991819
부산광역시 동래구 명륜로 98번길 29,48,35.2025232,129.0850376
부산광역시 동래구 명안로 78번길 25,64,35.20366509999999,129.1058393
부산광역시 동래구 명안로 17번길 16,20,35.1984071,129.1035422
부산광역시 온천장로 65번길 9,999,35.2174883,129.081941
부산광역시 금정마을로 150,3853,35.2114422,129.069004
부산광역시 동래로 57번길 94,874,35.2128113,129.0817579
부산광역시 동래구 온천장로 38,603,35.2174883,129.081941
부산공역시 동래구 온천장로 119번길 56,206,35.2220861,129.081954
부산광역시 부산진구 가야동 698,299,35.1549996,129.0340751
부산광역시 부산진구 가야동 128-1,298,35.1543297,129.0300481
부산광역시 부산진구 가야동 588,1048,35.1501969,129.0313257
부산광역시 부산진구 가야동 669-9,1772,35.146573,129.0253701
부산광역시 부산진구 가야동 361-85,386,35.1513944,129.0387716
부산광역시 부산진구 가야동 50-1,300,35.1556852,129.0391051
부산광역시 부산진구 가야동 55,299,35.1557764,129.0379931
부산광역시 부산진구 가야동 699,212,35.152884,129.0290631
부산광역시 부산진구 개금동 566-51,246,35.1435773,129.0207305
부산광역시 부산진구 개금동 796,489,35.1544353,129.0266733
부산광역시 부산진구 개금동 19-6,480,35.1593509,129.0218003
부산광역시 부산진구 개금동 10,296,35.1605857,129.0234457
"부산광역시 부산진구 개금동 627-1,628-1,629-1",629,35.1464076,129.0164903
부산광역시 부산진구 개금동 1-7,980,35.1628045,129.0259623
부산광역시 부산진구 개금동 53-1,380,35.1594541,129.0262731
부산광역시 부산진구 개금동 53,2544,35.1598492,129.029178
부산광역시 부산진구 개금동 2-1,180,35.1616105,129.0258888
부산광역시 부산진구 개금동 618-2,1424,35.1479454,129.0193139
부산광역시 부산진구 개금동 19-2,450,35.1600805,129.0225982
부산광역시 부산진구 개금동 산54-4,325,35.1453626,129.0220346
부산광역시 부산진구 개금동 875,620,35.1525214,129.0209734
부산광역시 부산진구 개금동 1-12,894,35.1636039,129.0286198
부산광역시 부산진구 개금동 1-4,240,35.1620147,129.023909
부산광역시 부산진구 개금동 197-5,231,35.153768,129.0247612
"부산광역시 부산진구 개금동 455,596",2510,35.1538759,129.0206464
부산광역시 부산진구 개금동 57,360,35.1612915,129.0283536
부산광역시 부산진구 당감동 516,2716,35.161126,129.0326348
부산광역시 부산진구 당감동 791,1153,35.1685111,129.0285427
부산광역시 부산진구 당감동 792-3,298,35.1671678,129.0273006
부산광역시 부산진구 당감동 515-1,240,35.1642138,129.0324385
부산광역시 부산진구 당감동 807-4,1090,35.1679877,129.025442
부산광역시 부산진구 당감동 797,851,35.1708163,129.027622
부산광역시 부산진구 당감동 794,1116,35.1723789,129.026657
부산광역시 부산진구 당감동 99-1,288,35.1571209,129.046543
부산광역시 부산진구 당감동 1024,535,35.1588677,129.0493583
"부산광역시 부산진구 당감동 175-2,177-1,177-3,447-3,473-5",1074,35.1616798,129.0397871
부산광역시 부산진구 당감동 128-2,436,35.15792,129.0399383
부산광역시 부산진구 당감동 659-1,214,35.1674545,129.0321475
부산광역시 부산진구 당감동 109-1,668,35.1569198,129.0422697
부산광역시 부산진구 당감동 123,820,35.1565234,129.040214
부산광역시 부산진구 범천동 1647,630,35.143857,129.0538694
부산광역시 부산진구 범천동 1057-2,405,35.1566836,129.0497566
부산광역시 부산진구 범천동 851-1,184,35.1463247,129.0619247
부산광역시 부산진구 범천동 851-1,315,35.1463247,129.0619247
부산광역시 부산진구 범천동 1256-2,188,35.1480676,129.0545667
부산광역시 부산진구 범천동 842-2,289,35.1442755,129.0624647
부산광역시 부산진구 범천동 944-1,946,35.1451625,129.056495
부산광역시 부산진구 범천동 1054,623,35.1561778,129.0491292
부산광역시 부산진구 범천동 966-8,292,35.1475398,129.0566077
부산광역시 부산진구 범천동 881-3,266,35.14443079999999,129.0582525
부산광역시 부산진구 범천동 879-2,606,35.14512819999999,129.0583723
부산광역시 부산진구 범천동 865,381,35.1498193,129.0576757
부산광역시 부산진구 범천동 974-16,196,35.148185,129.0562294
부산광역시 부산진구 범천동 1650,382,35.1561452,129.0475098
부산광역시 부산진구 범천동 1643,223,35.1442303,129.0610402
부산광역시 부산진구 부암동 725,630,35.1746,129.0298149
부산광역시 부산진구 부암동 69-5,260,35.1637555,129.0511199
부산광역시 부산진구 부암동 657,215,35.1745404,129.0347647
부산광역시 부산진구 부암동 720,718,35.1755361,129.0317968
부산광역시 부산진구 부암동 730,315,35.1735409,129.0323042
부산광역시 부산진구 부암동 735,559,35.16189019999999,129.0532589
부산광역시 부산진구 부암동 736,751,35.1651516,129.0444514
부산광역시 부산진구 부암동 739,243,35.1655815,129.0431555
부산광역시 부산진구 부암동 746,727,35.1647506,129.0471178
부산광역시 부산진구 부암동 303-6,294,35.1667142,129.0496598
부산광역시 부산진구 부암동 63-3,544,35.1632287,129.0510088
부산광역시 부산진구 부암동 731,296,35.1614954,129.0518034
부산광역시 부산진구 부암동 9-3,294,35.1687742,129.0518228
부산광역시 부산진구 부암동 55-6,546,35.1645262,129.0506321
부산광역시 부산진구 부암동 304-1,248,35.1682689,129.0496783
부산광역시 부산진구 부암동 48-3,566,35.166003,129.05086
부산광역시 부산진구 부암동 560-20,774,35.1721655,129.0384167
부산광역시 부산진구 부암동 751,389,35.1668789,129.0475784
부산광역시 부산진구 부암동 500,1812,35.1688974,129.0376402
부산광역시 부산진구 부전동 450,783,35.1535741,129.0540614
부산광역시 부산진구 부전동 537-9,1360,35.1514572,129.0611069
부산광역시 부산진구 범전동 450,1272,35.1651951,129.0635503
부산광역시 부산진구 부전동 505-6,358,35.15712370000001,129.0538825
부산광역시 부산진구 양정동 525,840,35.171123,129.068197
부산광역시 부산진구 양정동 273-1,268,35.1758872,129.0727325
부산광역시 부산진구 양정동 406-4,190,35.1741451,129.0702433
부산광역시 부산진구 양정동 350-3,150,35.171415,129.0712635
부산광역시 부산진구 양정동 458-5,1733,35.1733479,129.0631896
부산광역시 부산진구 양정동 458-20,1901,35.1720359,129.0654651
부산광역시 부산진구 양정동 367-14,276,35.1685623,129.0688573
부산광역시 부산진구 연지동 353-1,789,35.1723514,129.0489751
부산광역시 부산진구 연지동 381,176,35.1688412,129.047423
부산광역시 부산진구 연지동 1-6,191,35.1755222,129.0554151
부산광역시 부산진구 연지동 403,547,35.169636,129.0483867
부산광역시 부산진구 연지동 406,1011,35.1722371,129.047743
부산광역시 부산진구 연지동 1,451,35.1759728,129.0560984
부산광역시 부산진구 연지동 23-17,554,35.1744259,129.0572041
부산광역시 부산진구 연지동 322,350,35.1759169,129.052716
부산광역시 부산진구 연지동 50-6,654,35.1733466,129.0588208
부산광역시 부산진구 연지동 41-4,156,35.1716173,129.0579043
부산광역시 부산진구 전포동 892-21,548,35.1499504,129.0634716
부산광역시 부산진구 전포동 181-1,751,35.1609303,129.065795
부산광역시 부산진구 전포동 587,1395,35.1622737,129.0644
부산광역시 부산진구 전포동 683-11,432,35.1549485,129.0626844
부산광역시 부산진구 전포동 33-9,705,35.1630346,129.067523
부산광역시 부산진구 전포동 880-1,295,35.1519333,129.0644019
부산광역시 부산진구 전포동 9,258,35.1669741,129.0693087
부산광역시 부산진구 전포동 876-4,241,35.1617847,129.0631201
부산광역시 부산진구 전포동 190-25,173,35.1610781,129.0708628
부산광역시 부산진구 전포동 326,400,35.1554653,129.0722051
부산광역시 부산진구 전포동 191-661,268,35.1599128,129.0720519
부산광역시 부산진구 전포동 362-64,511,35.15063,129.0664291
부산광역시 부산진구 전포동 362-62,402,35.15114490000001,129.0659012
부산광역시 부산진구 초읍동 271-4,314,35.1758652,129.0477384
부산광역시 부산진구 초읍동 360-1,230,35.1882103,129.0483175
부산광역시 부산진구 초읍동 508,363,35.1810216,129.0578795
부산광역시 부산진구 초읍동 322-1,160,35.1873068,129.0496414
부산광역시 부산진구 초읍동 505,190,35.1811429,129.05516
부산광역시 부산진구 초읍동 365,318,35.1835761,129.0522484
부산광역시 부산진구 초읍동 671,160,35.1766574,129.0479609
부산광역시 부산진구 개금동 451-12,224,35.152641,129.0174666
부산광역시 부산진구 범천동 1000-24,150,35.1486539,129.0561971
부산광역시 부산진구 범천동 886-41,186,35.1431537,129.0588399
부산광역시 부산진구 양정동 397-1,187,35.1725446,129.0686008
부산광역시 부산진구 전포동 693-2,264,35.1537383,129.0634975
부산광역시 부산진구 전포동 878-26,215,35.1608092,129.0625953
부산광역시 부산진구 개금동1-1,990,35.162984,129.0230919
부산광역시 부산진구 당감동 797,383,35.1708163,129.027622
부산광역시 부산진구 범천동 1644,533,35.1474737,129.05501
부산광역시 부산진구 전포동 897,794,35.1667736,129.0678819
부산광역시 부산진구 전포동 903,500,35.1581055,129.0689433
부산광역시 부산진구 범천동 849-2,187,35.146757,129.0602158
"부산광역시 부산진구 부암3동596-3,596-1",48,35.1728191,129.0365573
부산광역시 부산진구 범전동263-5,25,35.1645457,129.0579736
부산광역시 부산진구 당감1동312-1,47,35.1653795,129.0334718
부산광역시 부산진구 범천1동737-7,69,35.145525,129.0601475
부산광역시 부산진구 범천1동842-10,25,35.145525,129.0601475
부산광역시 부산진구 부암1동39-1,56,35.1632813,129.0508611
부산광역시 부산진구 부암동 98-8,40,35.1635589,129.0538079
부산광역시 부산진구 부암1동80-8,146,35.1632813,129.0508611
부산광역시 부산진구 전포4동 산99-46,50,35.1610923,129.0758523
부산광역시 부산진구 전포2동 192-14,50,35.1616769,129.0675749
부산광역시 부산진구 초읍동134-5,50,35.1786228,129.045094
부산광역시 부산진구 부전동 573-26,59,35.1630328,129.0611559
부산광역시 부산진구 범천1동841-303,33,35.145525,129.0601475
부산광역시 부산진구 전포1동684-5,28,35.1545851,129.066032
부산광역시 부산진구 연지동376-8,144,35.1692211,129.0497407
부산광역시 부산진구 개금1동613-1,170,35.153035,129.021363
부산광역시 부산진구 전포1동317-40,87,35.1545851,129.066032
부산광역시 부산진구 초읍동225,36,35.1773531,129.0530316
부산광역시 부산진구 개금1동산52-6,122,35.153035,129.021363
부산광역시 부산진구 초읍동268-1,50,35.1752245,129.0493367
부산광역시 부산진구 부암1동80-6,50,35.1632813,129.0508611
부산광역시 부산진구 연지동15-1,28,35.1740755,129.0568389
부산광역시 부산진구 초읍동293-6,48,35.1808098,129.0460778
부산광역시 부산진구 개금1동135-4,40,35.1515039,129.0217906
부산광역시 부산진구 가야2동634-1,45,35.1514938,129.0275607
부산광역시 부산진구 당감3동479-8,45,35.1629115,129.0350783
부산광역시 부산진구 당감1동479-6,40,35.1653795,129.0334718
부산광역시 부산진구 부암1동35-6,30,35.1632813,129.0508611
부산광역시 부산진구 가야2동160,45,35.152293,129.0288684
부산광역시 부산진구 개금3동424-9,32,35.1590432,129.0229516
부산광역시 부산진구 당감3동486,125,35.1596431,129.0329255
"부산광역시 부산진구 당감3동479-2,495-9",594,35.1629115,129.0350783
부산광역시 부산진구 개금3동410,30,35.1590432,129.0229516
부산광역시 부산진구 전포1동339-2,29,35.1545851,129.066032
부산광역시 부산진구 가야2동611,24,35.1498334,129.0285437
부산광역시 부산진구 전포동33-371,24,35.1609038,129.0682615
부산광역시 부산진구 양정1동463-1,20,35.1718776,129.0670235
부산광역시 부산진구 가야2동617-8,40,35.1512126,129.0286322
"부산광역시 부산진구 초읍동215-22,544-17",175,35.1786414,129.0534929
부산광역시 부산진구 전포1동327-84,49,35.1545851,129.066032
부산광역시 부산진구 양정2동406-6,78,35.1740552,129.0733363
부산광역시 부산진구 부암동289-42,70,35.1646888,129.0455205
부산광역시 부산진구 당감3동480-12,60,35.1596431,129.0329255
부산광역시 부산진구 전포1동327-22,45,35.1545851,129.066032
부산광역시 부산진구 범천2동1252-70,50,35.1480594,129.0485364
부산광역시 부산진구 범천2동1284-7,102,35.1480594,129.0485364
부산광역시 부산진구 부암1동315-64,25,35.1632813,129.0508611
부산광역시 부산진구 연지동172,123,35.1701621,129.0518397
부산광역시 부산진구 부암1동319,242,35.1632813,129.0508611
부산광역시 부산진구 부암3동380-7,49,35.1728191,129.0365573
부산광역시 부산진구 양정2동271-2,156,35.1740552,129.0733363
부산광역시 부산진구 가야3동459-16,125,35.14780990000001,129.0346227
부산광역시 부산진구 부암3동452-35,48,35.1728191,129.0365573
부산광역시 부산진구 가야3동산32-1,185,35.155251,129.0454227
부산광역시 부산진구 가야2동611-5,264,35.1497058,129.0279694
부산광역시 부산진구 가야2동599-5,48,35.15045,129.0295429
부산광역시 부산진구 가야2동657-50,224,35.1480557,129.024889
부산광역시 부산진구 개금1동492-10,84,35.1515039,129.0217906
부산광역시 부산진구 연지동198-1,260,35.171072,129.0532737
부산광역시 부산진구 범천2동1287-2,34,35.1480594,129.0485364
부산광역시 부산진구 가야1동5-56,48,35.1508121,129.0380713
부산광역시 부산진구 당감4동770,144,35.165398,129.037855
부산광역시 부산진구 부암1동332-6,198,35.1632813,129.0508611
부산광역시 부산진구 가야2동648,150,35.1497806,129.0258852
부산광역시 부산진구 개금3동281-5,25,35.1590432,129.0229516
부산광역시 부산진구 초읍동182-3,30,35.1803417,129.0524905
부산광역시 부산진구 당감4동768-1,248,35.165398,129.037855
부산광역시 부산진구 가야1동5-44,65,35.1508121,129.0380713
부산광역시 부산진구 부암1동320-66,100,35.1632813,129.0508611
부산광역시 부산진구 가야2동664-4,102,35.1492653,129.024345
부산광역시 부산진구 전포동191-464,108,35.1578812,129.0719783
부산광역시 부산진구 범천2동1284-1,138,35.1480594,129.0485364
부산광역시 부산진구 전포2동191-3,115,35.1616769,129.0675749
부산광역시 부산진구 범천2동1252-125,76,35.1480594,129.0485364
부산광역시 부산진구 초읍동540-11,73,35.1810924,129.0542422
부산광역시 부산진구 전포동191-236,32,35.1592872,129.0723612
부산광역시 부산진구 초읍동402-1,104,35.1817433,129.0544731
부산광역시 부산진구 초읍동349,60,35.1843081,129.0482325
부산광역시 부산진구 범천2동1287-1,92,35.1480594,129.0485364
부산광역시 부산진구 가야2동 159,41,35.15238040000001,129.0292222
부산광역시 부산진구 부암3동 601-28,139,35.1728191,129.0365573
부산광역시 부산진구 초읍동 670,49,35.1818462,129.0519896
부산광역시 부산진구 가야동 48-274,116,35.1545025,129.0412384
부산광역시 부산진구 연지동179-1,85,35.1713217,129.0504444
부산광역시 부산진구 당감동1023-0,71,35.1678185,129.0337117
부산광역시 부산진구 범천동974-2,102,35.1481642,129.0566449
부산광역시 부산진구 초읍동269-8,40,35.1738655,129.0496589
부산광역시 부산진구 초읍동349-0,60,35.1843081,129.0482325
부산광역시 부산진구 초읍동519-5,28,35.1795337,129.0580635
부산광역시 부산진구 범전동9-151,133,35.1690208,129.0654252
부산광역시 부산진구 전포동317-40,49,35.1567342,129.0718091
부산광역시 부산진구 양정동238-3,20,35.1783207,129.0742095
부산광역시 부산진구 범천동854-2,101,35.1471781,129.0611497
부산광역시 부산진구 전포동890-1,178,35.1512872,129.0646041
부산광역시 부산진구 전포동191-464,108,35.1578812,129.0719783
부산광역시 부산진구 초읍동513-30,114,35.1815752,129.0593791
부산광역시 부산진구 양정동365-3,24,35.1685453,129.0694433
부산광역시 부산진구 가야동385-0,130,35.1543553,129.0388797
"부산광역시 부산진구 범전동329-15,43-4",20,35.1658202,129.0611975
부산광역시 부산진구 부암동 55-6,546,35.1645262,129.0506321
부산광역시 부산진구 개금동 540-118,8,35.148872,129.0214609
부산광역시 부산진구 당감동 700,35,35.168325,129.0348953
부산광역시 부산진구 초읍동 353-1,27,35.1858181,129.0475008
부산광역시 부산진구 양정동 139-22,23,35.1755583,129.0749785
부산광역시 부산진구 초읍동 513-44,16,35.1819798,129.0591186
부산광역시 부산진구 개금동 424-6,36,35.1562149,129.0225697
부산광역시 부산진구 범천동 847-2,225,35.1440215,129.0596799
부산광역시 부산진구 부암동 80-7,216,35.1653885,129.0524458
부산광역시 부산진구 부산진구 양정동 355-1,20,35.1706777,129.0710777
부산광역시 부산진구 부산진구 양정동 143-4,20,35.1765741,129.0753081
부산광역시 부산진구 부산진구 양정동 399-3,20,35.1723861,129.0681447
부산광역시 부산진구 부산진구 양정동 355-45,20,35.1706121,129.0712049
부산광역시 부산진구 부산진구 개금동 171-87,20,35.1522845,129.024158
부산광역시 부산진구 부산진구 양정동 213-3,28,35.176749,129.0734068
부산광역시 부산진구 부산진구 전포동 687-17,20,35.1552798,129.064151
부산광역시 부산진구 부산진구 양정동 168,24,35.1779921,129.0734787
부산광역시 부산진구 부산진구 전포동 312-22,20,35.155122,129.0659903
부산광역시 부산진구 부산진구 가야동 226-6,29,35.153431,129.03319
부산광역시 부산진구 부산진구 양정동 260-8,24,35.1777987,129.0720522
부산광역시 부산진구 부산진구 양정동 139-11,24,35.1754973,129.0748628
부산광역시 부산진구 부산진구 개금동 177-128,25,35.15177140000001,129.0218854
부산광역시 부산진구 부산진구 부암동 80-92,24,35.164391,129.0520487
부산광역시 부산진구 부산진구 개금동 177-34,20,35.1521955,129.0234087
부산광역시 부산진구 부산진구 양정동 140-26,28,35.1758628,129.0752646
부산광역시 부산진구 부산진구 전포동 648,40,35.1598749,129.0640557
부산광역시 부산진구 부산진구 양정동 276-2,70,35.1766137,129.0712305
부산광역시 부산진구 부산진구 부전동 424-4,20,35.1584983,129.0530852
부산광역시 부산진구 부산진구 개금동 527-88,20,35.1491652,129.0187573
부산광역시 부산진구 부산진구 개금동 616-5,28,35.14869700000001,129.0187556
부산광역시 부산진구 부산진구 개금동 419-8,26,35.1568465,129.0220774
부산광역시 부산진구 부산진구 연지동 354-2,20,35.1707919,129.0490326
부산광역시 부산진구 부산진구 전포동 201-24,20,35.1582994,129.0663758
부산광역시 부산진구 부산진구 가야동 551-12,28,35.1491233,129.0327907
부산광역시 부산진구 부산진구 부전동 414-22,29,35.1600815,129.0535722
부산광역시 부산진구 부산진구 부암동 121-9,32,35.1613569,129.0509502
부산광역시 부산진구 부산진구 개금동 177-408,20,35.1511025,129.0218946
부산광역시 부산진구 부산진구 전포동 146-18,20,35.1655734,129.0663607
부산광역시 부산진구 부산진구 개금동 177-80,20,35.1514888,129.0231325
부산광역시 부산진구 부산진구 양정동 345-7,20,35.1709579,129.0713212
부산광역시 부산진구 부산진구 개금동 177-163,20,35.15079790000001,129.0212722
부산광역시 부산진구 부산진구 개금동 523-37,20,35.1514577,129.0209051
부산광역시 부산진구 부산진구 부전동 410-1,20,35.1605065,129.0538422
부산광역시 부산진구 부산진구 양정동 331-11,24,35.1740515,129.0728278
부산광역시 부산진구 부산진구 개금동 177-81,21,35.1514009,129.0231278
부산광역시 부산진구 부산진구 부전동 456-4,29,35.1531064,129.0547654
부산광역시 부산진구 부산진구 개금동 540-222,20,35.147394,129.0220101
부산광역시 부산진구 부산진구 개금동 177-175,20,35.1505183,129.0207495
부산광역시 부산진구 부산진구 양정동 116-26,28,35.1748797,129.0777364
부산광역시 부산진구 부산진구 가야동 644-25,28,35.1506204,129.0268119
부산광역시 부산진구 부산진구 개금동 177-79,20,35.1515755,129.023134
부산광역시 부산진구 부산진구 개금동 177-162,22,35.1510256,129.0212579
부산광역시 부산진구 부산진구 개금동 177-156,20,35.1507346,129.021482
부산광역시 부산진구 부산진구 부전동 514-8,134,35.1544476,129.0549685
부산광역시 부산진구 부산진구 개금동 177-39,20,35.1515939,129.0237361
부산광역시 부산진구 부산진구 개금동 523-3,44,35.1510238,129.0206013
부산광역시 부산진구 부산진구 전포동 171-2,138,35.1617836,129.0657242
부산광역시 부산진구 부산진구 양정동 354-22,20,35.1703301,129.0704112
부산광역시 부산진구 부산진구 양정동 236-3,24,35.1785666,129.0740757
부산광역시 부산진구 부산진구 전포동 667-20,80,35.1581048,129.0633449
부산광역시 부산진구 부산진구 개금동 177-332,28,35.1522891,129.021896
부산광역시 부산진구 부산진구 개금동 177-213,20,35.1517483,129.0214642
부산광역시 부산진구 부산진구 개금동 523-36,20,35.1515546,129.0209
부산광역시 부산진구 부산진구 부전동 125-3,20,35.1590419,129.0615237
부산광역시 부산진구 부산진구 양정동 138-7,20,35.1750625,129.0754444
부산광역시 부산진구 부산진구 부전동 474-50,24,35.1592006,129.0551253
부산광역시 부산진구 부산진구 부전동 510-3,20,35.1566186,129.0536206
부산광역시 부산진구 부산진구 부전동 109-11,24,35.1589169,129.0617665
부산광역시 부산진구 부산진구 부전동 109-8,24,35.1590057,129.0617645
부산광역시 부산진구 부산진구 부전동 466-23,28,35.1581005,129.0542848
부산광역시 부산진구 부산진구 전포동 591-1,24,35.161216,129.0645624
부산광역시 부산진구 부산진구 개금동 177-428,20,35.151481,129.0212677
부산광역시 부산진구 부산진구 개금동 177-286,20,35.1516009,129.0212645
부산광역시 부산진구 부산진구 양정동 272-3,20,35.175052,129.0735623
부산광역시 부산진구 부산진구 가야동 444-31,20,35.1512971,129.0333057
부산광역시 부산진구 부산진구 부전동 513-26,20,35.1554186,129.0543287
부산광역시 부산진구 부산진구 개금동 177-397,20,35.15179330000001,129.0216273
부산광역시 부산진구 부산진구 가야동 343-24,20,35.1521308,129.0354034
부산광역시 부산진구 부산진구 양정동 272-9,70,35.1745065,129.0730565
부산광역시 부산진구 부산진구 전포동 693-11,20,35.153795,129.0637715
