학교명,도로명주소,위도,경도
화랑초등학교,부산광역시 서구 대영로86번길 56,35.10824213,129.0205044
가동초등학교,부산광역시 기장군 정관읍 정관5로 100,35.32689908,129.1785529
수안초등학교,부산광역시 동래구 온천천로 215,35.20047925,129.0804245
구남중학교,부산광역시 북구 백양대로1016번길 38,35.19595722,128.9978621
부산정보고등학교,부산광역시 부산진구 화지로 24,35.1775236,129.0645205
광안중학교,부산광역시 수영구 연수로310번길 127,35.16822316,129.1049195
호암초등학교,부산광역시 수영구 호암로29번길 57,35.15419604,129.1103125
대저중학교,부산광역시 강서구 공항로811번가길 46,35.17758668,128.956294
세정고등학교,부산광역시 부산진구 양정로 88-12,35.16997026,129.0793616
양덕여자중학교,부산광역시 북구 시랑로21번길 178,35.2042128,129.0134063
정원초등학교,부산광역시 기장군 정관읍 정관로 423,35.33196766,129.1672729
강동초등학교,부산광역시 해운대구 해운대로349번길 10,35.17232166,129.1367469
신정중학교,부산광역시 기장군 정관읍 정관3로 44,35.32908463,129.1688999905
반송여자중학교,부산광역시 해운대구 운봉길 113,35.23297673,129.1444397
초장중학교,부산광역시 서구 해돋이로 205,35.09477125,129.0182218
연일초등학교,부산광역시 연제구 고분로 126-4,35.18431973,129.0954537
운송초등학교,부산광역시 해운대구 반송로 839,35.2286372,129.1460873
부산일과학고등학교,부산광역시 사하구 제석로 242,35.11720995,128.9888935
부산서중학교,부산광역시 동구 홍곡남로 29,35.12549303,129.0363578
학진초등학교,부산광역시 사상구 대동로 34-16,35.13302673,128.9751445
반송초등학교,부산광역시 해운대구 아랫반송로30번길 37-16,35.22357974,129.1475253
명장초등학교,부산광역시 동래구 복천로 121,35.20819025,129.0965594
부산체육고등학교,부산광역시 영도구 중리북로21번길 5,35.07205496,129.064034
부산외국어고등학교,부산광역시 연제구 고분로 144,35.18370672,129.0971477
신명초등학교,부산광역시 강서구 명지국제7로 178,35.09523277,128.9207165
주감초등학교,부산광역시 사상구 양지로 48,35.15391434,129.0014957
덕상초등학교,부산광역시 사상구 덕상로 32,35.17472977,128.9906464
장안초등학교,부산광역시 기장군 장안읍 장안로 67-4,35.34650207,129.2540999
안락중학교,부산광역시 동래구 온천천로 513,35.19163803,129.1092905
대사초등학교,부산광역시 강서구 낙동북로 73,35.21816831,128.9375984
성전초등학교,부산광역시 부산진구 전포대로298번길 15,35.16398833,129.0663612
영도여자고등학교,부산광역시 영도구 중리북로21번길 42,35.07352806,129.0659942
명호중학교,부산광역시 강서구 명지오션시티2로 100,35.08053123,128.898733
녹산중학교,부산광역시 강서구 낙동남로 659,35.11814821,128.8878836
상리초등학교,부산광역시 영도구 상리로 38,35.08399667,129.0670777
안진초등학교,부산광역시 동래구 안남로 63,35.19474685,129.0991925
부산중앙중학교,부산광역시 기장군 정관읍 정관덕산길 73,35.32256309,129.1875912
동해중학교,부산광역시 동래구 시실로 19-39,35.21702368,129.0889348
동평초등학교,부산광역시 부산진구 당감서로65번길 31,35.16771037,129.0352077
광남초등학교,부산광역시 수영구 광안해변로 115,35.14507201,129.1134257
개림초등학교,부산광역시 부산진구 백양대로320번길 40,35.15633731,129.0161716
금곡중학교,부산광역시 북구 효열로162번길 3,35.26085915,129.0171529
녹산초등학교,부산광역시 강서구 과학산단2로20번길 55,35.15147548,128.8371146
우암초등학교,부산광역시 남구 우암로 190-19,35.12534348,129.0763824
센텀초등학교,부산광역시 해운대구 센텀중앙로 166,35.18114063,129.1219392
옥천초등학교,부산광역시 사하구 사하로 134,35.09388695,128.9936902
두실초등학교,부산광역시 금정구 중앙대로1893번길 33,35.25315685,129.0894002
부산중앙여자중학교,부산광역시 서구 대신로 59-32,35.11584673,129.0110339
주례중학교,부산광역시 사상구 가야대로378번길 68,35.1484767,129.0141706
부경고등학교,부산광역시 서구 망양로33번길 12,35.1157788,129.0133065
지산고등학교,부산광역시 금정구 오륜대로 50,35.24337608,129.098813
부산과학고등학교,부산광역시 금정구 금샘로 455-1,35.26378066,129.0833789
구서초등학교,부산광역시 금정구 구서중앙로 35,35.25420144,129.0871404
삼정고등학교,부산광역시 북구 시랑로118번길 53,35.19360082,129.0100284
모동초등학교,부산광역시 사상구 모라로192번길 37,35.18522962,129.0018958
대천리중학교,부산광역시 북구 산성로 87-15,35.24235441,129.0216974
하남초등학교,부산광역시 사하구 하신번영로 186,35.09953035,128.9600692
재송초등학교,부산광역시 해운대구 재반로64번길 33,35.18643767,129.1277656
금창초등학교,부산광역시 북구 효열로235번길 14,35.26569046,129.0197456
신정초등학교,부산광역시 기장군 정관읍 정관로 460,35.32865657,129.1676858
철마초등학교,부산광역시 기장군 철마면 철마로 493,35.27521738,129.1512365
인지중학교,부산광역시 해운대구 반여로 142,35.20405092,129.1255897
부산강서고등학교,부산광역시 강서구 공항로1309번길 96-7,35.21642661,128.9824742
전포초등학교,부산광역시 부산진구 전포대로255번길 38,35.15945713,129.0633316
해운대고등학교,부산광역시 해운대구 우동3로11번길 43,35.1714876,129.1624738
모동중학교,부산광역시 사상구 모라로192번길 51,35.18496213,129.0030872
송정초등학교,부산광역시 해운대구 해운대로 1164-9,35.18957289,129.2047686
안민초등학교,부산광역시 동래구 온천천로381번길 19,35.19402913,129.0937899
범일초등학교,부산광역시 동구 증산서로 55,35.13957208,129.0496524
혜화여자고등학교,부산광역시 동래구 명장로 99,35.2022947,129.1107228
부산정보관광고등학교,부산광역시 금정구 동현로 37,35.22394897,129.0919103
경혜여자고등학교,부산광역시 북구 시랑로21번길 138,35.20418761,129.0105038
낙동초등학교,부산광역시 사하구 제석로 41,35.10540745,128.972348
과정초등학교,부산광역시 연제구 과정로164번길 37,35.1867318,129.1103499692
성남초등학교,부산광역시 동구 범일로53번길 14,35.13519264,129.0584713
봉학초등학교,부산광역시 영도구 태종로 242,35.09553513,129.0550147
부산남중학교,부산광역시 영도구 절영로73번길 7,35.08830794,129.0399633
수성초등학교,부산광역시 동구 망양로 807,35.134524,129.0427196
대동고등학교,부산광역시 사하구 을숙도대로709번길 27,35.0873648,128.9842391
정관중학교,부산광역시 기장군 정관읍 정관로 531,35.32390251,129.1729489
금곡초등학교,부산광역시 북구 효열로 174,35.26181709,129.0170467
연제고등학교,부산광역시 연제구 쌍미천로30번길 31,35.17761715,129.0918363
동천초등학교,부산광역시 남구 석포로26번길 22,35.12161542,129.0831725
성모여자고등학교,부산광역시 부산진구 양지로 29-1,35.16726136,129.072124
오션중학교,부산광역시 강서구 명지오션시티1로 221,35.08044246,128.9095993
동의공업고등학교,부산광역시 부산진구 양지로 50,35.16600974,129.0717385
부산진여자상업고등학교,부산광역시 부산진구 진남로 524,35.1701018,129.0721827
부산국제고등학교,부산광역시 부산진구 백양관문로 105-70,35.16722627,129.0234526
충렬중학교,부산광역시 동래구 명장로64번길 45,35.20295251,129.1084027
대천초등학교,부산광역시 남구 조각공원로 19,35.12920185,129.1010297
내산초등학교,부산광역시 동래구 중앙대로1335번길 38,35.20735793,129.0766352
항도중학교,부산광역시 부산진구 동성로118번길 44,35.16152979,129.0670152
부산서여자고등학교,부산광역시 서구 보수대로 202-6,35.11340208,129.0213157
응봉초등학교,부산광역시 사하구 다대낙조2길 26,35.05285702,128.9650909
해운대공업고등학교,부산광역시 해운대구 해운대로469번길 96,35.16763616,129.1441028
해림초등학교,부산광역시 해운대구 해운대로469번길 42,35.16501944,129.1438976
연천중학교,부산광역시 연제구 톳고개로 16,35.18405315,129.1020301
엄궁초등학교,부산광역시 사상구 엄궁로191번길 23,35.12918626,128.9743987
부산중앙여자고등학교,부산광역시 동래구 온천천로 131,35.2079666,129.0796668
반안중학교,부산광역시 해운대구 명장로67번길 40-32,35.20337703,129.1123947
현곡초등학교,부산광역시 금정구 동부곡로27번라길 20,35.22691628,129.0967464
해운대초등학교,부산광역시 해운대구 중동2로24번길 30,35.16490741,129.1656491
기장고등학교,부산광역시 기장군 기장읍 차성서로 77,35.24015148,129.2090256
부산동성고등학교,부산광역시 부산진구 동성로 16,35.15151692,129.0697793
동명공업고등학교,부산광역시 남구 신선로 410,35.12091013,129.1008256
신천초등학교,부산광역시 북구 모분재로 83,35.2003819,129.0086033
삼덕초등학교,부산광역시 사상구 삼덕로 24,35.17416851,128.9785507
부산대저고등학교,부산광역시 강서구 공항로811번가길 46,35.17758668,128.956294
여고초등학교,부산광역시 동래구 여고로63번가길 12,35.19790151,129.0689614
부산중앙고등학교,부산광역시 남구 진남로127번길 50,35.139866,129.0786353
동평중학교,부산광역시 부산진구 백양순환로119번길 12-31,35.17115019,129.0411405
용인고등학교,부산광역시 동래구 시실로107번길 37,35.21451237,129.0949469
명지중학교,부산광역시 강서구 명지국제6로318번길 54,35.10198148,128.925769
금정고등학교,부산광역시 동래구 명장로63번길 60-14,35.20771342,129.1070798
부산남고등학교,부산광역시 영도구 중리북로 5,35.06995196,129.0649669
대양고등학교,부산광역시 남구 지게골로 128-27,35.13338218,129.0739797
서면중학교,부산광역시 부산진구 가야대로747번길 53,35.16048734,129.0522355
신덕초등학교,부산광역시 북구 함박봉로140번가길 25,35.20294033,129.0325761
금정초등학교,부산광역시 금정구 식물원로44번길 46,35.22802827,129.0848988
오션초등학교,부산광역시 강서구 명지오션시티6로 72,35.08029669,128.9070666
명동초등학교,부산광역시 동래구 명장로63번길 60-5,35.20759141,129.1062241
초읍초등학교,부산광역시 부산진구 성지로104번길 26,35.18074607,129.0539727
부산수영중학교,부산광역시 수영구 호암로38,35.15679738,129.1097243
오륙도중학교,부산광역시 남구 오륙도로 60,35.10404563,129.1151091
토현초등학교,부산광역시 연제구 토현로 48,35.18129174,129.1117661
온천초등학교,부산광역시 동래구 충렬대로107번길 124,35.21255477,129.0736773
금정중학교,부산광역시 금정구 중앙대로 2104,35.27119081,129.0937601
성도고등학교,부산광역시 북구 시랑로132번길 87,35.19397545,129.0054379
광안초등학교,부산광역시 수영구 광안로35번길 42,35.15741493,129.1171294
금강초등학교,부산광역시 동래구 사직북로28번길 125,35.2031347,129.0641112
구서여자중학교,부산광역시 금정구 금강로453번길 26-12,35.24928062,129.085894
좌천초등학교,부산광역시 기장군 장안읍 좌천로 13-66,35.31195204,129.2395575
부산개성중학교,부산광역시 부산진구 엄광로 176-12,35.14694899,129.032875
신호중학교,부산광역시 강서구 신호산단2로 76,35.08241426,128.8770924
초읍중학교,부산광역시 부산진구 성지로94번길 71,35.18096061,129.0557404
민안초등학교,부산광역시 수영구 감포로38번길 33,35.16306608,129.1212164
연학초등학교,부산광역시 부산진구 초읍천로 43번길,35.17660676,129.0462808
화신중학교,부산광역시 북구 산성로12번길 22,35.23864485,129.0145395
동원초등학교,부산광역시 부산진구 백양산로 43,35.17320012,129.0311777
금샘초등학교,부산광역시 금정구 금샘로 525,35.26905892,129.0838921
모전초등학교,부산광역시 기장군 정관읍 정관1로 17,35.33968491,129.162335
을숙도초등학교,부산광역시 사하구 낙동대로 581,35.11554515,128.9612467
용수중학교,부산광역시 북구 금곡대로229번길 88,35.23020512,129.008191
동래중학교,부산광역시 동래구 충렬대로181번길 109,35.21016048,129.0793873
남항초등학교,부산광역시 영도구 남항새싹길 55,35.08366964,129.043117
다대중학교,부산광역시 사하구 다대로554번길 33,35.05737649,128.9682545
신진초등학교,부산광역시 기장군 철마면 고촌로28번길 10,35.24091918,129.1714604
동래여자고등학교,부산광역시 금정구 체육공원로 20,35.24704234,129.0981972
충렬고등학교,부산광역시 동래구 명장로106번길 26,35.2028575,129.1095733
명서초등학교,부산광역시 동래구 명서로 121,35.21207663,129.1008778
부산동고등학교,부산광역시 부산진구 동성로30번길 36,35.15326954,129.0712527
금곡고등학교,부산광역시 북구 화명신도시로 236,35.2443532,129.0119466
문현초등학교,부산광역시 남구 고동골로 86-13,35.14532445,129.0729385
지사중학교,부산광역시 강서구 과학산단로306번길 33,35.15217997,128.8351469
동상초등학교,부산광역시 금정구 옥봉로 5,35.21130087,129.1069511
예문여자고등학교,부산광역시 남구 동명로92번길 76,35.11552808,129.1075077
수미초등학교,부산광역시 수영구 연수로310번길 91,35.16878706,129.1037245
부산대학교사범대학부설고등학교,부산광역시 금정구 기찰로22번길 30,35.23281825,129.0956533
부산국제중학교,부산광역시 부산진구 백양관문로 105-70,35.16729182,129.0234526
여명중학교,부산광역시 동래구 여고로52번길 9,35.19584799,129.0702833
부암초등학교,부산광역시 부산진구 신천대로263번길 26,35.16499117,129.048779
영산고등학교,부산광역시 해운대구 반송순환로 142-1,35.22605862,129.1554497
상당초등학교,부산광역시 해운대구 세실로 173,35.17965572,129.1760308
상학초등학교,부산광역시 북구 상학산복길 191,35.21867855,129.0400208
신평초등학교,부산광역시 사하구 장평로299번안길 19,35.09433999,128.9715254
구덕고등학교,부산광역시 사상구 학감대로 81,35.13842716,128.9907463
금명여자고등학교,부산광역시 북구 양달로 101,35.24429037,129.0245999833
대동중학교,부산광역시 사하구 을숙도대로709번길 27,35.0873648,128.9842391
부산진중학교,부산광역시 부산진구 시민공원로 50,35.16369011,129.0550300323
성지초등학교,부산광역시 부산진구 시민공원로 62,35.1646683,129.0569682
송정초등학교,부산광역시 강서구 신호산단4로 10,35.08536457,128.8735012
신금초등학교,부산광역시 북구 효열로 42,35.25086987,129.014795
성북초등학교,부산광역시 부산진구 황령대로 79,35.15129234,129.0681859
수영초등학교,부산광역시 수영구 광서로16번길 33,35.16612325,129.1120849
동천고등학교,부산광역시 남구 못골번영로 105,35.14433722,129.0868043
명륜초등학교,부산광역시 동래구 동래로 91,35.20803449,129.0832699795
신덕중학교,부산광역시 북구 함박봉로140번가길 27,35.20310543,129.0305599884
낙동고등학교,부산광역시 북구 의성로47번길 23,35.21706432,129.0096023
학장초등학교,부산광역시 사상구 대동로 205,35.14614928,128.9845724
동양초등학교,부산광역시 부산진구 백양산로 99,35.1766921,129.030768
경성전자고등학교,부산광역시 서구 꽃마을로 25,35.11658597,129.0124449
개성고등학교,부산광역시 부산진구 당감서로 137,35.1676735,129.0299526
대교초등학교,부산광역시 영도구 봉래나루로246번길 19,35.09469424,129.0457513
동래고등학교,부산광역시 동래구 충렬대로285번길 22,35.20090083,129.0927025
대명여자고등학교,부산광역시 동래구 시실로 135,35.21211001,129.0962141
월내초등학교,부산광역시 기장군 장안읍 길천2길 25,35.32806314,129.2824798
가산초등학교,부산광역시 부산진구 엄광로182번길 49,35.14637277,129.0354729
내리초등학교,부산광역시 기장군 기장읍 소정안길 50,35.2057615,129.2055036
명호고등학교,부산광역시 강서구 명지오션시티2로 97,35.08062883,128.9000754
거성중학교,부산광역시 연제구 해맞이로109번길 61,35.18274207,129.0666625
금명초등학교,부산광역시 북구 화명신도시로 197,35.24171504,129.0109953
가야여자중학교,부산광역시 부산진구 엄광로182번길 15-25,35.14759698,129.0364936
교리초등학교,부산광역시 기장군 기장읍 차성로 427,35.25506637,129.2167847
분포중학교,부산광역시 남구 분포로 51,35.12952407,129.114431
명지초등학교,부산광역시 강서구 명지국제6로 296,35.10226077,128.9241427
안남초등학교,부산광역시 동래구 연안로 46,35.19170351,129.1077338
부산예술고등학교,부산광역시 금정구 체육공원로 20,35.24704234,129.0981972
삼어초등학교,부산광역시 해운대구 삼어로91번길 73,35.20869693,129.1158557
화명중학교,부산광역시 북구 금곡대로186번길 13,35.22639155,129.0116866
혜화여자중학교,부산광역시 동래구 명장로67번길 14-22,35.20457889,129.1109468
백양초등학교,부산광역시 북구 상리로18번길 12,35.20773508,129.0344087
사동초등학교,부산광역시 사하구 승학로 129-2,35.10450247,128.9806236
화명고등학교,부산광역시 북구 화명신도시로 169,35.23954676,129.0106915
남산고등학교,부산광역시 금정구 남산로 66,35.26808358,129.0859013
토현중학교,부산광역시 연제구 토현로 47,35.1820421,129.1116178
세연고등학교,부산광역시 남구 진남로 82-19,35.13964921,129.085826
용호중학교,부산광역시 남구 동명로 185-17,35.11930916,129.1169769
금양중학교,부산광역시 금정구 기찰로22번길 37,35.23350196,129.0956061
대덕여자고등학교,부산광역시 사상구 백양대로804번길 42-55,35.17944488,128.9933857
문현여자고등학교,부산광역시 남구 고동골로 86-41,35.14513702,129.0739485
동현중학교,부산광역시 금정구 서동로 50,35.21898448,129.0912000024
사상고등학교,부산광역시 사상구 강선로 24,35.16888033,128.9855372
덕문고등학교,부산광역시 강서구 동선길 172,35.05108195,128.8289400328
문현여자중학교,부산광역시 남구 고동골로59번길 46,35.14216822,129.0684159
감천중학교,부산광역시 사하구 감천로73번길 60,35.09221051,129.0001101
부산컴퓨터과학고등학교,부산광역시 동구 초량로80번길 5,35.1210635,129.0329123
신라중학교,부산광역시 사상구 백양대로700번길 35-8,35.16988872,128.992846
동수영중학교,부산광역시 수영구 광서로 74,35.16456898,129.1036602
대광고등학교,부산광역시 사하구 동매로 135,35.10127615,128.9725723
유락여자중학교,부산광역시 동래구 금강로 51,35.21495032,129.0761835
성지고등학교,부산광역시 남구 유엔로 39,35.12880982,129.0806464
부산여자중학교,부산광역시 서구 보수대로 282-23,35.12056195,129.0144572
금빛초등학교,부산광역시 금정구 소정로 31,35.22797751,129.080361
반여초등학교,부산광역시 해운대구 재반로 301,35.20272895,129.1294702
데레사여자고등학교,부산광역시 동구 정공단로47번길 14,35.13744208,129.0550458
사하초등학교,부산광역시 사하구 낙동대로 266,35.09997355,128.9868982
해연중학교,부산광역시 남구 진남로110번길 25,35.13926197,129.0830039
녹명초등학교,부산광역시 강서구 낙동남로 617,35.11484347,128.8863922
온천중학교,부산광역시 동래구 쇠미로129번길 28,35.20457817,129.0596734
해강고등학교,부산광역시 해운대구 해운대해변로 33,35.16411392,129.137539
석포초등학교,부산광역시 남구 석포로86번길 76,35.12656566,129.0918348
부산교육대학교부설초등학교,부산광역시 연제구 교대로 24,35.19569321,129.0770825
당감초등학교,부산광역시 부산진구 당감로 22-5,35.16428339,129.0412435
경일고등학교,부산광역시 강서구 영강길 153-42,35.11248236,128.9224148
연포초등학교,부산광역시 남구 못골로 17,35.13724304,129.0840862
사직초등학교,부산광역시 동래구 쇠미로81번길 7,35.20080372,129.0541694
대상초등학교,부산광역시 강서구 대저로 249,35.21411967,128.9802525
용암초등학교,부산광역시 기장군 기장읍 기장해안로 577,35.22530669,129.2268633
해빛초등학교,부산광역시 기장군 일광면 해빛6로 9,35.26449792,129.2215096
영도제일중학교,부산광역시 영도구 중리로 64,35.07759188,129.0688643
학장중학교,부산광역시 사상구 대동로140번길 60,35.13790347,128.9828243
명일초등학교,부산광역시 강서구 명지국제5로 170-5,35.10951726,128.922704
창진초등학교,부산광역시 사상구 사상로223번길 100,35.16617253,128.9778323
월평초등학교,부산광역시 기장군 정관읍 월평1길 21,35.35969505,129.1383592
연동초등학교,부산광역시 연제구 고분로56번길 40,35.18393246,129.0884679
부산내성중학교,부산광역시 동래구 중앙대로 1297,35.20370364,129.0770406
공덕초등학교,부산광역시 금정구 대두로 2,35.29585964,129.1113124
부산대신중학교,부산광역시 서구 대신로109번길 10,35.11864534,129.0135839
양운중학교,부산광역시 해운대구 좌동순환로99번길 7,35.17543191,129.1666965
보림초등학교,부산광역시 사하구 장림로161번길 20,35.08401645,128.9674304
동현초등학교,부산광역시 금정구 동현로 36,35.2220225,129.0927597
명원초등학교,부산광역시 강서구 명지국제6로 147,35.09412838,128.9149353
초량초등학교,부산광역시 동구 초량상로 49,35.11571241,129.0363325
반송중학교,부산광역시 해운대구 반송로911번길 59,35.23493637,129.1517617
